detail,music_id,name,sheet_id,listen_start_time,total_playing_time,cue_id
"스토리 이벤트 테마\n-｢청춘 스피너｣ 어레인지-\n\n시간 / 01:07\n작곡 / 무츠키 슈헤이\n편곡 / 사와시타 아오이",121,"베푸는 재단과 성스러운 학교의 이단아",bgm_M343,0:00,1:07,bgm_M343_juke
"스토리 이벤트 보스 배틀\n\n시간 / 02:43\n작곡 / 카토 요시히사(Cygames)\n편곡 / 카토 요시히사(Cygames)",122,"단짝Ｘ",bgm_M346,0:00,2:43,bgm_M346_juke
"캐릭터 송\n\n시간 / 01:20\n노래 / 치에루(사쿠라 아야네)\n클로에(타네자키 아츠미)\n유니(코하라 코노미)\n작사 / 미즈노겡키\n작곡 / 무츠키 슈헤이\n편곡 / 무츠키 슈헤이",123,"청춘 스피너",bgm_M359,0:51,1:20,bgm_M359
"메인 퀘스트\n\n시간 / 02:00\n작곡 / 카토 요시히사(Cygames)\n편곡 / 카토 요시히사(Cygames)",124,"밀림의 그림자에서 기다리는 것은",bgm_M339,0:00,2:00,bgm_M339_juke
"캐릭터 송\n\n시간 / 01:33\n노래 / 페코린느(MㆍAㆍO)\n콧코로(이토 미쿠)\n캬루(타치바나 리카)\n작사 / 시보리\n작곡 / 타나카 코헤이\n편곡 / 네기시 타카유키",125,"Mirage Game",bgm_M370,1:09,1:52,bgm_M370
"캐릭터 송\n\n시간 / 01:48\n노래 / 페코린느(Ｍ・Ａ・Ｏ)\n콧코로(이토 미쿠)\n캬루(타치바나 리카)\n작사 / 타카오 소노스케(F.M.F)\n작곡 / 타카오 소노스케(F.M.F)\n편곡 / 나라 유우키",126,"Yes! Precious Harmony!",bgm_M371,0:52,1:48,bgm_M371
"미니 게임\n-｢Heartful Place｣ 어레인지-\n\n시간 / 00:45\n작곡 / 오노 타카미츠\n편곡 / 사와시타 아오이",127,"찍찍 패닉! 치즈 지키기 대작전!",bgm_M355_Lofi,0:00,0:45,bgm_M355_Lofi_juke
"스토리 이벤트 테마\n-｢Heartful Place｣ 어레인지-\n\n시간 / 01:00\n작곡 / 오노 타카미츠\n편곡 / 아사다 미사키(Cygames)",128,"목장의 네 농부 가난한 목장 분투기!",bgm_M351,0:00,1:00,bgm_M351_juke
"스토리 이벤트 보스 배틀\n\n시간 / 01:56\n작곡 / 나가도 치하루(Cygames)\n편곡 / 나가도 치하루(Cygames)",129,"닌자 두목 한조",bgm_M354,0:00,1:56,bgm_M354_juke
"캐릭터 송\n\n시간 / 01:19\n노래 / 마히루(닛타 에미)\n린(코이와이 코토리)\n작사 / 이소가이 요시에\n작곡 / 오노 타카미츠\n편곡 / 타마키 치히로",130,"Heartful Place",bgm_M379,0:46,1:19,bgm_M379
"스토리 이벤트 테마\n-｢페어리 테일은 꿈 속｣ 어레인지-\n\n시간 / 00:52\n작곡 / 시노자키 아야토\n편곡 / 히가시오지 켄타",131,"이상한 나라의 리노 작은 앨리스와 희망의 그림책",bgm_M375,0:00,0:52,bgm_M375_juke
"스토리 이벤트 보스 배틀\n\n시간 / 01:21\n작곡 / 타야마 리나\n편곡 / 타야마 리나",132,"흑의 왕 재버워크",bgm_M378,0:00,1:21,bgm_M378_juke
"캐릭터 송\n\n시간 / 01:29\n노래 / 리노(아스미 카나)\n작사 / 시노자키 아야토\n작곡 / 시노자키 아야토\n편곡 / 시노자키 아야토",133,"페어리 테일은 꿈 속",bgm_M389,0:51,1:29,bgm_M389
"메인 퀘스트\n\n시간 / 01:04\n작곡 / 사와시타 아오이\n편곡 / 사와시타 아오이",134,"어두운 숲",bgm_M374,0:00,1:04,bgm_M374_juke
"스토리 이벤트 테마\n-｢황혼태평여로가｣ 어레인지-\n\n시간 / 01:08\n작곡 / 와타나베 체루\n편곡 / 나카무라 사오리(Cygames)",135,"칠석 검객 여정담 하늘에 흐르는 여름의 사랑",bgm_M380A,0:00,1:08,bgm_M380A_juke
"스토리 이벤트 보스 배틀\n\n시간 / 03:16\n작곡 / 치바 아즈사(Cygames)\n편곡 / 치바 아즈사(Cygames)",136,"각성 바람기 별",bgm_M384,0:00,3:16,bgm_M384_juke
"캐릭터 송\n\n시간 / 01:27\n노래 / 루카(사토 리나)\n작사 / 에이코, 노무라 이쿠미(Cygames)\n작곡 / 와타나베 체루\n편곡 / 와타나베 체루",137,"황혼태평여로가",bgm_M402,0:49,1:27,bgm_M402
"스토리 이벤트 테마\n-｢그 여름의 메모리｣ 어레인지-\n\n시간 / 00:55\n작곡 / 타키자와 슌스케(TRYTONELABO)\n편곡 / 에하라 다이스케",138,"미사토 여름 응원(summer yell)! 꿈을 좇는 한여름의 나인",bgm_M393,0:00,0:55,bgm_M393_juke
"스토리 이벤트 보스 배틀\n\n시간 / 02:25\n작곡 / 마츠오 하야토\n편곡 / 마츠오 하야토",139,"물가의 폭군 사메키치",bgm_M397,0:00,2:25,bgm_M397_juke
"미니 게임\n-｢그 여름의 메모리｣ 어레인지-\n\n시간 / 01:15\n작곡 / 타키자와 슌스케(TRYTONELABO)\n편곡 / 하세베 쇼(Cygames)",140,"맹훈 타격도! 미사토의 홈런 연습",bgm_M399,0:00,1:15,bgm_M399_juke
"미니 게임\n-｢Lost Princess｣ 어레인지-\n\n시간 / 01:25\n작곡 / 타나카 코헤이\n편곡 / 에하라 다이스케",141,"홈런을 목표로!",bgm_M400,0:00,1:25,bgm_M400_juke
"미니 게임\n-｢그 여름의 메모리｣ 어레인지-\n\n시간 / 01:05\n작곡 / 타키자와 슌스케(TRYTONELABO)\n편곡 / 나카가와 타카아키",142,"한여름의 추억",bgm_M401,0:00,1:05,bgm_M401_juke
"캐릭터 송\n\n시간 / 01:26\n노래 / 미사토(코우다 마리코)\n작사 / Manami(TRYTONELABO)\n작곡 / 타키자와 슌스케(TRYTONELABO)\n편곡 / 타키자와 슌스케(TRYTONELABO)",143,"그 여름의 메모리",bgm_M412,0:55,1:26,bgm_M412
"메인 퀘스트\n\n시간 / 01:05\n작곡 / 아사다 미사키(Cygames)\n편곡 / 아사다 미사키(Cygames)",144,"청아한 강물 소리",bgm_M392,0:00,1:05,bgm_M392_juke
"스토리 이벤트 테마\n-｢저기 저기 Please!｣ 어레인지-\n\n시간 / 00:55\n작곡 / 야마자키 신고\n편곡 / 타야마 리나",145,"해피 체인지 엔젤즈",bgm_M403,0:00,0:55,bgm_M403_juke
"스토리 이벤트 보스 배틀\n\n시간 / 02:20\n작곡 / 치바 아즈사(Cygames)\n편곡 / 치바 아즈사(Cygames)",146,"폭주 이노센트 보우",bgm_M406,0:00,2:20,bgm_M406_juke
"캐릭터 송\n\n시간 / 01:18\n노래 / 요리(하라 사유리)\n아카리(아사쿠라 아즈미)\n작사 / 사카이 류지\n작곡 / 야마자키 신고\n편곡 / 야마자키 신고",147,"저기 저기 Please!",bgm_M420,0:50,1:18,bgm_M420
"스토리 이벤트 테마\n-｢Paradox｣ 어레인지-\n\n시간 / 00:55\n작곡 / 데구치 료\n편곡 / 타다 아키후미",148,"울려라! 절규! 할로윈 고스트 페스티벌",bgm_M413,0:00,0:55,bgm_M413_juke
"스토리 이벤트 보스 배틀\n\n시간 / 02:40\n작곡 / 하세베 쇼(Cygames)\n편곡 / 하세베 쇼(Cygames)",149,"소리치는 공포의 고스트 파더",bgm_M416,0:00,2:40,bgm_M416_juke
"캐릭터 송\n\n시간 / 01:35\n노래 / 레이(하야미 사오리)\n츠무기(키도 이부키)\n작사 / 데구치 료\n작곡 / 데구치 료\n편곡 / 이이다 료타, 데구치 료",150,Paradox,bgm_M425,0:48,1:35,bgm_M425
"스토리 이벤트 테마\n-｢빛나라! 러블리★드리미｣ 어레인지-\n\n시간 / 01:30\n작곡 / 무츠키 슈헤이\n편곡 / 타다 아키후미",151,"마법 제독 러블리★모니카 렛츠 고! 매지컬 콰르텟!",bgm_M421,0:00,1:30,bgm_M421_juke
"스토리 이벤트 보스 배틀\n\n시간 / 02:35\n작곡 / 마츠오 하야토\n편곡 / 마츠오 하야토",152,"안티 비스트 de M",bgm_M424,0:00,2:35,bgm_M424_juke
"캐릭터 송\n\n시간 / 01:27\n노래 / 모니카(츠지 아유미)\n토모(치하라 미노리)\n작사 / 미즈노 겡키\n작곡 / 무츠키 슈헤이\n편곡 / 무츠키 슈헤이",153,"빛나라! 러블리★드리미",bgm_M439,0:49,1:27,bgm_M439
"메인 퀘스트\n\n시간 / 01:35\n작곡 / 세키네 슈헤이(Cygames)\n편곡 / 카토 요시히사(Cygames)",154,"낭떠러지를 넘어 산기슭을 지나",bgm_M411,0:00,1:35,bgm_M411_juke
"스토리 이벤트 테마\n-｢Holy Passion Roses｣ 어레인지-\n\n시간 / 01:20\n작곡 / 오노 타카미츠\n편곡 / 타야마 리나",155,"데뷔탕트 샹그릴라 크리스마스이브의 러브 게임",bgm_M426,0:00,1:20,bgm_M426_juke
"스토리 이벤트 보스 배틀\n\n시간 / 02:30\n작곡 / 나카가와 타카아키\n편곡 / 나카가와 타카아키",156,"도미네이티드 스노우맨",bgm_M429,0:00,2:30,bgm_M429_juke
"캐릭터 송\n\n시간 / 01:31\n노래 / 사렌(호리에 유이)\n아키노(마츠자키 레이)\n작사 / 이소가이 요시에\n작곡 / 오노 타카미츠\n편곡 / 타마키 치히로",157,"Holy Passion Roses",bgm_M440,0:59,1:31,bgm_M440
"스토리 이벤트 테마\n-｢Brand New Sunrise｣ 어레인지-\n\n시간 / 01:06\n작곡 / 이케다 켄토(Cygames)\n편곡 / 타다 아키후미",158,"신춘 미식가 프린세스! 한 방에 건 소녀들",bgm_M435,0:00,1:06,bgm_M435_juke
"스토리 이벤트 보스 배틀\n\n시간 / 02:34\n작곡 / 나카무라 히로시\n편곡 / 나카무라 히로시",159,"그레이트 툰누스",bgm_M438,0:00,2:34,bgm_M438_juke
"캐릭터 송\n\n시간 / 01:27\n노래 / 무이미(한 메구미)\n네네카(이구치 유카)\n작사 / 노무라 이쿠미(Cygames)\n작곡 / 이케다 켄토(Cygames)\n편곡 / 이케다 켄토(Cygames)",160,"Brand New Sunrise",bgm_M441,0:55,1:27,bgm_M441
"스토리 이벤트 테마\n-｢심상~코코로 마음~｣ 어레인지-\n\n시간 / 01:16\n작곡 / 우츠미 타카아키(TRYTONELABO)\n편곡 / 하세베 쇼(Cygames)",161,"매우 소중한 일상",bgm_M442A,0:00,1:16,bgm_M442A_juke
"스토리 이벤트 테마\n-｢심상~코코로 마음~｣ 어레인지-\n\n시간 / 01:16\n작곡 / 우츠미 타카아키(TRYTONELABO)\n편곡 / 하세베 쇼(Cygames)",162,"이별과 결의",bgm_M442B,0:00,1:16,bgm_M442B_juke
"스토리 이벤트 보스 배틀\n\n시간 / 02:26\n작곡 / 히가시오지 켄타\n편곡 / 히가시오지 켄타",163,"흑풍의 정령",bgm_M447,0:00,2:26,bgm_M447_juke
"캐릭터 송\n\n시간 / 01:25\n노래 / 콧코로(이토 미쿠)\n작사 / 카메이 히로유키\n작곡 / 우츠미 타카아키(TRYTONELABO)\n편곡 / 우츠미 타카아키(TRYTONELABO)",164,"심상~코코로 마음~",bgm_M456,0:52,1:25,bgm_M456
"스토리 이벤트 테마\n-｢사랑 반짝 매직☆彡｣ 어레인지-\n\n시간 / 00:58\n작곡 / 아오야기 료, 우치다 마시로\n편곡 / 세키네 슈헤이(Cygames)",165,"신데렐라 레슨 화려한 나날은 사과 맛",bgm_M451,0:00,0:58,bgm_M451_juke
"스토리 이벤트 보스 배틀\n\n시간 / 01:47\n작곡 / 이레이 칸(Cygames)\n편곡 / 이레이 칸(Cygames)",166,"마물 공주",bgm_M455,0:00,1:47,bgm_M455_juke
"캐릭터 송\n\n시간 / 01:29\n노래 / 리마(토쿠이 소라)\n작사 / 아오야기 료, 우치다 마시로\n작곡 / 아오야기 료, 우치다 마시로\n편곡 / 아오야기 료",167,"사랑 반짝 매직☆彡",bgm_M465,0:49,1:29,bgm_M465
"스토리 이벤트 테마\n-｢무적 dreaming｣ 어레인지-\n\n시간 / 01:01\n작곡 / 시라토 유스케(Dream Monster)\n편곡 / 사와시타 아오이",168,"강철의 성녀와 성스러운 학교의 이단아",bgm_M457,0:00,1:01,bgm_M457_juke
"스토리 이벤트 보스 배틀\n\n시간 / 02:05\n작곡 / 나카무라 히로시\n편곡 / 나카무라 히로시",169,"이름도 없는 예술",bgm_M461,0:00,2:05,bgm_M461_juke
"캐릭터 송\n\n시간 / 01:32\n노래 / 치에루(사쿠라 아야네)\n클로에(타네자키 아츠미)\n유니(코하라 코노미)\n작사 / 시라유키 미유\n작곡 / 시라토 유스케(Dream Monster)\n편곡 / 시라토 유스케(Dream Monster)\n사토 아츠히토(Dream Monster)",170,"무적 dreaming",bgm_M466,0:56,1:32,bgm_M466
"스토리 이벤트 테마\n「Seize The Day!」 어레인지-\n\n시간 / 01:10\n작곡 / 혼다 유우키(Arte Refact)\n편곡 / 나카가와 타카아키",171,"이노리 SOS!! 타임 트래블 드래곤즈",bgm_M467,0:00,1:10,bgm_M467_juke
"스토리 이벤트 보스 배틀\n\n시간 / 02:12\n작곡 / 세키네 슈헤이(Cygames)\n편곡 / 세키네 슈헤이(Cygames)",172,"버스트ㆍ타임 라베",bgm_M470,0:00,2:12,bgm_M470_juke
"캐릭터 송\n\n시간 / 01:34\n노래 / 카야(코이치 마코토)\n호마레(오오니시 사오리)\n이노리(후지타 아카네)\n작사 / 노무라 이쿠미(Cygames)\n작곡 / 혼다 유우키(Arte Refact)\n편곡 / 카와이 타이시(Arte Refact)",173,"Seize The Day!",bgm_M485,0:52,1:34,bgm_M485
"스토리 이벤트 테마\n「외톨이를 위한 친구 행진곡」 어레인지-\n\n시간 / 01:46\n작곡 / 야마모토 마오키(TRYTONELABO)\n편곡 / 시모 사토코",174,"이심전심! 아오이 토이 프렌즈",bgm_M478,0:00,1:46,bgm_M478_Lofi_juke
"스토리 이벤트 보스 배틀\n\n시간 / 02:35\n작곡 / 타다 아키후미\n편곡 / 타다 아키후미",175,"궁극의 장난감 왕 메가 토이킹",bgm_M481,0:00,2:35,bgm_M481_juke
"캐릭터 송\n\n시간 / 01:34\n노래 / 아오이(하나자와 카나)\n작사 / 야마모토 마오키(TRYTONELABO)\n작곡 / 야마모토 마오키(TRYTONELABO)\n편곡 / 야마모토 마오키(TRYTONELABO)",176,"외톨이를 위한 친구 행진곡",bgm_M494,1:01,1:34,bgm_M494
"메인 퀘스트\n\n시간 / 01:07\n작곡 / 나카무라 히로시\n편곡 / 나카무라 히로시",177,"흩날리는 흙먼지 속에서",bgm_M483,0:00,1:07,bgm_M483_E46_juke
"스토리 이벤트 테마\n｢Only Only You｣ 어레인지-\n\n시간 / 01:57\n작곡 / ARM (IOSYS)\n편곡 / 시모 사토코",178,"엔드리스 서머 프로듀스 둘이 독점한 한여름의 파라다이스",bgm_M486,0:00,1:57,bgm_M486_juke
"스토리 이벤트 보스 배틀\n\n시간 / 02:29\n작곡 / 츠카고시 렌\n편곡 / 츠카고시 렌",179,"여름방학 숙제",bgm_M489,0:00,2:29,bgm_M489_juke
"캐릭터 송\n\n시간 / 01:28\n노래 / 에리코(하시모토 치나미)\n작사 / 유우노 요시미 (IOSYS)\n작곡 / ARM (IOSYS)\n편곡 / ARM (IOSYS)",180,"Only Only You",bgm_M495,0:46,1:28,bgm_M495
"스토리 이벤트 테마\n「저스트 어 모먼트!」 어레인지-\n\n시간 / 01:09\n작곡 / 야마구치 아키히코\n편곡 / 세키네 슈헤이(Cygames)",181,"카르미나 서머 라이브 저스트 어 모먼트!",bgm_M496,0:00,1:09,bgm_M496_juke
"스토리 이벤트 보스 배틀\n\n시간 / 01:30\n작곡 / 타케다 조이\n편곡 / 츠보타 슈헤이(TRYTONELABO)",182,"퀸 노래 해파리",bgm_M499,0:00,1:30,bgm_M499_juke
"캐릭터 송\n\n시간 / 01:39\n노래 / 노조미(히카사 요코)\n치카(후쿠하라 아야카)\n츠무기(키도 이부키)\n작사 / 노무라 이쿠미(Cygames)\n작곡 / 야마구치 아키히코\n편곡 / 야마구치 아키히코",183,"저스트 어 모먼트!",bgm_M518,0:56,1:39,bgm_M518
"캐릭터 송\n「Shining Future｣ 어레인지-\n\n시간 / 01:55\n노래 / 노조미(히카사 요코)\n치카(후쿠하라 아야카)\n츠무기(키도 이부키)\n작사 / 소노 쥬리\n작곡 / 타케다 조이\n편곡 / 츠보타 슈헤이(TRYTONELABO) ",184,"Shining Future (Battle Arrange Ver.)",bgm_M519,0:53,1:55,bgm_M519
"스토리 이벤트 테마\n｢Narcistration♡｣ 어레인지-\n\n시간 / 01:55\n작곡 / 니시코리 타카히로\n편곡 / 나카무라 히로시",185,"일리걸 오에도 카르테 Dr. 미츠키의 진찰실",bgm_M508,0:00,1:55,bgm_M508_juke
"스토리 이벤트 보스 배틀\n\n시간 / 01:44\n작곡 / 마츠오 하야토\n편곡 / 마츠오 하야토",186,"닥터 기글",bgm_M511,0:00,1:44,bgm_M511_juke
"캐릭터 송\n\n시간 / 01:32\n노래 / 유키(오오조라 나오미)\n작사 / Manami(TRYTONELABO)\n작곡 / 니시코리 타카히로\n편곡 / 니시코리 타카히로",187,"Narcistration♡",bgm_M524,1:02,1:32,bgm_M524
"레기온 워\n\n시간 / 01:00\n작곡 / 나가도 치하루(Cygames)\n편곡 / 타야마 리나",188,"레기온 워",bgm_M501,0:00,1:00,bgm_M501_juke
"레기온 워 보스 배틀\n\n시간 / 02:19\n작곡 / 나카가와 타카아키, 이레이 칸(Cygames)\n나가도 치하루(Cygames)\n편곡 / 나카가와 타카아키",189,"VS 레이지 레기온 아졸드와의 싸움",bgm_M504,0:00,2:19,bgm_M504_juke
"레기온 워 보스 배틀\n\n시간 / 01:23\n작곡 / 츠카고시 렌, 이레이 칸(Cygames)\n나가도 치하루(Cygames)\n편곡 / 츠카고시 렌",190,"VS 레이지 레기온 카리자와의 싸움",bgm_M502,0:00,1:23,bgm_M502_juke
"레기온 워 보스 배틀\n\n시간 / 02:48\n작곡 / 이레이 칸(Cygames)\n편곡 / 이레이 칸(Cygames)",191,"VS 레이지 레기온 젠과의 싸움",bgm_M506,0:00,2:48,bgm_M506_juke
"레기온 워 보스 배틀\n\n시간 / 01:39\n작곡 / 이레이 칸(Cygames), 나가도 치하루(Cygames)\n세키네 슈헤이(Cygames)\n편곡 / 세키네 슈헤이(Cygames)",192,"VS 레이지 레기온 미소라와의 싸움",bgm_M505,0:00,1:39,bgm_M505_juke
"레기온 워 보스 배틀\n\n시간 / 01:20\n작곡 / 이레이 칸(Cygames), 나가도 치하루(Cygames)\n편곡 / 나가도 치하루(Cygames)",193,"VS 레이지 레기온 란파와의 싸움",bgm_M503,0:00,1:20,bgm_M503_juke
"스토리 이벤트 테마\n「Halloween Monster Jam!!!」 어레인지-\n\n시간 / 01:16\n작곡 / 나카무라 사오리(Cygames), 하세베 쇼(Cygames)\n편곡 / 시모 사토코",194,"할로윈 세이버즈 스크램블! 복슬복슬 포획 대작전",bgm_M520,0:00,1:16,bgm_M520_juke
"스토리 이벤트 보스 배틀\n\n시간 / 01:53\n작곡 / 츠카고시 렌\n편곡 / 츠카고시 렌",195,"슬프고 난폭한 솜사탕",bgm_M523,0:00,1:53,bgm_M523_juke
"캐릭터 송\n\n시간 / 01:34\n노래 / 카오리(타카모리 나츠미)\n스즈나(우에사카 스미레)\n니논(사토 사토미)\n작사 / 시이나 우이(Cygames)\n작곡 / 나카무라 사오리(Cygames), 하세베 쇼(Cygames)\n편곡 / 하세베 쇼(Cygames)",196,"Halloween Monster Jam!!!",bgm_M525,0:54,1:34,bgm_M525
"스토리 이벤트 테마\n｢GREEDY LOVE｣ 어레인지-\n\n시간 / 00:58\n작곡 / 시타라 테츠야\n편곡 / 하세베 쇼(Cygames)",197,"마법소녀 외전 매지컬★느와르즈!",bgm_M527,0:00,0:58,bgm_M527_juke
"스토리 이벤트 보스 배틀\n\n시간 / 02:24\n작곡 / 나카무라 히로시\n편곡 / 나카무라 히로시",198,"안티 비스트 트리니티",bgm_M529,0:00,2:24,bgm_M529_juke
"캐릭터 송\n\n시간 / 01:36\n노래 / 이오(이토 시즈카)\n시즈루(나바타메 히토미)\n쿠우카(나가츠마 쥬리)\n작사 / 미즈노 겐\n작곡 / 시타라 테츠야\n편곡 / 시타라 테츠야",199,"GREEDY LOVE",bgm_M535,1:05,1:36,bgm_M535
"스토리 이벤트 테마\n-｢푸딩 à la 크리스마스인 거야!｣ 어레인지-\n\n시간 / 01:13\n작곡 / 츠보타 슈헤이(TRYTONELABO)\n편곡 / 나카무라 사오리(Cygames)",200,"메리 푸딩 크리스마스! 하늘을 나는 소녀와 정성 담긴 과자",bgm_M536,0:00,1:13,bgm_M536_juke
"스토리 이벤트 보스 배틀\n\n시간 / 01:56\n작곡 / 하세베 쇼(Cygames)\n편곡 / 하세베 쇼(Cygames)",201,"외톨이 크리스마스이브의 요정",bgm_M539,0:00,1:56,bgm_M539_juke
"미니 게임\n-｢푸딩 à la 크리스마스인 거야!｣ 어레인지-\n\n시간 / 02:05\n작곡 / 츠보타 슈헤이(TRYTONELABO)\n편곡 / 세키네 슈헤이(Cygames)",202,"미야코's 키친 궁극으로의 길",bgm_M540,0:00,2:05,bgm_M540_juke
"캐릭터 송\n\n시간 / 01:37\n노래 / 미야코(아마미야 소라)\n작사 / 야마모토 마오키(TRYTONELABO)\n작곡 / 츠보타 슈헤이(TRYTONELABO)\n편곡 / 츠보타 슈헤이(TRYTONELABO)",203,"푸딩 à la 크리스마스인 거야!",bgm_M550,0:57,1:37,bgm_M550
"스토리 이벤트 테마\n-｢Ice Wings｣ 어레인지-\n\n시간 / 01:04\n작곡 / AJURIKA\n편곡 / 하타다 히로타카(Cygames)",204,"신춘 미식 메모리즈 셰피의 심부름 대작전!",bgm_M543,0:00,1:04,bgm_M543_juke
"스토리 이벤트 보스 배틀\n\n시간 / 01:59\n작곡 / 츠카고시 렌\n편곡 / 츠카고시 렌",205,"간악한 소의 신 모몽",bgm_M546,0:00,1:59,bgm_M546_juke
"캐릭터 송\n\n시간 / 01:36\n노래 / 셰피(콘도 레이나)\n작사 / AJURIKA\n작곡 / AJURIKA\n편곡 / AJURIKA",206,"Ice Wings",bgm_M551,1:05,1:36,bgm_M551
"스토리 이벤트 테마\n-｢Asymmetric World｣ 어레인지-\n\n시간 / 01:25\n작곡 / 이토 츠바사\n편곡 / 세키네 슈헤이(Cygames)",207,"단서를 찾아서",bgm_M552,0:00,1:25,bgm_M552_juke
"스토리 이벤트 테마\n-｢Asymmetric World｣ 어레인지-\n\n시간 / 01:10\n작곡 / 이토 츠바사\n편곡 / 나카마치 토모히로",208,"모두가 지내는 세계로",bgm_M553,0:00,1:10,bgm_M553_juke
"스토리 이벤트 보스 배틀\n\n시간 / 02:08\n작곡 / 이레이 칸(Cygames)\n편곡 / 이레이 칸(Cygames)",209,"오버로드 포스",bgm_M559,0:00,2:08,bgm_M559_juke
"캐릭터 송\n\n시간 / 01:35\n노래 / 페코린느(MㆍAㆍO)\n캬루(타치바나 리카)\n작사 / 세나 와타루\n작곡 / 이토 츠바사\n편곡 / 이토 츠바사",210,"Asymmetric World",bgm_M572,0:46,1:35,bgm_M572
"스토리 이벤트 미니 콘텐츠\n-｢Asymmetric World｣ 어레인지-\n\n시간 / 03:27\n작곡 / 이토 츠바사\n편곡 / 나카가와 타카아키",211,"모두의 마음",bgm_M558,0:00,3:27,bgm_M558_juke
"스토리 이벤트 테마\n-｢뮤지컬이 들려?｣ 어레인지-\n\n시간 / 01:43\n작곡 / 키타가와 카츠토시(ROUND TABLE)\n편곡 / 시모 사토코",212,"스위트 타이니 스테이지! 신인 여배우와 리틀 레이디",bgm_M565,0:00,1:43,bgm_M565_juke
"스토리 이벤트 보스 배틀\n\n시간 / 01:47\n작곡 / 하타다 히로타카(Cygames)\n편곡 / 하타다 히로타카(Cygames)",213,"복수의 쥐ㆍ노발대발 츄우지",bgm_M568,0:00,1:47,bgm_M568_juke
"미니 게임\n-｢Mirage Game｣ 어레인지-\n\n시간 / 01:02\n작곡 / 타나카 코헤이\n편곡 / 히가시오지 켄타",214,"Happy Anniv. 스페셜 랜드솔 퀴즈 커넥트!",bgm_M548,0:00,1:02,bgm_M548_Top_juke
"미니 게임\n-｢Mirage Game｣ 어레인지-\n\n시간 / 01:49\n작곡 / 타나카 코헤이\n편곡 / 나카무라 히로시",215,"싱킹 타임!",bgm_M569,0:00,1:49,bgm_M569_juke
"캐릭터 송\n\n시간 / 01:27\n노래 / 쿠루미(우에다 카나)\n작사 / 후지무라 코노미, 키타가와 카츠토시(ROUND TABLE)\n작곡 / 키타가와 카츠토시(ROUND TABLE)\n편곡 / 키타가와 카츠토시(ROUND TABLE)",216,"뮤지컬이 들려?",bgm_M573,0:55,1:27,bgm_M573
"캐릭터 송\n\n시간 / 01:33\n노래 / 페코린느(ＭㆍＡㆍＯ)\n콧코로(이토 미쿠)\n캬루(타치바나 리카)\n셰피(콘도 레이나)\n작사 / 이소가이 요시에\n작곡 / 나카츠치 토모히로\n편곡 / 나카츠치 토모히로",217,"Crossing Truth",bgm_M581,0:58,1:33,bgm_M581
"스토리 이벤트 테마\n-｢Secret Longing｣ 어레인지-\n\n시간 / 01:04\n작곡 / 카와이 타이시(Arte Refact)\n편곡 / 하세베 쇼(Cygames)",218,"보물 환영! 인비저블 스틸러즈",bgm_M574,0:00,1:04,bgm_M574_juke
"스토리 이벤트 보스 배틀\n\n시간 / 01:43\n작곡 / 나카무라 히로시\n편곡 / 나카무라 히로시",219,"탐욕폭군 카지노 왕",bgm_M577,0:00,1:43,bgm_M577_juke
"캐릭터 송\n\n시간 / 01:31\n노래 / 아유미(오오제키 에리)\n작사 / 마사키 에리카\n작곡 / 카와이 타이시(Arte Refact)\n편곡 / 카와이 타이시(Arte Refact)",220,"Secret Longing",bgm_M592,0:55,1:31,bgm_M592
"스토리 이벤트 테마\n-｢무적의 파이러츠｣ 어레인지-\n\n시간 / 01:36\n작곡 / 시오바라 다이키\n편곡 / 시모 사토코",221,"에피소드 오브 파이러츠 해적섬의 저주받은 보물",bgm_M582,0:00,1:36,bgm_M582_juke
"스토리 이벤트 보스 배틀\n\n시간 / 01:53\n작곡 / 하타다 히로타카(Cygames)\n편곡 / 하타다 히로타카(Cygames)",222,"해방된 보물의 수호자",bgm_M585,0:00,1:53,bgm_M585_juke
"캐릭터 송\n\n시간 / 01:30\n노래 / 안나(타카노 아사미)\n시노부(오오츠보 유카)\n카스미(미나세 이노리)\n작사 / 츠키오카 리아코\n작곡 / 시오바라 다이키\n편곡 / 시오바라 다이키",223,"무적의 파이러츠",bgm_M593,0:47,1:30,bgm_M593
"메인 퀘스트\n\n시간 / 01:07\n작곡 / 나카무라 히로시\n편곡 / 나카무라 히로시",224,"장엄한 열사",bgm_M571,0:00,1:07,bgm_M571_juke
"스토리 이벤트 테마\n-｢선! 샤인 PARTY｣ 어레인지-\n\n시간 / 01:26\n작곡 / no_my\n편곡 / 세키네 슈헤이(Cygames)",225,"엔조이＆리프레시! 울퉁불퉁 걸즈 캠프",bgm_M595,0:00,1:26,bgm_M595_juke
"스토리 이벤트 보스 배틀\n\n시간 / 01:59\n작곡 / 하세베 쇼(Cygames)\n편곡 / 하세베 쇼(Cygames)",226,"아스트라이아 모조 버섯",bgm_M598,0:00,1:59,bgm_M598_juke
"캐릭터 송\n\n시간 / 01:34\n노래 / 아오이(하나자와 카나)\n유카리(이마이 아사미)\n쥰(카와스미 아야코)\n작사 / no_my\n작곡 / no_my\n편곡 / 아오야기 료",227,"선! 샤인 PARTY",bgm_M594,0:51,1:34,bgm_M594
"메인 퀘스트\n\n시간 / 01:18\n작곡 / 나가토 치하루(Cygames)\n편곡 / 나가토 치하루(Cygames)",228,"자, 가자! 영묘한 숲속으로",bgm_M599A,0:00,1:18,bgm_M599A_juke
