command_type,param_07,param_01,drama_id,param_05,param_02,param_06,param_04,command_id,param_08,param_03
93,"",0.2,10402,"",0,"","",1104020051,"",""
6,0,1,10402,0,1,0,1,1104020052,"",1
6,0,2,10402,0,1,0,1,1104020053,"",1
6,0,3,10402,0,1,0,1,1104020054,"",1
6,0,4,10402,0,1,0,1,1104020055,"",1
32,"",0,10402,"",0,"","",1104020056,"",""
32,"",1,10402,"",0,"","",1104020057,"",""
32,"",2,10402,"",0,"","",1104020058,"",""
32,"",3,10402,"",0,"","",1104020059,"",""
32,"",5,10402,"",0,"","",1104020060,"",""
32,"",6,10402,"",0,"","",1104020061,"",""
32,"",10,10402,"",0,"","",1104020062,"",""
32,"",20,10402,"",0,"","",1104020063,"",""
32,"",50,10402,"",0,"","",1104020064,"",""
93,"",0.3,10402,"",0,"","",1104020065,"",""
5,0,4,10501,0,1,1,0,1105010001,empty,18
5,0,105000,10501,0,2,1,0,1105010002,animation,36
31,"",105000,10501,1,10,0,0,1105010003,"",0
31,"",105001,10501,1,11,0,0,1105010004,"",0
31,"",105002,10501,1,12,0,0,1105010005,"",0
31,"",4,10501,1,13,0,0,1105010006,"",0
35,"",13,10501,1,0,1,0,1105010007,"",0
31,"",103010,10501,0.91,14,0,0,1105010008,"",0
31,"",1,10501,1,15,1,0,1105010009,"",0
31,"",2,10501,1,16,0,0,1105010010,"",0
31,"",3,10501,1,17,0,0,1105010011,"",0
31,"",5,10501,1,19,0,0,1105010012,"",0
31,"",4,10501,1,18,0,0,1105010013,"",0
35,"",18,10501,1,0,1,0,1105010014,"",0
32,"",18,10501,"",1,"","",1105010015,"",""
91,"",0,10501,"",0,"","",1105010016,"",""
32,"",19,10501,"",1,"","",1105010017,"",""
32,"",10,10501,"",1,"","",1105010018,"",""
32,"",11,10501,"",1,"","",1105010019,"",""
93,"",0.6,10501,"",0,"","",1105010020,"",""
121,"",180,10501,0,0,0,1.3,1105010021,"",1.3
3,"",1,10501,"",skate,0,"",1105010022,"",0
3,"",2,10501,"",animation,0,"",1105010023,"",0
23,"",se_caravan,10501,"",se_caravan_event_shefi_1,"","",1105010024,"",0
93,"",0.5,10501,"",0,"","",1105010025,"",""
121,"",-82,10501,1,0,3,1.3,1105010026,"",1.3
93,"",0.33,10501,"",0,"","",1105010027,"",""
23,"",se_caravan,10501,"",se_caravan_event_shefi_amb_1,"","",1105010028,"",0
93,"",0.6,10501,"",0,"","",1105010029,"",""
21,"",vo_caravan,10501,"",vo_caravan_event_008_000,"","",1105010030,"",0
93,"",0.1,10501,"",0,"","",1105010031,"",""
93,"",0.33,10501,"",0,"","",1105010032,"",""
23,"",se_caravan,10501,"",se_caravan_event_shefi_2,"","",1105010033,"",0
93,"",0.17,10501,"",0,"","",1105010034,"",""
121,"",100,10501,0.4,0,3,1.3,1105010035,"",1.3
93,"",0.34,10501,"",0,"","",1105010036,"",""
93,"",0.5,10501,"",0,"","",1105010037,"",""
121,"",-155,10501,0.53,0,3,1.3,1105010038,"",1.3
93,"",0.06,10501,"",0,"","",1105010039,"",""
93,"",0.4,10501,"",0,"","",1105010040,"",""
21,"",vo_caravan,10501,"",vo_caravan_event_008_001,"","",1105010041,"",0
93,"",0.04,10501,"",0,"","",1105010042,"",""
121,"",0,10501,0.8,0,3,1.3,1105010043,"",1.3
93,"",0.06,10501,"",0,"","",1105010044,"",""
93,"",0.4,10501,"",0,"","",1105010045,"",""
23,"",se_caravan,10501,"",se_caravan_event_shefi_amb_2,"","",1105010046,"",0
93,"",0.1,10501,"",0,"","",1105010047,"",""
121,"",0,10501,0.43,0,3,1.1,1105010048,"",1.1
32,"",12,10501,"",1,"","",1105010049,"",""
93,"",0.07,10501,"",0,"","",1105010050,"",""
23,"",se_caravan,10501,"",se_caravan_event_shefi_3,"","",1105010051,"",0
93,"",0.43,10501,"",0,"","",1105010052,"",""
23,"",se_caravan,10501,"",se_caravan_event_shefi_4,"","",1105010053,"",0
93,"",0.6,10501,"",0,"","",1105010054,"",""
23,"",se_caravan,10501,"",se_caravan_event_shefi_emote,"","",1105010055,"",0
93,"",0.3,10501,"",0,"","",1105010056,"",""
21,"",vo_caravan,10501,"",vo_caravan_event_008_002,"","",1105010057,"",0
93,"",0.6,10501,"",0,"","",1105010058,"",""
32,"",18,10501,"",0,"","",1105010059,"",""
93,"",0.7,10501,"",0,"","",1105010060,"",""
35,"",13,10501,"",1,"","",1105010061,"",""
32,"",13,10501,"",1,"","",1105010062,"",""
101,"",1105010065,10501,"",1,"","",1105010063,"",""
121,"",0,10501,0,0,0,1.1,1105010064,"",1.1
35,"",14,10501,"",1,"","",1105010065,"",""
32,"",14,10501,"",1,"","",1105010066,"",""
32,"",16,10501,"",1,"","",1105010067,"",""
35,"",18,10501,"",1,"","",1105010068,"",""
24,"",se_caravan_event_shefi_1,10501,"",0.5,"","",1105010069,"",""
24,"",se_caravan_event_shefi_2,10501,"",0.5,"","",1105010070,"",""
24,"",se_caravan_event_shefi_3,10501,"",0.5,"","",1105010071,"",""
24,"",se_caravan_event_shefi_4,10501,"",0.5,"","",1105010072,"",""
24,"",se_caravan_event_shefi_amb_1,10501,"",0.5,"","",1105010073,"",""
24,"",se_caravan_event_shefi_amb_2,10501,"",0.5,"","",1105010074,"",""
24,"",se_caravan_event_shefi_emote,10501,"",0.5,"","",1105010075,"",""
93,"",0.4,10501,"",0,"","",1105010076,"",""
92,"","",10501,"","","","",1105010077,"",""
35,"",17,10501,"",1,"","",1105010078,"",""
32,"",17,10501,"",1,"","",1105010079,"",""
93,"",0.2,10501,"",0,"","",1105010080,"",""
6,0,1,10501,0,0,0.01,0,1105010081,"",0
6,0,2,10501,0,0,0.01,0,1105010082,"",0
32,"",10,10501,"",0,"","",1105010083,"",""
32,"",11,10501,"",0,"","",1105010084,"",""
32,"",12,10501,"",0,"","",1105010085,"",""
32,"",14,10501,"",0,"","",1105010086,"",""
32,"",15,10501,"",0,"","",1105010087,"",""
32,"",16,10501,"",0,"","",1105010088,"",""
32,"",18,10501,"",0,"","",1105010089,"",""
93,"",0.3,10501,"",0,"","",1105010090,"",""
5,0,1,20101,0,1,1,0,1201010001,empty,18
5,0,2,20101,0,2,1,0,1201010002,empty,20
5,0,3,20101,0,3,1,0,1201010003,empty,26
5,0,4,20101,0,4,1,0,1201010004,empty,27
5,0,21,20101,0,21,1,0,1201010005,empty,21
5,0,22,20101,0,22,1,0,1201010006,empty,20
5,0,23,20101,0,23,1,0,1201010007,empty,19
5,0,201000,20101,0,201000,1,0,1201010008,empty,25
31,"",900001,20101,1,900001,0,0,1201010009,"",0
31,"",201000,20101,1,201000,0,0,1201010010,"",0
35,"",201000,20101,"",0,"",0,1201010011,"",""
31,"",201001,20101,1,201001,0,0,1201010012,"",0
31,"",201002,20101,1,201002,0,0,1201010013,"",0
31,"",1,20101,1,15,0,0,1201010014,"",0
31,"",2,20101,1,16,0,0,1201010015,"",0
31,"",3,20101,1,17,0,0,1201010016,"",0
91,"",0,20101,"","","","",1201010017,"",""
32,"",900001,20101,"",1,"","",1201010018,"",""
93,"",0.7,20101,"",0,"","",1201010019,"",""
32,"",201000,20101,"",1,0,"",1201010020,"",0
32,"",15,20101,"",1,0,"",1201010021,"",0
93,"",0.3,20101,"",0,"","",1201010022,"",""
23,"",se_caravan,20101,"",se_caravan_party_drama_one,"","",1201010023,"",0
3,"",1,20101,"",party,0,"",1201010024,"",0
3,"",2,20101,"",party,0,"",1201010025,"",0
3,"",3,20101,"",party,0,"",1201010026,"",0
3,"",4,20101,"",party,0,"",1201010027,"",0
3,"",21,20101,"",party,0,"",1201010028,"",0
3,"",22,20101,"",party,0,"",1201010029,"",0
3,"",23,20101,"",party,0,"",1201010030,"",0
3,"",201000,20101,"",party,0,"",1201010031,"",0
35,"",201000,20101,"",1,"","",1201010032,"",""
93,"",0.4,20101,"",0,"","",1201010033,"",""
21,"",vo_caravan,20101,"",vo_caravan_party_001,"","",1201010034,"",0
93,"",0.55,20101,"",0,"","",1201010035,"",""
23,"",se_caravan,20101,"",se_caravan_party_drama_two,"","",1201010036,"",0
93,"",1.1,20101,"",0,"","",1201010037,"",""
23,"",se_caravan,20101,"",se_caravan_party_drama_three,"","",1201010038,"",0
21,"",vo_caravan,20101,"",vo_caravan_party_002,"","",1201010039,"",0
93,"",0.45,20101,"",0,"","",1201010040,"",""
32,"",201001,20101,"",1,"","",1201010041,"",""
93,"",1.5,20101,"",0,"","",1201010042,"",""
101,"",1201010047,20101,"",1,"","",1201010043,"",""
24,"",se_caravan_party_drama_one,20101,"",0.5,"","",1201010044,"",""
24,"",se_caravan_party_drama_two,20101,"",0.5,"","",1201010045,"",""
24,"",se_caravan_party_drama_three,20101,"",0.5,"","",1201010046,"",""
35,"",201002,20101,"",1,"","",1201010047,"",""
32,"",201002,20101,"",1,"","",1201010048,"",""
35,"",900001,20101,"",1,"","",1201010049,"",""
32,"",16,20101,"",1,"","",1201010050,"",""
93,"",0.4,20101,"",0,"","",1201010051,"",""
92,"","",20101,"","","","",1201010052,"",""
35,"",17,20101,"",1,"","",1201010053,"",""
32,"",17,20101,"",1,"","",1201010054,"",""
93,"",0.2,20101,"",0,"","",1201010055,"",""
6,0,1,20101,0,0,0.01,0,1201010056,"",0
6,0,2,20101,0,0,0.01,0,1201010057,"",0
6,0,3,20101,0,0,0.01,0,1201010058,"",0
6,0,4,20101,0,0,0.01,0,1201010059,"",0
6,0,21,20101,0,0,0.01,0,1201010060,"",0
6,0,22,20101,0,0,0.01,0,1201010061,"",0
6,0,23,20101,0,0,0.01,0,1201010062,"",0
6,0,201000,20101,0,0,0.01,0,1201010063,"",0
32,"",201002,20101,"",0,"","",1201010064,"",""
32,"",15,20101,"",0,"","",1201010065,"",""
32,"",201001,20101,"",0,"","",1201010066,"",""
32,"",16,20101,"",0,"","",1201010067,"",""
32,"",201000,20101,"",0,"","",1201010068,"",""
93,"",0.3,20101,"",0,"","",1201010069,"",""
1,0,1,20201,-255,105811,1,-754,1202010001,empty,57
5,0,202000,20201,-255,202000,1,-126,1202010002,empty,58
5,1,100,20201,-210,100,0.43,-1000,1202010003,idle,56
5,1,110,20201,-210,110,0.43,-1000,1202010004,idle,55
5,0,1000,20201,-183,1000,0.55,283,1202010005,empty,52
5,0,1001,20201,-239,1001,0.55,450,1202010006,empty,53
31,"",202000,20201,1,0,0,0,1202010007,"",0
31,"",202004,20201,1,202004,0,0,1202010008,"",0
31,"",900001,20201,1,1,0,0,1202010009,"",0
31,"",3,20201,1,3,0,0,1202010010,"",0
35,"",3,20201,"",0,"","",1202010011,"",""
32,"",3,20201,"",1,"","",1202010012,"",""
31,"",6,20201,1,4,0,0,1202010013,"",0
31,"",202006,20201,1,202006,0,0,1202010014,"",0
31,"",202001,20201,1,202001,0,0,1202010015,"",0
31,"",202002,20201,1,2020021,0,167,1202010016,"",203
31,"",202002,20201,1,2020022,0,81,1202010017,"",370
31,"",202003,20201,1,202003,0,-25,1202010018,"",-186
31,"",900004,20201,1,6,0,-210,1202010019,"",-372
31,"",202005,20201,1,202005,0,-215,1202010020,"",340
91,"",0,20201,"",0,"","",1202010021,"",""
32,"",1,20201,"",1,"","",1202010022,"",""
93,"",0.7,20201,"",0,"","",1202010023,"",""
32,"",0,20201,"",1,"","",1202010024,"",""
32,"",202004,20201,"",1,"","",1202010025,"",""
3,"",1000,20201,"",idle,0,"",1202010026,"",1
3,"",1001,20201,"",idle,0,"",1202010027,"",1
23,"",se_caravan,20201,"",se_caravan_chikamiti_drama_first,"","",1202010028,"",0
3,0,100,20201,1,run_stop_short,0,idle,1202010029,"",0
3,0,110,20201,1,run_stop_short,0,idle,1202010030,"",0
2,"",100,20201,"",-372,"",1.5,1202010031,"",-210
2,"",110,20201,"",-372,"",1.5,1202010032,"",-210
3,"",105811,20201,"",shortcut_run,0,"",1202010033,"",1
2,"",105811,20201,"",-126,"",1.5,1202010034,"",-255
93,"",0.2,20201,"",0,"","",1202010035,"",""
21,"",vo_caravan,20201,"",vo_caravan_chikamichi_001,"","",1202010036,"",0
3,0.1,1000,20201,1,awake,0.2,idle,1202010037,"",0
3,0.1,1001,20201,1,awake,0.2,idle,1202010038,"",0
93,"",0.5,20201,"",0,"","",1202010039,"",""
32,"",202001,20201,"",1,"","",1202010040,"",""
32,"",2020021,20201,"",1,"","",1202010041,"",""
32,"",2020022,20201,"",1,"","",1202010042,"",""
93,"",0.8,20201,"",0,"","",1202010043,"",""
3,"",105811,20201,1,shortcut_surprise_in,0.2,shortcut_surprise_loop,1202010044,"",0
93,"",1,20201,"",0,"","",1202010045,"",""
32,"",3,20201,"",0,"","",1202010046,"",""
101,"",1202010065,20201,"","","","",1202010047,"",""
101,"",1202010049,20201,"","","","",1202010048,"",""
35,"",3,20201,"",1,"","",1202010049,"",""
93,"",0.2,20201,"",0,"","",1202010050,"",""
32,"",202001,20201,"",0,"","",1202010051,"",""
32,"",2020021,20201,"",0,"","",1202010052,"",""
32,"",2020022,20201,"",0,"","",1202010053,"",""
24,"",se_caravan_chikamiti_drama_first,20201,"",0.5,"","",1202010054,"",""
3,"",100,20201,"",idle,"","",1202010055,"",1
3,"",110,20201,"",idle,"","",1202010056,"",1
2,"",100,20201,"",-372,"",0,1202010057,"",-210
2,"",110,20201,"",-372,"",0,1202010058,"",-210
3,"",105811,20201,"",shortcut_surprise_loop,0.2,"",1202010059,"",1
2,"",105811,20201,"",-126,"",0,1202010060,"",-255
3,"",1000,20201,"",idle,0.2,"",1202010061,"",1
3,"",1001,20201,"",idle,0.2,"",1202010062,"",1
32,"",2020021,20201,"",0,"","",1202010063,"",""
32,"",2020022,20201,"",0,"","",1202010064,"",""
32,"",202006,20201,"",1,"","",1202010065,"",""
93,"",100,20201,"",0,"","",1202010066,"",""
101,"",1202010066,20201,"","","","",1202010067,"",""
101,"",1202010069,20201,"","","","",1202010068,"",""
32,"",202006,20201,"",0,"","",1202010069,"",""
32,"",2020021,20201,"",0,"","",1202010070,"",""
32,"",2020022,20201,"",0,"","",1202010071,"",""
93,"",0.2,20201,"",0,"","",1202010072,"",""
21,"",vo_caravan,20201,"",vo_caravan_chikamichi_002,"","",1202010073,"",0
23,"",se_caravan,20201,"",se_caravan_chikamiti_drama_second_one,"","",1202010074,"",0
3,0.2,105811,20201,1,shortcut_throw,0.1,shortcut_throw_loop,1202010075,"",0
3,"",202000,20201,"",shortcut_throw,"","",1202010076,"",0
93,"",1.2,20201,"",0,"","",1202010077,"",""
23,"",se_caravan,20201,"",se_caravan_chikamiti_drama_second_two,"","",1202010078,"",0
3,0.1,1000,20201,1,joy,0.1,idle,1202010079,"",0
3,0.1,1001,20201,1,joy,0.1,idle,1202010080,"",0
32,"",202005,20201,"",1,"","",1202010081,"",""
93,"",0.5,20201,"",0,"","",1202010082,"",""
3,0.1,105811,20201,1,shortcut_relief,0.1,shortcut_relief_loop,1202010083,"",0
93,"",1.4,20201,"",0,"","",1202010084,"",""
3,0.1,1000,20201,1,move_pass,0.1,move_pass_loop,1202010085,"",0
3,0.1,1001,20201,1,move_pass,0.1,move_pass_loop,1202010086,"",0
93,"",0.1,20201,"",0,"","",1202010087,"",""
23,"",se_caravan,20201,"",se_caravan_chikamiti_drama_second_three,"","",1202010088,"",0
93,"",0.3,20201,"",0,"","",1202010089,"",""
3,"",105811,20201,"",shortcut_run,0.2,"",1202010090,"",1
2,"",105811,20201,0,1746,"",3.4,1202010091,"",-255
32,"",202003,20201,"",1,"","",1202010092,"",""
33,"",202003,20201,0,1686,"",3.4,1202010093,"",-25
3,"",100,20201,"",run,0.2,"",1202010094,"",1
3,"",110,20201,"",run,0.2,"",1202010095,"",1
32,"",6,20201,"",1,"","",1202010096,"",""
2,"",100,20201,0,1500,"",3.4,1202010097,"",-210
2,"",110,20201,0,1500,"",3.4,1202010098,"",-210
33,"",6,20201,0,1500,"",3.4,1202010099,"",-210
93,"",0.6,20201,"",0,"","",1202010100,"",""
101,"",1202010102,20201,"","","","",1202010101,"",""
32,"",4,20201,"",1,"","",1202010102,"",""
93,"",0.7,20201,"",0,"","",1202010103,"",""
6,0,100,20201,0,1,0,1,1202010104,"",1
6,0,110,20201,0,1,0,1,1202010105,"",1
32,"",0,20201,"",0,"","",1202010106,"",""
32,"",202004,20201,"",0,"","",1202010107,"",""
32,"",6,20201,"",0,"","",1202010108,"",""
32,"",202001,20201,"",0,"","",1202010109,"",""
32,"",2020021,20201,"",0,"","",1202010110,"",""
32,"",2020022,20201,"",0,"","",1202010111,"",""
32,"",202006,20201,"",0,"","",1202010112,"",""
32,"",2020021,20201,"",0,"","",1202010113,"",""
32,"",2020022,20201,"",0,"","",1202010114,"",""
32,"",202003,20201,"",0,"","",1202010115,"",""
32,"",202005,20201,"",0,"","",1202010116,"",""
6,0,105811,20201,0,1,0,1,1202010117,"",1
6,0,202000,20201,0,1,0,1,1202010118,"",1
6,0,1000,20201,0,1,0,1,1202010119,"",1
6,0,1001,20201,0,1,0,1,1202010120,"",1
24,"",se_caravan_chikamiti_drama_second_one,20201,"",0.5,"","",1202010121,"",""
24,"",se_caravan_chikamiti_drama_second_two,20201,"",0.5,"","",1202010122,"",""
24,"",se_caravan_chikamiti_drama_second_three,20201,"",0.5,"","",1202010123,"",""
93,"",1,20201,"",0,"","",1202010124,"",""
1,0,1,20202,-255,105811,1,-126,1202020001,empty,57
5,0,202000,20202,-255,202000,1,-126,1202020002,empty,58
5,1,100,20202,-210,100,0.43,-1085,1202020003,idle,56
5,1,110,20202,-210,110,0.43,-1085,1202020004,idle,55
5,0,1000,20202,-183,1000,0.55,283,1202020005,empty,52
5,0,1001,20202,-239,1001,0.55,450,1202020006,empty,53
31,"",202000,20202,1,0,0,0,1202020007,"",0
31,"",202004,20202,1,202004,0,0,1202020008,"",0
31,"",3,20202,1,3,0,0,1202020009,"",0
31,"",6,20202,1,4,0,0,1202020010,"",0
31,"",202003,20202,1,202003,0,-25,1202020011,"",-186
31,"",900004,20202,1,6,0,-210,1202020012,"",-372
31,"",202005,20202,1,202005,0,-215,1202020013,"",340
91,"",0,20202,"",0,"","",1202020014,"",""
32,"",3,20202,"",1,"","",1202020015,"",""
93,"",0.2,20202,"",0,"","",1202020016,"",""
32,"",0,20202,"",1,"","",1202020017,"",""
32,"",202004,20202,"",1,"","",1202020018,"",""
3,"",100,20202,"",idle,"","",1202020019,"",1
3,"",110,20202,"",idle,"","",1202020020,"",1
2,"",100,20202,"",-372,"",0,1202020021,"",-210
2,"",110,20202,"",-372,"",0,1202020022,"",-210
3,"",105811,20202,"",shortcut_surprise_loop,"","",1202020023,"",1
2,"",105811,20202,"",-126,"",0,1202020024,"",-255
3,"",1000,20202,"",idle,0.2,"",1202020025,"",1
3,"",1001,20202,"",idle,0.2,"",1202020026,"",1
93,"",0.2,20202,"",0,"","",1202020027,"",""
21,"",vo_caravan,20202,"",vo_caravan_chikamichi_002,"","",1202020028,"",0
23,"",se_caravan,20202,"",se_caravan_chikamiti_drama_second_one,"","",1202020029,"",0
3,0.2,105811,20202,1,shortcut_throw,0.1,shortcut_throw_loop,1202020030,"",0
3,"",202000,20202,"",shortcut_throw,"","",1202020031,"",0
93,"",1.2,20202,"",0,"","",1202020032,"",""
23,"",se_caravan,20202,"",se_caravan_chikamiti_drama_second_two,"","",1202020033,"",0
3,0.1,1000,20202,1,joy,0.1,idle,1202020034,"",0
3,0.1,1001,20202,1,joy,0.1,idle,1202020035,"",0
32,"",202005,20202,"",1,"","",1202020036,"",""
93,"",0.5,20202,"",0,"","",1202020037,"",""
3,0.1,105811,20202,1,shortcut_relief,0.1,shortcut_relief_loop,1202020038,"",0
93,"",1.4,20202,"",0,"","",1202020039,"",""
3,0.1,1000,20202,1,move_pass,0.1,move_pass_loop,1202020040,"",0
3,0.1,1001,20202,1,move_pass,0.1,move_pass_loop,1202020041,"",0
93,"",0.1,20202,"",0,"","",1202020042,"",""
23,"",se_caravan,20202,"",se_caravan_chikamiti_drama_second_three,"","",1202020043,"",0
93,"",0.3,20202,"",0,"","",1202020044,"",""
3,"",105811,20202,"",shortcut_run,0.2,"",1202020045,"",1
2,"",105811,20202,0,1746,"",3.4,1202020046,"",-255
32,"",202003,20202,"",1,"","",1202020047,"",""
33,"",202003,20202,0,1686,"",3.4,1202020048,"",-25
3,"",100,20202,"",run,0.2,"",1202020049,"",1
3,"",110,20202,"",run,0.2,"",1202020050,"",1
32,"",6,20202,"",1,"","",1202020051,"",""
2,"",100,20202,0,1500,"",3.4,1202020052,"",-210
2,"",110,20202,0,1500,"",3.4,1202020053,"",-210
33,"",6,20202,0,1500,"",3.4,1202020054,"",-210
93,"",0.6,20202,"",0,"","",1202020055,"",""
101,"",1202020057,20202,"","","","",1202020056,"",""
32,"",4,20202,"",1,"","",1202020057,"",""
93,"",0.7,20202,"",0,"","",1202020058,"",""
6,0,100,20202,0,1,0,1,1202020059,"",1
6,0,110,20202,0,1,0,1,1202020060,"",1
32,"",0,20202,"",0,"","",1202020061,"",""
32,"",202004,20202,"",0,"","",1202020062,"",""
32,"",6,20202,"",0,"","",1202020063,"",""
32,"",202003,20202,"",0,"","",1202020064,"",""
32,"",202005,20202,"",0,"","",1202020065,"",""
6,0,105811,20202,0,1,0,1,1202020066,"",1
6,0,202000,20202,0,1,0,1,1202020067,"",1
6,0,1000,20202,0,1,0,1,1202020068,"",1
6,0,1001,20202,0,1,0,1,1202020069,"",1
24,"",se_caravan_chikamiti_drama_second_one,20202,"",0.5,"","",1202020070,"",""
24,"",se_caravan_chikamiti_drama_second_two,20202,"",0.5,"","",1202020071,"",""
24,"",se_caravan_chikamiti_drama_second_three,20202,"",0.5,"","",1202020072,"",""
93,"",1,20202,"",0,"","",1202020073,"",""
1,0,1,90001,-34,105811,1,0,1900010001,empty,62
1,0,1,90001,-34,105911,1,0,1900010002,empty,66
1,0,1,90001,-34,106011,1,0,1900010003,empty,64
1,0,1,90001,-34,106411,1,0,1900010004,empty,64
1,0,1,90001,-34,118511,1,0,1900010005,empty,52
5,1,100,90001,-266,100,0.4,-1085,1900010006,idle,58
5,1,110,90001,-266,110,0.4,-1085,1900010007,idle,56
31,"",900000,90001,1,0,0,0,1900010008,"",0
31,"",900001,90001,1,1,0,0,1900010009,"",0
31,"",900003,90001,1,3,0,0,1900010010,"",0
31,"",900004,90001,1,4,0,-266,1900010011,"",-1085
31,"",900005,90001,1,5,0,0,1900010012,"",0
31,"",900009,90001,1,9,0,-34,1900010013,"",0
91,"",0,90001,"",0,"","",1900010014,"",""
32,"",1,90001,"",1,"","",1900010015,"",""
93,"",0.7,90001,"",0,"","",1900010016,"",""
32,"",0,90001,"",1,"","",1900010017,"",""
32,"",9,90001,"",1,"","",1900010018,"",""
3,"",118511,90001,"",checkpoint_karin_idle,0,"",1900010019,"",1
29,1,1,90001,10,0,0,0,1900010020,"",0.5
23,"",se_caravan,90001,"",se_caravan_goal_amb,"","",1900010021,"",0
93,"",0.9,90001,"",0,"","",1900010022,"",""
23,"",se_caravan,90001,"",se_caravan_goal_onigiri,"","",1900010023,"",0
93,"",0.5,90001,"",0,"","",1900010024,"",""
3,0,100,90001,1,run_checkpoint,0,idle,1900010025,"",0
3,0,110,90001,1,run_checkpoint,0,idle,1900010026,"",0
32,"",4,90001,"",1,"","",1900010027,"",""
2,"",100,90001,11,67,"",2.5,1900010028,"",-276
2,"",110,90001,11,67,"",2.5,1900010029,"",-276
33,"",4,90001,11,67,"",2.5,1900010030,"",-276
93,"",2,90001,"",0,"","",1900010031,"",""
23,"",se_caravan,90001,"",se_caravan_goal_chara_appear,"","",1900010032,"",0
3,0,105811,90001,1,checkpoint_peko_in,0,checkpoint_peko_loop,1900010033,"",0
3,0,105911,90001,1,checkpoint_kokkoro_in,0,checkpoint_kokkoro_loop,1900010034,"",0
3,0,106011,90001,1,checkpoint_kyaru_in,0,checkpoint_kyaru_loop,1900010035,"",0
3,0,106411,90001,1,checkpoint_shefy_in,0,checkpoint_shefy_loop,1900010036,"",0
140,"",6,90001,"",0,"","",1900010037,"",0
93,"",1.6,90001,"",0,"","",1900010038,"",""
32,"",5,90001,"",1,"","",1900010039,"",""
3,"",118511,90001,"",checkpoint_karin_clap,0.2,"",1900010040,"",1
93,"",3,90001,"",0,"","",1900010041,"",""
29,"",0,90001,"",0,"","",1900010042,"",0.5
113,"",1,90001,"","","","",1900010043,"",""
93,"",0.3,90001,"",0,"","",1900010044,"",""
32,"",3,90001,"",1,"","",1900010045,"",""
93,"",0.2,90001,"",0,"","",1900010046,"",""
6,0,100,90001,0,1,0,1,1900010047,"",1
6,0,110,90001,0,1,0,1,1900010048,"",1
32,"",0,90001,"",0,"","",1900010049,"",""
32,"",5,90001,"",0,"","",1900010050,"",""
32,"",9,90001,"",0,"","",1900010051,"",""
6,0,105811,90001,0,1,0,1,1900010052,"",1
6,0,105911,90001,0,1,0,1,1900010053,"",1
6,0,106011,90001,0,1,0,1,1900010054,"",1
6,0,106411,90001,0,1,0,1,1900010055,"",1
6,0,118511,90001,0,1,0,1,1900010056,"",1
93,"",0.1,90001,"",0,"","",1900010057,"",""
1,0,1,90002,-34,105811,1,0,1900020001,empty,62
1,0,1,90002,-34,105911,1,0,1900020002,empty,66
1,0,1,90002,-34,106011,1,0,1900020003,empty,64
1,0,1,90002,-34,106411,1,0,1900020004,empty,64
1,0,1,90002,-34,118511,1,0,1900020005,empty,52
5,0,900000,90002,-34,900,1,0,1900020006,empty,54
5,1,100,90002,-266,100,0.4,-1085,1900020007,idle,58
5,1,110,90002,-266,110,0.4,-1085,1900020008,idle,56
31,"",900000,90002,1,0,0,0,1900020009,"",0
31,"",900001,90002,1,1,0,0,1900020010,"",0
31,"",900002,90002,1,2,0,0,1900020011,"",0
31,"",900003,90002,1,3,0,0,1900020012,"",0
31,"",900004,90002,1,4,0,-266,1900020013,"",-1085
31,"",900005,90002,1,5,0,0,1900020014,"",0
31,"",900006,90002,1,6,0,0,1900020015,"",0
31,"",900008,90002,1,8,0,0,1900020016,"",0
31,"",900009,90002,1,9,0,-34,1900020017,"",0
91,"",0,90002,"",0,"","",1900020018,"",""
32,"",1,90002,"",1,"","",1900020019,"",""
93,"",0.7,90002,"",0,"","",1900020020,"",""
32,"",0,90002,"",1,"","",1900020021,"",""
32,"",9,90002,"",1,"","",1900020022,"",""
3,"",118511,90002,"",checkpoint_karin_idle,0,"",1900020023,"",1
29,1,1,90002,10,0,0,0,1900020024,"",0.5
23,"",se_caravan,90002,"",se_caravan_goal_amb,"","",1900020025,"",0
93,"",0.9,90002,"",0,"","",1900020026,"",""
23,"",se_caravan,90002,"",se_caravan_goal_onigiri,"","",1900020027,"",0
93,"",0.5,90002,"",0,"","",1900020028,"",""
3,0,100,90002,1,run_checkpoint,0,idle,1900020029,"",0
3,0,110,90002,1,run_checkpoint,0,idle,1900020030,"",0
32,"",4,90002,"",1,"","",1900020031,"",""
2,"",100,90002,11,67,"",2.5,1900020032,"",-266
2,"",110,90002,11,67,"",2.5,1900020033,"",-266
33,"",4,90002,11,67,"",2.5,1900020034,"",-266
93,"",2,90002,"",0,"","",1900020035,"",""
23,"",se_caravan,90002,"",se_caravan_goal_chara_appear,"","",1900020036,"",0
3,0,105811,90002,1,checkpoint_peko_in,0,checkpoint_peko_loop,1900020037,"",0
3,0,105911,90002,1,checkpoint_kokkoro_in,0,checkpoint_kokkoro_loop,1900020038,"",0
3,0,106011,90002,1,checkpoint_kyaru_in,0,checkpoint_kyaru_loop,1900020039,"",0
3,0,106411,90002,1,checkpoint_shefy_in,0,checkpoint_shefy_loop,1900020040,"",0
140,"",6,90002,"",0,"","",1900020041,"",0
93,"",1.6,90002,"",0,"","",1900020042,"",""
32,"",5,90002,"",1,"","",1900020043,"",""
