param_02,param_01,command_type,param_04,param_05,drama_id,param_07,command_id,param_08,param_03,param_06
vo_lsv_0321,vo_lsv,21,0,"",1009803,"",1009803047,"",0,""
"크레이프, 맛있었지~\n미미, 너무 많이 먹은 것 같아…\n에헤헤♪",102011,11,1,1,1009803,0,1009803048,0,10,0
"",0,91,"","",1009803,"",1009803049,"","",""
lsv_idle_memory,102011,3,"","",1009803,"",1009803050,"",1,0.2
lsv_talk_normal,100411,3,"","",1009803,"",1009803051,"",1,0.2
vo_lsv_0322,vo_lsv,21,0,"",1009803,"",1009803052,"",0,""
"평범하게 맛있었어!\n정말로, 평범하게!\n…아, 좋은 의미로 말한 거다?",100411,11,1,1,1009803,0,1009803053,0,10,0
"",0,91,"","",1009803,"",1009803054,"","",""
lsv_idle_normal_joyR,100411,3,"","",1009803,"",1009803055,"",1,0.2
lsv_idle_normal,102011,3,"","",1009803,"",1009803056,"",1,0.2
lsv_talk_sad,103611,3,"","",1009803,"",1009803057,"",1,0.2
vo_lsv_0323,vo_lsv,21,0,"",1009803,"",1009803058,"",0,""
"깊게 묻지는 않을게…\n그건 그렇고, 도서관에서는\n아무것도 알아내지 못했네.",103611,11,1,1,1009803,0,1009803059,0,10,0
"",0,91,"","",1009803,"",1009803060,"","",""
lsv_idle_sad,103611,3,"","",1009803,"",1009803061,"",1,0.2
lsv_talk_cool_normal2_loop,100411,3,"","",1009803,"",1009803062,"",1,0.2
vo_lsv_0324,vo_lsv,21,0,"",1009803,"",1009803063,"",0,""
"뭐, 그만큼 책이 있으면\n뮤뮤에 대해 알 수 있는\n책도 언젠가 찾을 수 있을 거야!",100411,11,1,1,1009803,0,1009803064,0,10,0
"",0,91,"","",1009803,"",1009803065,"","",""
lsv_idle_cool,100411,3,"","",1009803,"",1009803066,"",1,0.2
lsv_talk_joy3_dere,103611,3,"","",1009803,"",1009803067,"",1,0.2
vo_lsv_0325,vo_lsv,21,0,"",1009803,"",1009803068,"",0,""
"…응, 그러네.\n또 다 함께 가보자.",103611,11,1,1,1009803,0,1009803069,0,10,0
"",0,91,"","",1009803,"",1009803070,"","",""
lsv_idle_normal,103611,3,"","",1009803,"",1009803071,"",1,0.2
lsv_look_talk_normal,102011,3,"","",1009803,"",1009803072,"",1,0.2
vo_lsv_0326,vo_lsv,21,0,"",1009803,"",1009803073,"",0,""
"아, 그러고 보니…\n오빠, 도서관에서 책을\n빌렸지? 어떤 책이야?",102011,11,1,1,1009803,0,1009803074,0,10,0
"",0,91,"","",1009803,"",1009803075,"","",""
lsv_choice,100411,3,lsv_look_idle_normal,1,1009803,0.2,1009803076,"",0,0
lsv_choice,103611,3,lsv_look_idle_normal,1,1009803,0.2,1009803077,"",0,0
lsv_choice,102011,3,lsv_look_idle_normal,1,1009803,0.2,1009803078,"",0,0
0,0.1,93,"","",1009803,"",1009803079,"","",""
-420,100411,2,0.33,2,1009803,0.2,1009803080,"",-220,""
452,103611,2,0.33,2,1009803,0.2,1009803081,"",-235,""
-545,102011,2,0.33,2,1009803,0.2,1009803082,"",-250,""
0,0,22,"","",1009803,"",1009803083,"",1,0.2
1009803087,"만화책",103,"","",1009803,"",1009803084,"",0,""
1009803111,"그림책",103,"","",1009803,"",1009803085,"",0,""
1009803135,"소설",103,"","",1009803,"",1009803086,"",0,""
lsv_choice,100411,3,lsv_idle_normal,1,1009803,0.2,1009803087,"",0,0
lsv_choice,103611,3,lsv_idle_normal,1,1009803,0.2,1009803088,"",0,0
lsv_choice,102011,3,lsv_idle_normal,1,1009803,0.2,1009803089,"",0,0
0,0.1,93,"","",1009803,"",1009803090,"","",""
-100,100411,2,0.33,2,1009803,0.2,1009803091,"",-220,""
200,103611,2,0.33,2,1009803,0.2,1009803092,"",-235,""
-270,102011,2,0.33,2,1009803,0.2,1009803093,"",-250,""
0,0.7,93,"","",1009803,"",1009803094,"","",""
lsv_surprise3_kira,100411,3,lsv_surprise3_kira_loop,1,1009803,0.2,1009803095,"",0,0
vo_lsv_0327,vo_lsv,21,0,"",1009803,"",1009803096,"",0,""
"엇, 만화책 있었어!?\n미소기도 읽고 싶어~!\n오빠, 같이 읽자!",100411,11,1,1,1009803,0,1009803097,0,10,0
"",0,91,"","",1009803,"",1009803098,"","",""
lsv_idle_joy_dere,100411,3,"","",1009803,"",1009803099,"",1,0.2
lsv_talk_guts2_joy2,102011,3,lsv_talk_guts2_joy2_loop,1,1009803,0.2,1009803100,"",0,0
vo_lsv_0328,vo_lsv,21,0,"",1009803,"",1009803101,"",0,""
"미미도 읽고 싶어~!",102011,11,1,1,1009803,0,1009803102,0,10,0
"",0,91,"","",1009803,"",1009803103,"","",""
lsv_idle_guts2_joy2,102011,3,"","",1009803,"",1009803104,"",1,0.2
lsv_talk_joy3_shy,103611,3,"","",1009803,"",1009803105,"",1,0.2
vo_lsv_0329,vo_lsv,21,0,"",1009803,"",1009803106,"",0,""
"정말, 다들 하나같이…\n……저기, 저도 될까요?",103611,11,1,1,1009803,0,1009803107,0,10,0
"",0,91,"","",1009803,"",1009803108,"","",""
lsv_idle_joy_shy,103611,3,"","",1009803,"",1009803109,"",1,0.2
"",1009803161,101,"","",1009803,"",1009803110,"","",""
lsv_choice,100411,3,lsv_idle_normal,1,1009803,0.2,1009803111,"",0,0
lsv_choice,103611,3,lsv_idle_normal,1,1009803,0.2,1009803112,"",0,0
lsv_choice,102011,3,lsv_idle_normal,1,1009803,0.2,1009803113,"",0,0
0,0.1,93,"","",1009803,"",1009803114,"","",""
-100,100411,2,0.33,2,1009803,0.2,1009803115,"",-220,""
200,103611,2,0.33,2,1009803,0.2,1009803116,"",-235,""
-270,102011,2,0.33,2,1009803,0.2,1009803117,"",-250,""
0,0.7,93,"","",1009803,"",1009803118,"","",""
lsv_talk_joy3_blink,102011,3,"","",1009803,"",1009803119,"",1,0.2
vo_lsv_0330,vo_lsv,21,0,"",1009803,"",1009803120,"",0,""
"와앗, 그림책?\n미미도 읽은 적 있는\n이야기일까~?",102011,11,1,1,1009803,0,1009803121,0,10,0
"",0,91,"","",1009803,"",1009803122,"","",""
lsv_idle_normal_joyR,102011,3,"","",1009803,"",1009803123,"",1,0.2
lsv_talk_doya,103611,3,lsv_talk_doya_loop,1,1009803,0.2,1009803124,"",0,0
vo_lsv_0331,vo_lsv,21,0,"",1009803,"",1009803125,"",0,""
"그림책에는 교훈이 되는\n이야기가 많으니까요.\n분명 좋은 공부가 될 거예요.",103611,11,1,1,1009803,0,1009803126,0,10,0
"",0,91,"","",1009803,"",1009803127,"","",""
lsv_idle_doya,103611,3,"","",1009803,"",1009803128,"",1,0.2
lsv_talk_guts2,100411,3,lsv_talk_guts2_loop,1,1009803,0.2,1009803129,"",0,0
vo_lsv_0332,vo_lsv,21,0,"",1009803,"",1009803130,"",0,""
"모처럼이니, 뮤뮤에게\n읽어서 들려주자!\n누가 가장 잘하는지 경쟁이다~!",100411,11,1,1,1009803,0,1009803131,0,10,0
"",0,91,"","",1009803,"",1009803132,"","",""
lsv_idle_normal,100411,3,"","",1009803,"",1009803133,"",1,0.2
"",1009803161,101,"","",1009803,"",1009803134,"","",""
lsv_choice,100411,3,lsv_idle_normal_worry,1,1009803,0.2,1009803135,"",0,0
lsv_choice,103611,3,lsv_idle_normal,1,1009803,0.2,1009803136,"",0,0
lsv_choice,102011,3,lsv_idle_normal_joyR,1,1009803,0.2,1009803137,"",0,0
0,0.1,93,"","",1009803,"",1009803138,"","",""
-100,100411,2,0.33,2,1009803,0.2,1009803139,"",-220,""
200,103611,2,0.33,2,1009803,0.2,1009803140,"",-235,""
-270,102011,2,0.33,2,1009803,0.2,1009803141,"",-250,""
0,0.7,93,"","",1009803,"",1009803142,"","",""
lsv_talk_doya,103611,3,lsv_talk_doya_loop,1,1009803,0.2,1009803143,"",0,0
vo_lsv_0333,vo_lsv,21,0,"",1009803,"",1009803144,"",0,""
"모처럼의 도서관이니까요.\n자신의 지식이 되는 책을 빌리는\n건 매우 좋다고 생각해요.",103611,11,1,1,1009803,0,1009803145,0,10,0
"",0,91,"","",1009803,"",1009803146,"","",""
lsv_idle_surprise,103611,3,"","",1009803,"",1009803147,"",1,0.2
lsv_idle_surprise,102011,3,"","",1009803,"",1009803148,"",1,0.2
lsv_talk_tsun_guru,100411,3,"","",1009803,"",1009803149,"",1,0.2
vo_lsv_0334,vo_lsv,21,0,"",1009803,"",1009803150,"",0,""
"소설…\n글자, 글자투성이인 책…!\n우으으… 으~음… 털썩.",100411,11,1,1,1009803,0,1009803151,0,10,0
"",0,91,"","",1009803,"",1009803152,"","",""
lsv_gaku,100411,3,lsv_gaku_loop,1,1009803,0.2,1009803153,"",0,0.2
lsv_idle_bitter_sad,103611,3,"","",1009803,"",1009803154,"",1,0.2
lsv_talk_surprise2,102011,3,"","",1009803,"",1009803155,"",1,0.2
vo_lsv_0335,vo_lsv,21,0,"",1009803,"",1009803156,"",0,""
"미, 미소기~!\n정신 차려~!",102011,11,1,1,1009803,0,1009803157,0,10,0
"",0,91,"","",1009803,"",1009803158,"","",""
lsv_idle_sad,102011,3,"","",1009803,"",1009803159,"",1,0.2
"",1009803161,101,"","",1009803,"",1009803160,"","",""
"",0,91,"","",1009803,"",1009803161,"","",""
"","",102,"","",1009803,"",1009803162,"","",""
0.2,0,22,"","",1009803,"",1009803163,"","",""
"",0.2,93,"","",1009803,"",1009803164,"","",""
1,103611,12,0,0,1009803,0,1009803165,0,1,0
lsv_talk_tsun_shy,103611,3,"","",1009803,"",1009803166,"",1,0.2
0,3,93,"","",1009803,"",1009803167,"","",""
lsv_idle_normal_bitter,103611,3,"","",1009803,"",1009803168,"",1,0.2
4,100411,12,0,0,1009803,0,1009803169,0,1,0
lsv_surprise3_surprise,100411,3,lsv_surprise3_surprise_loop,1,1009803,0.2,1009803170,"",0,0
0,3,93,"","",1009803,"",1009803171,"","",""
lsv_idle_sad_normal,100411,3,"","",1009803,"",1009803172,"",1,0.2
10,102011,12,0,0,1009803,0,1009803173,0,1,0
lsv_talk_joy3_blink,102011,3,"","",1009803,"",1009803174,"",1,0.2
0,3,93,"","",1009803,"",1009803175,"","",""
lsv_idle_joy,102011,3,"","",1009803,"",1009803176,"",1,0.2
"",1009803165,101,"","",1009803,"",1009803177,"","",""
1,333,6,1,0,1009803,0,1009803178,"",1,1
1,100411,4,"","",1009803,"",1009803179,"","",""
lsv_run,100411,3,"","",1009803,"",1009803180,"",1,0.2
-750,100411,2,0.8,0,1009803,"",1009803181,"",-220,""
0,103611,4,"","",1009803,"",1009803182,"","",""
lsv_run,103611,3,"","",1009803,"",1009803183,"",1,0.2
750,103611,2,0.8,0,1009803,"",1009803184,"",-235,""
1,102011,4,"","",1009803,"",1009803185,"","",""
lsv_run,102011,3,"","",1009803,"",1009803186,"",1,0.2
-850,102011,2,0.8,0,1009803,"",1009803187,"",-250,""
"",0.6,93,"","",1009803,"",1009803188,"","",""
1,100411,6,1,0,1009803,0,1009803189,"",1,0.2
1,103611,6,1,0,1009803,0,1009803190,"",1,0.2
1,102011,6,1,0,1009803,0,1009803191,"",1,0.2
"",0,91,"","",1009803,"",1009803192,"","",""
102011,1,1,-200,-495,1009804,0,1009804001,lsv_idle_normal,102,1.95
103611,1,1,100,-480,1009804,1,1009804002,lsv_idle_normal,100,1.95
100411,1,1,270,-510,1009804,1,1009804003,lsv_idle_normal,101,1.95
333,1,5,0,0,1009804,0,1009804004,lsv_white_loop,0,1
1,333,6,1,0,1009804,0,1009804005,"",1,0
1,102011,6,1,0,1009804,0,1009804006,"",1,0
1,103611,6,1,0,1009804,0,1009804007,"",1,0
1,100411,6,1,0,1009804,0,1009804008,"",1,0
0,1,93,"","",1009804,"",1009804009,"","",""
1,333,6,1,0.4,1009804,0,1009804010,"",1,0.8
lsv_jump2,102011,3,lsv_idle_normal,1,1009804,0.2,1009804011,"",0,0.2
lsv_jump2,103611,3,lsv_idle_normal,1,1009804,0.2,1009804012,"",0,0.2
lsv_jump2,100411,3,lsv_idle_normal,1,1009804,0.2,1009804013,"",0,0.2
"",0.3,93,"","",1009804,"",1009804014,"","",""
-200,102011,2,0.75,0,1009804,"",1009804015,"",-235,""
100,103611,2,0.75,0,1009804,"",1009804016,"",-220,""
270,100411,2,0.75,0,1009804,"",1009804017,"",-250,""
1,102011,6,1,1,1009804,0,1009804018,"",1,0.4
1,103611,6,1,1,1009804,0,1009804019,"",1,0.4
1,100411,6,1,1,1009804,0,1009804020,"",1,0.4
6,102011,12,0,"",1009804,0,1009804021,"",0.2,0
6,103611,12,0,"",1009804,0,1009804022,"",0.2,0
6,100411,12,0,"",1009804,0,1009804023,"",0.2,0
0,1.2,93,"","",1009804,"",1009804024,"","",""
lsv_talk_cool_normal2,100411,3,lsv_talk_cool_normal2_loop,1,1009804,0.2,1009804025,"",0,0
vo_lsv_0421,vo_lsv,21,0,"",1009804,"",1009804026,"",0,""
"오늘 숙제는 즐거웠다~\n공부도 이런 느낌인 것들만 있으면\n좋았을 텐데.",100411,11,1,1,1009804,0,1009804027,0,10,0
"",0,91,"","",1009804,"",1009804028,"","",""
lsv_idle_cool,100411,3,"","",1009804,"",1009804029,"",1,0.2
lsv_talk_wish_joy,102011,3,"","",1009804,"",1009804030,"",1,0.2
vo_lsv_0422,vo_lsv,21,0,"",1009804,"",1009804031,"",0,""
"미소기의 저금통,\n멋있었지~♪",102011,11,1,1,1009804,0,1009804032,0,10,0
"",0,91,"","",1009804,"",1009804033,"","",""
lsv_idle_wish_joy,102011,3,"","",1009804,"",1009804034,"",1,0.2
lsv_talk_thinking,103611,3,"","",1009804,"",1009804035,"",1,0.2
vo_lsv_0423,vo_lsv,21,0,"",1009804,"",1009804036,"",0,""
"나는 조금 고민했어…\n지식과 지성을 표현하려고\n했는데…",103611,11,1,1,1009804,0,1009804037,0,10,0
"",0,91,"","",1009804,"",1009804038,"","",""
lsv_idle_normal,103611,3,"","",1009804,"",1009804039,"",1,0.2
lsv_talk_arm_crossed2,100411,3,lsv_talk_arm_crossed_loop2,1,1009804,0.2,1009804040,"",0,0
vo_lsv_0424,vo_lsv,21,0,"",1009804,"",1009804041,"",0,""
"그러면 공작이 아니라\n예술인데?\n쿄우카는 정말 성실하네~",100411,11,1,1,1009804,0,1009804042,0,10,0
"",0,91,"","",1009804,"",1009804043,"","",""
lsv_idle_arm_crossed,100411,3,"","",1009804,"",1009804044,"",1,0.2
lsv_look_talk_sad,102011,3,"","",1009804,"",1009804045,"",1,0.2
vo_lsv_0425,vo_lsv,21,0,"",1009804,"",1009804046,"",0,""
"그러고 보니, 오빠는\n돕기만 했으니까,\n아무것도 못 만들었지?",102011,11,1,1,1009804,0,1009804047,0,10,0
"",0,91,"","",1009804,"",1009804048,"","",""
lsv_look_idle_sad,102011,3,"","",1009804,"",1009804049,"",1,0.2
lsv_look_idle_normal,103611,3,"","",1009804,"",1009804050,"",1,0.2
lsv_talk_joy3_blink,100411,3,"","",1009804,"",1009804051,"",1,0.2
vo_lsv_0426,vo_lsv,21,0,"",1009804,"",1009804052,"",0,""
"확실히 그러네!\n오빠라면,\n어떤 걸 만들고 싶어?",100411,11,1,1,1009804,0,1009804053,0,10,0
"",0,91,"","",1009804,"",1009804054,"","",""
lsv_idle_joy,100411,3,"","",1009804,"",1009804055,"",1,0.2
lsv_choice,102011,3,lsv_look_idle_normal,1,1009804,0.2,1009804056,"",0,0
lsv_choice,103611,3,lsv_look_idle_normal,1,1009804,0.2,1009804057,"",0,0
lsv_choice,100411,3,lsv_look_idle_normal,1,1009804,0.2,1009804058,"",0,0
0,0.1,93,"","",1009804,"",1009804059,"","",""
-452,102011,2,0.33,2,1009804,0.2,1009804060,"",-235,""
420,103611,2,0.33,2,1009804,0.2,1009804061,"",-220,""
545,100411,2,0.33,2,1009804,0.2,1009804062,"",-250,""
0,0,22,"","",1009804,"",1009804063,"",1,0.2
1009804067,"쌀알에 그림을 그리고 싶어",103,"","",1009804,"",1009804064,"",0,""
1009804091,"커다란 장난감을 만들고 싶어",103,"","",1009804,"",1009804065,"",0,""
1009804114,"봉제인형을 만들고 싶어",103,"","",1009804,"",1009804066,"",0,""
lsv_choice,102011,3,lsv_idle_normal,1,1009804,0.2,1009804067,"",0,0
lsv_choice,103611,3,lsv_idle_normal,1,1009804,0.2,1009804068,"",0,0
lsv_choice,100411,3,lsv_idle_normal,1,1009804,0.2,1009804069,"",0,0
0,0.1,93,"","",1009804,"",1009804070,"","",""
-200,102011,2,0.33,2,1009804,0.2,1009804071,"",-235,""
100,103611,2,0.33,2,1009804,0.2,1009804072,"",-220,""
270,100411,2,0.33,2,1009804,0.2,1009804073,"",-250,""
0,0.7,93,"","",1009804,"",1009804074,"","",""
lsv_talk_surprise_R2,102011,3,"","",1009804,"",1009804075,"",1,0.2
vo_lsv_0427,vo_lsv,21,0,"",1009804,"",1009804076,"",0,""
"뭐엇, 그렇게 작게?\n오빠, 대단해~!",102011,11,1,1,1009804,0,1009804077,0,10,0
"",0,91,"","",1009804,"",1009804078,"","",""
lsv_idle_normal_joyR,102011,3,"","",1009804,"",1009804079,"",1,0.2
lsv_talk_arm_crossed_joy,103611,3,lsv_talk_arm_crossed_loop_joy,1,1009804,0.2,1009804080,"",0,0
vo_lsv_0428,vo_lsv,21,0,"",1009804,"",1009804081,"",0,""
"상당한 손재주가 있어야 하고\n집중력을 필요로 하죠…\n그야말로 장인 기술이에요.",103611,11,1,1,1009804,0,1009804082,0,10,0
"",0,91,"","",1009804,"",1009804083,"","",""
lsv_idle_arm_crossed,103611,3,"","",1009804,"",1009804084,"",1,0.2
lsv_talk_bitter,100411,3,"","",1009804,"",1009804085,"",1,0.2
vo_lsv_0429,vo_lsv,21,0,"",1009804,"",1009804086,"",0,""
"생각만 해도 미소기에게는\n어려울 것 같네~\n…그러니까 응원만 할게♪",100411,11,1,1,1009804,0,1009804087,0,10,0
"",0,91,"","",1009804,"",1009804088,"","",""
lsv_idle_bitter,100411,3,"","",1009804,"",1009804089,"",1,0.2
"",1009804137,101,"","",1009804,"",1009804090,"","",""
lsv_choice,102011,3,lsv_idle_normal,1,1009804,0.2,1009804091,"",0,0
lsv_choice,103611,3,lsv_idle_normal,1,1009804,0.2,1009804092,"",0,0
lsv_choice,100411,3,lsv_idle_normal,1,1009804,0.2,1009804093,"",0,0
0,0.1,93,"","",1009804,"",1009804094,"","",""
-200,102011,2,0.33,2,1009804,0.2,1009804095,"",-235,""
100,103611,2,0.33,2,1009804,0.2,1009804096,"",-220,""
270,100411,2,0.33,2,1009804,0.2,1009804097,"",-250,""
0,0.7,93,"","",1009804,"",1009804098,"","",""
lsv_exactly_joy_in,100411,3,lsv_exactly_joy_loop,1,1009804,0.2,1009804099,"",0,0
vo_lsv_0430,vo_lsv,21,0,"",1009804,"",1009804100,"",0,""
"그거, 좋다! 좋아!\n오빠, 뭘 좀 아네~!\n그런 거 로망이지!",100411,11,1,1,1009804,0,1009804101,0,10,0
"",0,91,"","",1009804,"",1009804102,"","",""
lsv_idle_wish_joy,100411,3,"","",1009804,"",1009804103,"",1,0.2
lsv_talk_thinking_anger,103611,3,"","",1009804,"",1009804104,"",1,0.2
vo_lsv_0431,vo_lsv,21,0,"",1009804,"",1009804105,"",0,""
"미소기, 좋아할 것 같네.\n…그런데, 어느 정도로\n큰 걸까?",103611,11,1,1,1009804,0,1009804106,0,10,0
"",0,91,"","",1009804,"",1009804107,"","",""
lsv_idle_thinking_anger,103611,3,"","",1009804,"",1009804108,"",1,0.2
lsv_talk_memory_dere2,102011,3,"","",1009804,"",1009804109,"",1,0.2
vo_lsv_0432,vo_lsv,21,0,"",1009804,"",1009804110,"",0,""
"으~음…\n성보다 클지도!\n멋있다~♪",102011,11,1,1,1009804,0,1009804111,0,10,0
"",0,91,"","",1009804,"",1009804112,"","",""
"",1009804137,101,"","",1009804,"",1009804113,"","",""
lsv_choice,102011,3,lsv_idle_normal,1,1009804,0.2,1009804114,"",0,0
lsv_choice,103611,3,lsv_idle_normal,1,1009804,0.2,1009804115,"",0,0
lsv_choice,100411,3,lsv_idle_normal,1,1009804,0.2,1009804116,"",0,0
0,0.1,93,"","",1009804,"",1009804117,"","",""
-200,102011,2,0.33,2,1009804,0.2,1009804118,"",-235,""
100,103611,2,0.33,2,1009804,0.2,1009804119,"",-220,""
270,100411,2,0.33,2,1009804,0.2,1009804120,"",-250,""
0,0.7,93,"","",1009804,"",1009804121,"","",""
lsv_talk_arm_crossed_joy,103611,3,lsv_talk_arm_crossed_loop_joy,1,1009804,0.2,1009804122,"",0,0
vo_lsv_0433,vo_lsv,21,0,"",1009804,"",1009804123,"",0,""
"……\n좋은 착안점이네요.",103611,11,1,1,1009804,0,1009804124,0,10,0
"",0,91,"","",1009804,"",1009804125,"","",""
lsv_idle_arm_crossed_joy,103611,3,"","",1009804,"",1009804126,"",1,0.2
lsv_surprise,100411,3,lsv_talk_surprise,1,1009804,0.2,1009804127,"",0,0
vo_lsv_0434,vo_lsv,21,0,"",1009804,"",1009804128,"",0,""
"어쩐지, 굉장히 납득하고 있어!?\n뭐, 봉제인형이 좋은 건\n왠지 모르게 알 것 같지만~",100411,11,1,1,1009804,0,1009804129,0,10,0
"",0,91,"","",1009804,"",1009804130,"","",""
lsv_idle_surprise,100411,3,"","",1009804,"",1009804131,"",1,0.2
lsv_talk_joy3,102011,3,"","",1009804,"",1009804132,"",1,0.2
vo_lsv_0435,vo_lsv,21,0,"",1009804,"",1009804133,"",0,""
"그럼, 지금부터 다 같이\n만들어 보자~\n매우 귀여운 봉제인형♪",102011,11,1,1,1009804,0,1009804134,0,10,0
"",0,91,"","",1009804,"",1009804135,"","",""
"",1009804137,101,"","",1009804,"",1009804136,"","",""
"",0,91,"","",1009804,"",1009804137,"","",""
"","",102,"","",1009804,"",1009804138,"","",""
0.2,0,22,"","",1009804,"",1009804139,"","",""
"",0.2,93,"","",1009804,"",1009804140,"","",""
8,102011,12,0,0,1009804,0,1009804141,0,1,0
lsv_talk_guts2_joy_loop,102011,3,"","",1009804,"",1009804142,"",1,0.2
0,3,93,"","",1009804,"",1009804143,"","",""
lsv_idle_normal_joyR,102011,3,"","",1009804,"",1009804144,"",1,0.2
7,103611,12,0,0,1009804,0,1009804145,0,1,0
lsv_talk_surprise_kira,103611,3,"","",1009804,"",1009804146,"",1,0.2
0,3,93,"","",1009804,"",1009804147,"","",""
lsv_idle_joy,103611,3,"","",1009804,"",1009804148,"",1,0.2
2,100411,12,0,0,1009804,0,1009804149,0,1,0
lsv_talk_cool_bitter,100411,3,lsv_talk_cool_bitter_loop,1,1009804,0.2,1009804150,"",0,0
0,3,93,"","",1009804,"",1009804151,"","",""
lsv_idle_cool,100411,3,"","",1009804,"",1009804152,"",1,0.2
"",1009804141,101,"","",1009804,"",1009804153,"","",""
1,333,6,1,0,1009804,0,1009804154,"",1,1
1,102011,4,"","",1009804,"",1009804155,"","",""
lsv_run,102011,3,"","",1009804,"",1009804156,"",1,0.2
-750,102011,2,0.8,0,1009804,"",1009804157,"",-235,""
0,103611,4,"","",1009804,"",1009804158,"","",""
lsv_run,103611,3,"","",1009804,"",1009804159,"",1,0.2
750,103611,2,0.8,0,1009804,"",1009804160,"",-220,""
0,100411,4,"","",1009804,"",1009804161,"","",""
lsv_run,100411,3,"","",1009804,"",1009804162,"",1,0.2
850,100411,2,0.8,0,1009804,"",1009804163,"",-250,""
"",0.6,93,"","",1009804,"",1009804164,"","",""
1,102011,6,1,0,1009804,0,1009804165,"",1,0.2
1,103611,6,1,0,1009804,0,1009804166,"",1,0.2
1,100411,6,1,0,1009804,0,1009804167,"",1,0.2
"",0,91,"","",1009804,"",1009804168,"","",""
100411,1,1,-650,-235,1009805,0,1009805001,lsv_idle_normal,102,1.95
102011,1,1,650,-220,1009805,1,1009805002,lsv_idle_normal,100,1.95
103611,1,1,750,-250,1009805,1,1009805003,lsv_idle_normal,101,1.95
333,1,5,0,0,1009805,0,1009805004,lsv_white_loop,0,1
1,333,6,1,0,1009805,0,1009805005,"",1,0
1,100411,6,1,0,1009805,0,1009805006,"",1,0
1,102011,6,1,0,1009805,0,1009805007,"",1,0
1,103611,6,1,0,1009805,0,1009805008,"",1,0
0,1,93,"","",1009805,"",1009805009,"","",""
1,333,6,1,0.4,1009805,0,1009805010,"",1,0.8
lsv_run,100411,3,"","",1009805,"",1009805011,"",1,0.2
-200,100411,2,1,0,1009805,"",1009805012,"",-235,""
1,100411,6,1,1,1009805,0,1009805013,"",1,0.4
lsv_walk_surprise,102011,3,"","",1009805,"",1009805014,"",1,0.2
100,102011,2,2,0,1009805,"",1009805015,"",-220,""
1,102011,6,1,1,1009805,0,1009805016,"",1,0.4
lsv_walk_surprise,103611,3,"","",1009805,"",1009805017,"",1,0.2
270,103611,2,2,0,1009805,"",1009805018,"",-250,""
1,103611,6,1,1,1009805,0,1009805019,"",1,0.4
0,1,93,"","",1009805,"",1009805020,"","",""
lsv_idle_joy_normal,100411,3,"","",1009805,"",1009805021,"",1,0.2
0,1,93,"","",1009805,"",1009805022,"","",""
lsv_idle_normal,102011,3,"","",1009805,"",1009805023,"",1,0.2
lsv_idle_normal,103611,3,"","",1009805,"",1009805024,"",1,0.2
0,0.6,93,"","",1009805,"",1009805025,"","",""
lsv_talk_guts1,100411,3,lsv_talk_guts1_loop,1,1009805,0.2,1009805026,"",0,0
vo_lsv_0521,vo_lsv,21,0,"",1009805,"",1009805027,"",0,""
"함정을 장치한 결과 발표~!\n결과는~…?",100411,11,1,1,1009805,0,1009805028,0,10,0
"",0,91,"","",1009805,"",1009805029,"","",""
lsv_talk_anger_dead,100411,3,"","",1009805,"",1009805030,"",1,0.2
vo_lsv_0522,vo_lsv,21,0,"",1009805,"",1009805031,"",0,""
"한 마리도\n못 잡았습니다!\n털썩!",100411,11,1,1,1009805,0,1009805032,0,10,0
"",0,91,"","",1009805,"",1009805033,"","",""
lsv_idle_anger1,100411,3,"","",1009805,"",1009805034,"",1,0.2
lsv_talk_normal_sad,102011,3,"","",1009805,"",1009805035,"",1,0.2
vo_lsv_0523,vo_lsv,21,0,"",1009805,"",1009805036,"",0,""
"아쉽네~\n역시 함정이 적었던\n걸까?",102011,11,1,1,1009805,0,1009805037,0,10,0
"",0,91,"","",1009805,"",1009805038,"","",""
lsv_idle_normal,102011,3,"","",1009805,"",1009805039,"",1,0.2
lsv_talk_joy1_sad,103611,3,"","",1009805,"",1009805040,"",1,0.2
vo_lsv_0524,vo_lsv,21,0,"",1009805,"",1009805041,"",0,""
"그보다, 장수풍뎅이를\n잡으면\n뭘 할 생각이었어?",103611,11,1,1,1009805,0,1009805042,0,10,0
"",0,91,"","",1009805,"",1009805043,"","",""
lsv_idle_normal,103611,3,"","",1009805,"",1009805044,"",1,0.2
lsv_talk_arm_crossed_anger,100411,3,lsv_talk_arm_crossed_loop_anger,1,1009805,0.2,1009805045,"",0,0
vo_lsv_0525,vo_lsv,21,0,"",1009805,"",1009805046,"",0,""
"훗훗후…!\n그건 물론!\n…생각하지 않았네~",100411,11,1,1,1009805,0,1009805047,0,10,0
"",0,91,"","",1009805,"",1009805048,"","",""
lsv_idle_arm_crossed_anger,100411,3,"","",1009805,"",1009805049,"",1,0.2
lsv_idle_bitter,102011,3,"","",1009805,"",1009805050,"",1,0.2
lsv_talk_tsun_sad,103611,3,"","",1009805,"",1009805051,"",1,0.2
vo_lsv_0526,vo_lsv,21,0,"",1009805,"",1009805052,"",0,""
"뭐어?\n일단은 자유 연구라고\n해서 어울려 준 건데…!",103611,11,1,1,1009805,0,1009805053,0,10,0
"",0,91,"","",1009805,"",1009805054,"","",""
lsv_idle_wish_sad,103611,3,"","",1009805,"",1009805055,"",1,0.2
lsv_talk_cool_bitter_loop,100411,3,"","",1009805,"",1009805056,"",1,0.2
