type,additional_type,voice_id,character_id,message,luck_pattern,rate,character_name,day_count,id,additional_param,login_bonus_id
0,0,18,105801,"역시 콧코로\n좋은 말을 하네요!\n그래요, 저희\n【미식전】의 활동 목적은…",0,0,"페코린느",6,182,"",80003
2,0,25,106001,"…다 함께 즐겁게 식사를 하는 거\n잖아?\n그만큼 먹으면서 돌아다녔으니까\n알고 있어",0,0,"캬루",6,183,"",80003
1,0,18,105901,"네… 그렇습니다♪\n그건 그렇고 저희들\n정말 다양한 것을\n먹으러 다녔네요…",0,0,"콧코로",6,184,"",80003
2,0,26,106001,"그러네… 정말로…\n독 투성이인 가짜 드래곤이라든가\n공룡…은 도망쳤던가\n그리고 악어… 악어 마물이라든가",0,0,"캬루",6,185,"",80003
2,0,27,106001,"그리고, 결국엔 진짜\n드래곤까지 상대\n해버렸지, 우리들",0,0,"캬루",6,186,"",80003
2,0,28,106001,"믿을 수 없는 힘이었지\n그 드래곤… 역시\n작전은 제대로 세워서 가지 않으면\n안돼",0,0,"캬루",6,187,"",80003
0,0,19,105801,"에헤헤…☆\n캬루가 여러 가지 일을\n기억해주고 있어서\n기뻐요♪",0,0,"페코린느",6,188,"",80003
1,0,19,105901,"저도 선명하게 기억하고 있습니다\n주인님도 분명…♪",0,0,"콧코로",6,189,"",80003
2,0,29,106001,"당연하지!\n잊지 않아, 그런 엉망진창인\n것만 먹었는걸!\n…잊을 수 있을 리 없잖아",0,0,"캬루",6,190,"",80003
0,0,30,106001,"아~\n아~\n…목소리, 이거면 괜찮으려나?",0,0,"캬루",7,191,"",80003
0,0,31,106001,"알아듣기 어려울지도 모르겠네…\n조금 더 밝은 톤이 좋을지도\n그러니까… 이런 느낌?",0,0,"캬루",7,192,"",80003
0,0,32,106001,"많은 사람에게 보여지는 거지?\n내가 왜 그런 걸…",0,0,"캬루",7,193,"",80003
0,0,33,106001,"아~\n아~\n…목소리, 이 정도면 괜찮을까?",0,0,"캬루",7,194,"",80003
0,0,34,106001,"알아듣기 어려울지도 모르겠네…\n조금 더 밝은 편이 좋겠어\n으음… 이런 느낌?",0,0,"캬루",7,195,"",80003
0,0,35,106001,"안뇽~☆",0,0,"캬루",7,196,"",80003
0,0,36,106001,"……\n아니, 아니야\n평소처럼 하는 게 제일이지, 응",0,0,"캬루",7,197,"",80003
0,0,37,106001,"휴우, 기념 생방송이라니\n완전 책임이 중대하잖아…\n만약 뭔가 실수라도 하면…",0,0,"캬루",7,198,"",80003
0,0,38,106001,"어, 어어, 어떡하지!?\n긴장되기 시작했어…!!",0,0,"캬루",7,199,"",80003
0,0,20,105901,"주인님, 제가\n페코린느 님, 캬루 님과 함께\n2.5주년을 기념하는 생방송에\n출연하는 큰 임무를 받았습니다",0,0,"콧코로",8,200,"",80003
0,0,21,105901,"많은 분들에게\n『프린세스 커넥트!\nRe:Dive』의 매력을 전하는\n중요한 역할입니다",0,0,"콧코로",8,201,"",80003
0,0,22,105901,"저, 몸과 마음을 다해\n생방송에 임하려고\n합니다",0,0,"콧코로",8,202,"",80003
0,0,23,105901,"하지만, 어쩌면\n대사가 꼬이거나\n순서를 틀리거나\n할지도 모릅니다…",0,0,"콧코로",8,203,"",80003
0,0,24,105901,"그런 일이 없도록\n연습을 꼼꼼히 해 둬야겠습니다\n우선은 이것부터…",0,0,"콧코로",8,204,"",80003
0,0,25,105901,"안뇽~☆",0,0,"콧코로",8,205,"",80003
0,0,26,105901,"좀 전에 캬루 님이 연습하고\n계신 것을 발견해서\n저도 해야겠다는 생각이 들어서…\n어떤가요?",0,0,"콧코로",8,206,"",80003
0,0,27,105901,"좋은 느낌, 인가요?\n…후후, 고맙습니다\n주인님의 따뜻한 말이 있다면\n저는 아주 마음이 든든합니다",0,0,"콧코로",8,207,"",80003
0,0,28,105901,"이 중요한 역할을 무사히 완수하고\n주인님이 멋진 2.5주년을\n맞이할 수 있도록…\n저, 힘내겠습니다",0,0,"콧코로",8,208,"",80003
0,0,20,105801,"안뇽~☆",0,0,"페코린느",9,209,"",80003
0,0,21,105801,"…으~음, 지금 건 조금\n아닌 것 같은 느낌이 드네요\n딱딱했을지도 몰라요",0,0,"페코린느",9,210,"",80003
0,0,22,105801,"앞으로 6일 후면 2.5주년인가요…",0,0,"페코린느",9,211,"",80003
0,0,23,105801,"이 세월이 안뇽~의\n역사라고 생각하면\n마음이 뭉클해져요!\n장난 아니네요☆",0,0,"페코린느",9,212,"",80003
0,0,24,105801,"생방송에서 최고의 안뇽~☆을\n모두에게 전하기 위해\n힘내야지!\n그럼 다시 한번…",0,0,"페코린느",9,213,"",80003
0,0,25,105801,"안뇽~☆",0,0,"페코린느",9,214,"",80003
0,0,26,105801,"…으으~음, 어째서일까요\n아직 뭔가 아닌 것 같은 느낌이 들어요…\n어쩌면\n배가 너무 고파서라든가?",0,0,"페코린느",9,215,"",80003
0,0,27,105801,"좀 전에 막 먹었지만\n배가 고파서는\n좋은 안뇽~☆ 은\n나오지 않네요!",0,0,"페코린느",9,216,"",80003
0,0,28,105801,"그렇게 정했으면, 콧코로와\n캬루를 불러\n밥을 먹읍시다!\n쇠뿔은 단김에 빼라입니다!",0,0,"페코린느",9,217,"",80003
0,0,29,105801,"아, 두 사람이 마침 왔네요!\n안뇽~☆ …아아!!\n지금, 지금 거예요~♪",0,0,"페코린느",9,218,"",80003
0,0,30,105801,"과연, 어떤 때라도\n자연스러움이 최고라는 거군요!\n이 기세로 생방송도\n열심히 하겠습니다♪",0,0,"페코린느",9,219,"",80003
0,0,31,105801,"2.5주년까지 앞으로 5일 남았는데요\n그 전에 이제 곧 생방송이에요!\n콧코로\n준비는 어떻게 되고 있나요?",0,0,"페코린느",10,220,"",80003
1,0,29,105901,"네. 저, 꼼꼼히\n준비해 왔습니다\n만사 빠짐없습니다",0,0,"콧코로",10,221,"",80003
0,0,32,105801,"오오~ 굉장한 자신감이 느껴져요…!\n좋은 생방송이 되겠어요☆\n……어라? 어쩐지 이 부근이\n흔들리지 않나요?",0,0,"페코린느",10,222,"",80003
2,0,39,106001,"…………",0,0,"캬루",10,223,"",80003
1,0,30,105901,"캬루 님?\n감기 걸리신 건가요\n무척이나 떨고 있습니다만…",0,0,"콧코로",10,224,"",80003
2,0,40,106001,"가가가가감기 아니야!\n이이이이건 그냥\n새새새생방송이 너무 즐거워서\n두두두두근거림이 멈추지 않는 것뿐!",0,0,"캬루",10,225,"",80003
0,0,33,105801,"괜찮나요 캬루!?\n그렇지, 이걸 마시세요!",0,0,"페코린느",10,226,"",80003
2,0,41,106001,"세세센스 있네, 고마워\n꿀꺽, 우국… 푸하앗!?\n잠깐 뭘 마시게 한 거야!?\n매워! 써!? 달아!?",0,0,"캬루",10,227,"",80003
0,0,34,105801,"이건 마물 엑기스에 약초에\n그외 다양한 걸 섞은\n특제 영양 드링크에요!",0,0,"페코린느",10,228,"",80003
0,0,35,105801,"이걸 마시면 몸이 따뜻해지고\n건강해진답니다♪",0,0,"페코린느",10,229,"",80003
2,0,42,106001,"이 바보린느!\n감기가 아니라고 말했잖아!?\n혼잡한 틈을 타서\n그런 무서운 걸 먹이지 말라고~!",0,0,"캬루",10,230,"",80003
1,0,31,105901,"캬루 님\n떨림이 가라앉고 계시네요\n다행입니다…\n저, 걱정했습니다",0,0,"콧코로",10,231,"",80003
2,0,43,106001,"응? 아아, 정말이네… 아니\n그러니까 감기가 아니라고\n말하고 있는데…\n뭐 됐어 이렇게 된 거",0,0,"캬루",10,232,"",80003
0,0,36,105801,"엣헤헤~♪ 평소의\n캬루로 돌아왔으니\n멋진 생방송이 될 것 같네요!\n벌써부터 기대돼요☆",0,0,"페코린느",10,233,"",80003
0,0,6,190801,"랜드솔 주민 여러분, 안녕하세요\n생방송 현장의 운영을 담당하고 있는\n【길드 관리 협회】의 카린입니다",0,0,"카린",11,234,"",80003
0,0,7,190801,"【미식전】 여러분은\n곧 시작될 생방송을 앞두고\n마지막 조정을 위해\n자리를 비웠습니다",0,0,"카린",11,235,"",80003
0,0,8,190801,"노력하고 있는 세 사람을\n방해할 수는\n없으니, 부디 양해를 부탁드립니다",0,0,"카린",11,236,"",80003
0,0,9,190801,"오늘은 제가\n【미식전】 여러분의 모습을\n전해드리려고 합니다",0,0,"카린",11,237,"",80003
0,0,10,190801,"우선은 페코린느 씨입니다만…\n뭔가 대량의 주먹밥을\n먹고 있는 것 같습니다\n음… 영양은 중요하죠",0,0,"카린",11,238,"",80003
0,0,11,190801,"다음으로 콧코로 씨입니다만\n이쪽은 발성 연습을 하고 있습니다",0,0,"카린",11,239,"",80003
0,0,12,190801,"열심히, 작은 입을 벌리고\n목소리를 내는 모습이 응원하고 싶어지네요",0,0,"카린",11,240,"",80003
0,0,13,190801,"그리고 캬루 씨는…\n이건… 당당한 모습이네요\n아무 것도 안 하고, 그저 서서…",0,0,"카린",11,241,"",80003
0,0,14,190801,"어라?\n설마 긴장해서 정신을 잃은 건가요…?",0,0,"카린",11,242,"",80003
0,0,15,190801,"…으음\n【미식전】 여러분은\n의욕이 넘치는 것 같네요!",0,0,"카린",11,243,"",80003
0,0,16,190801,"세 사람 모두 좋은 생방송을\n만들기 위해\n온 힘을 다해 노력하고 있으니\n부디 기대해 주세요",0,0,"카린",11,244,"",80003
0,0,17,190801,"그럼\n내일 또 만나요♪",0,0,"카린",11,245,"",80003
0,0,44,106001,"2.5주년까지 앞으로 3일!\n그리고 생방송은 내일!\n뭔가 드디어라는 느낌이네…",0,0,"캬루",12,246,"",80003
2,0,37,105801,"세 명이서 많~이 연습도 했겠다\n분명 괜찮을 거예요☆",0,0,"페코린느",12,247,"",80003
1,0,32,105901,"페코린느 님께\n괜찮을 거라는 말을 들으니\n매우 든든합니다",0,0,"콧코로",12,248,"",80003
0,0,45,106001,"너무 믿으면 안 돼 코로스케\n이녀석은 아~무\n생각이 없을 뿐이니까",0,0,"캬루",12,249,"",80003
2,0,38,105801,"너무해요 캬루~!",0,0,"페코린느",12,250,"",80003
1,0,33,105901,"후후. 두분다\n평소와 다름없는 모습이어서\n안심했습니다",0,0,"콧코로",12,251,"",80003
2,0,39,105801,"네☆\n생방송이든 뭐든\n전력 전개, 저답게\n부딪혀 나갈 뿐이에요!",0,0,"페코린느",12,252,"",80003
0,0,46,106001,"그러네. 경사스러운 일이고\n여기까지 왔으면\n즐길 수 있는 만큼\n즐기는 수밖에 없네!",0,0,"캬루",12,253,"",80003
1,0,34,105901,"저도, 평소보다 마음이\n뜨거워졌습니다\n이 가슴의 느낌을 전할 수 있도록\n최대한 노력하겠습니다…!",0,0,"콧코로",12,254,"",80003
2,0,40,105801,"그럼, 가요!\n내일 생방송, 반드시\n성공시키자구요☆",0,0,"페코린느",12,255,"",80003
0,0,41,105801,"그러니까, 첫 마디는… 어라?\n캬루, 저\n뭐라고 말하는 거였죠?",0,0,"페코린느",13,256,"",80003
2,0,47,106001,"뭐!?\n어째서 갑자기 까맣게 잊어버리는 거야!?\n그보다 너, 대본은!?",0,0,"캬루",13,257,"",80003
0,0,42,105801,"잊어버렸어요☆",0,0,"페코린느",13,258,"",80003
2,0,48,106001,"잊어버렸어요☆\n라는 말로 될 거로 생각해!?\n자, 나 두 권 가져왔으니까\n이거 써!",0,0,"캬루",13,259,"",80003
1,0,35,105901,"마이크란, 이런 높은 위치에\n있는 거군요…!\n뒤꿈치를 들면, 어떻게든…\n으~음, 우으~음…!",0,0,"콧코로",13,260,"",80003
2,0,49,106001,"아아 정말\n조금 낮추면 되잖아!?\n이 정도면 됐어?\n정말이지, 손이 많이 가네…",0,0,"캬루",13,261,"",80003
0,0,43,105801,"어라?\n캬루, 뒷머리가\n뻗쳐있어요?",0,0,"페코린느",13,262,"",80003
2,0,50,106001,"뭐? 거짓말!?\n제대로 확인하고 왔는데!\n어디 어디!?",0,0,"캬루",13,263,"",80003
1,0,36,105901,"캬루 님, 움직이지\n말아주세요. 지금 빗으로…\n자, 고쳐졌습니다",0,0,"콧코로",13,264,"",80003
2,0,51,106001,"고, 고마워… 하아. 생방송\n본방까지 이제 얼마 남지 않았는데\n이러고 있을 때가\n아니지",0,0,"캬루",13,265,"",80003
1,0,37,105901,"네, 시간은 이제 얼마 안 남았습니다\n만, 분주하게\n움직이는 이 시간도\n어쩐지 즐거워서…♪",0,0,"콧코로",13,266,"",80003
2,0,52,106001,"코로스케, 너… 아니\n그게 아니지!\n가슴 뭉클해할\n여유 따윈 없잖아…!?",0,0,"캬루",13,267,"",80003
0,0,44,105801,"아하하♪\n캬루의 움직임이\n매우 재밌어요♪\n장난 아니네요☆",0,0,"페코린느",13,268,"",80003
1,0,38,105901,"후후\n분명 재미있는 생방송이 될 거라고\n저는 확신합니다",0,0,"콧코로",13,269,"",80003
0,0,45,105801,"절대로, 틀림없어요!\n보시는 여러분이\n웃을 수 있는 시간을\n선물해 드리도록 해요!",0,0,"페코린느",13,270,"",80003
2,0,53,106001,"그거야 당연하지!\n누가 봐도 재미있다는\n말을 들을 수 있게\n그렇게나 준비했으니까!",0,0,"캬루",13,271,"",80003
0,0,46,105801,"그럼\n기념일 직전 생방송!\n기대해 주세요☆",0,0,"페코린느",13,272,"",80003
0,0,18,190801,"안녕하세요\n【길드 관리 협회】의 카린입니다",0,0,"카린",14,273,"",80003
0,0,19,190801,"어제 생방송은\n어떠셨나요?",0,0,"카린",14,274,"",80003
0,0,20,190801,"많은 웃는 얼굴과 기쁨,\n그리고 놀라움을 금치 못하셨을 거라\n생각합니다",0,0,"카린",14,275,"",80003
0,0,21,190801,"드디어\n내일은 2.5주년 당일\n기다리고 기다린 기념일을\n맞이하게 됩니다",0,0,"카린",14,276,"",80003
0,0,22,190801,"【미식전】 여러분도\n힘을 내서 다양한 준비를\n하고 있답니다",0,0,"카린",14,277,"",80003
0,0,23,190801,"【길드 관리 협회】도\n완벽한 서포트 체제로\n협력해 나가겠습니다",0,0,"카린",14,278,"",80003
0,0,24,190801,"…후후, 정말로 기대되네요\n【길드 관리 협회】 직원으로서\n뿐 아니라, 저 개인으로서도…",0,0,"카린",14,279,"",80003
0,0,25,190801,"이 기념일을 맞이하는 것이\n진심으로 기대되고\n행복을 느낍니다",0,0,"카린",14,280,"",80003
0,0,26,190801,"분명 【미식전】 여러분은\n그 이상으로 마음이 설레이고\n있겠죠",0,0,"카린",14,281,"",80003
0,0,27,190801,"그럼\n내일부터 2.5주년을\n부디, 기대해주세요…♪",0,0,"카린",14,282,"",80003
0,0,47,105801,"준비는 됐나요?\n…갑니닷~!",0,0,"페코린느",15,283,"",80003
2,0,54,106001,"축!",0,0,"캬루",15,284,"",80003
1,0,39,105901,"2.5주년!",0,0,"콧코로",15,285,"",80003
0,0,48,105801,"축하합니다~☆",0,0,"페코린느",15,286,"",80003
2,0,55,106001,"얼마 전까지만 해도 아직 멀었잖아\n하고 말했는데\n정말 시간이 빨리 갔네",0,0,"캬루",15,287,"",80003
1,0,40,105901,"세월은 화살과 같다…\n란 이런거군요\n어쨌든, 오늘이라는 날을 무사히\n맞이할 수 있어서 다행입니다",0,0,"콧코로",15,288,"",80003
0,0,49,105801,"콧코로! 캬루!\n차분해지기에는\n아직 이르다고요!\n분위기는 이제부터 고조되어 갈 거니까요☆",0,0,"페코린느",15,289,"",80003
2,0,56,106001,"정말 너는 항상\n전력 전개네...\n하지만 그렇네, 기념일이고\n힘차게 가자!",0,0,"캬루",15,290,"",80003
1,0,41,105901,"네, 저도 전력전개로\n가겠습니다…!\n주인님, 자\n어서 손을 잡아주세요…♪",0,0,"콧코로",15,291,"",80003
2,0,57,106001,"너도 코로스케도, 들떠서\n넘어지면 안된다고?\n…어쩔 수 없으니. 나도\n손 잡아 줄게",0,0,"캬루",15,292,"",80003
0,0,50,105801,"아~! 두 사람 모두 치사해요!\n저도, 꽉~♪",0,0,"페코린느",15,293,"",80003
2,0,58,106001,"잠깐, 페코린느!\n너무 들러붙었다고!",0,0,"캬루",15,294,"",80003
0,0,51,105801,"기념일이니까\n괜찮아요 괜찮아요♪\n장난 아니네요☆",0,0,"페코린느",15,295,"",80003
2,0,59,106001,"무슨 말인지 모르겠네!",0,0,"캬루",15,296,"",80003
1,0,42,105901,"후후. 이 경사스러운 날에\n기쁨이 넘치네요\n주인님은… 어떠신가요?",0,0,"콧코로",15,297,"",80003
1,0,43,105901,"기뻐해 주시고 계신다면\n저는 너무나도\n행복합니다",0,0,"콧코로",15,298,"",80003
0,0,52,105801,"자, 2.5주년을\n마음껏 즐기자고요☆\n먹고 싶은 것도 아직 많이 있고\n하고싶은 것도 잔뜩 있어요!",0,0,"페코린느",15,299,"",80003
2,0,60,106001,"알겠어, 알겠으니까\n당기지 마!\n…그렇게 잡지 않아도\n제대로 따라갈 테니까",0,0,"캬루",15,300,"",80003
1,0,44,105901,"페코린느 님… 캬루 님…\n주인님… 함께 갑시다\n어디까지나…!",0,0,"콧코로",15,301,"",80003
0,0,53,105801,"자! 그럼 2.5주년\n다 먹어 치우기 투어로!\n그리고, 앞으로의 미래를\n향해 출발합시다!",0,0,"페코린느",15,302,"",80003
0,1,54,105801,"2.5주년\n감사합니다!",0,0,"페코린느ㆍ콧코로ㆍ캬루",15,303,"105901,45,106001,61",80003
1,0,1,190804,"새해를 맞이하여 새롭게 시작하는 하루를\n점괘 뽑기로 확인해 보시지 않겠어요?\n좋은 운세가 나오면 선물도 잔뜩 받을 수 있어요♪",0,1,"카린",0,304,"",60002
2,0,0,0,"오늘의 운세는 희길! 어떤 불가능도 가능하게 할 수 있어! 동료와 식탁에 둘러앉으면 더욱더 운기 상승! 단, 마물 요리 빼고!",1,1,"",0,305,"",60002
2,0,0,0,"오늘의 운세는 희길! 모든 일이 최고조! 장난 아니네요☆ 행운의 아이템은 주먹밥! 배가 든든해서 행복이 지속될 거예요!",1,1,"",0,306,"",60002
2,0,0,0,"오늘의 운세는 희길! 최강의 운세로 어떤 실수도 피할 수 있습니다! 소중한 사람과 함께 최고의 하루를 보낼 거예요!",1,1,"",0,307,"",60002
2,0,0,0,"오늘의 운세는 희길! 어떤 도전도 이뤄낼 최고의 운세예요! 꿈꿔왔던 모습으로 변신할 수 있는 절호의 기회! 새로운 첫걸음을 내디뎌요!",1,1,"",0,308,"",60002
2,0,0,0,"오늘의 운세는 희길! 하는 모든 일이 잘 풀리는 최고의 하루! 네 활약에 선생님도 생긋이랍니다. 착하다, 착해♪",1,2,"",0,309,"",60002
2,0,0,0,"오늘의 운세는 대길! 재봉을 좋아하는 여자아이의 보증서입니다! 보살펴 주고 싶어 하는 여동생에게 잔뜩 사랑받을지도!?",2,1,"",0,310,"",60002
2,0,0,0,"오늘의 운세는 대길! 행운의 색은 빨강! 샘솟는 많은 아이디어에 큰 웃음이 멈추지 않아요!",2,1,"",0,311,"",60002
2,0,0,0,"오늘의 운세는 대길! 행운의 단어는 「치에룬~♪」 만난 사람 모두에게 말해주면 행복해질 거예요!",2,1,"",0,312,"",60002
2,0,0,0,"오늘의 운세는 대길! 최고의 운세로 무적 상태! 용의 눈으로 모든 것을 내다보고 원하던 하루를 지내보세요!",2,1,"",0,313,"",60002
2,0,0,0,"오늘의 운세는 대길! 고민하던 일이 해결될 것 같아요! 가끔은 공부도 일도 잊고, 마음 따뜻해지는 가족과 시간을 보내요!",2,2,"",0,314,"",60002
2,0,0,0,"오늘의 운세는 중길! 집 안에서 느긋하게 지내는 게 좋을 것 같아! 행운의 아이템은 게임이야! 베스트 스코어를 갱신할 수 있을지도?",3,1,"",0,315,"",60002
2,0,0,0,"오늘의 운세는 중길! 잘하고 싶은 것에 적극적으로 도전해 봐! 색소폰을 좋아하는 여동생이 친절히 서포트해 줄지도~?",3,1,"",0,316,"",60002
2,0,0,0,"오늘의 운세는 중길! 업무운이 급상승하고 있어요! 분명 「연옥에서 춤추는 일진의 질풍」처럼 활약할 수 있을 거예요!",3,1,"",0,317,"",60002
2,0,0,0,"오늘의 운세는 중길! 평소의 노력을 보답받을 수 있습니다! 친한 친구가 있다면 말해 봐. 같이 기뻐해 줄 거야.",3,1,"",0,318,"",60002
2,0,0,0,"오늘의 운세는 중길! 장사운이 올라오고 있어요! 행운의 아이템은 붕어빵! 전통 과자 파워로 매상 UP!",3,1,"",0,319,"",60002
2,0,0,0,"오늘의 운세는 중길! 때를 기다리면 좋은 결과가! 행운의 아이템인 푸딩을 먹고 행운을 불러드려요!",3,1,"",0,320,"",60002
2,0,0,0,"오늘의 운세는 중길! 운이 착착 상승 중! 정령의 가호를 받은 것처럼 여러 가지 일이 잘 될 거예요♪",3,2,"",0,321,"",60002
2,0,0,0,"오늘의 운세는 소길! 아직 보지 못한 위험이 숨어 있을지도! 하지만 안심해라! 제독이 귀공을 지켜줄 것이다!",4,1,"",0,322,"",60002
2,0,0,0,"오늘의 운세는 소길! 여러 가지 사건이 일어나는 하루가 될 것 같아! 상황을 잘 관찰해 보자고! 그야말로 탐정처럼!",4,1,"",0,323,"",60002
2,0,0,0,"오늘의 운세는 소길! 마음 내키는 대로 지내는 것이 행복으로의 지름길! 맛있는 생선을 먹고 고양이를 바라보며 자연체로 지내는 건 어때?",4,1,"",0,324,"",60002
2,0,0,0,"오늘의 운세는 소길! 운은 좋지만 해프닝에는 주의! 외출한 곳에서 「수상한 사람」 취급을 받을지도……",4,1,"",0,325,"",60002
2,0,0,0,"오늘의 운세는 소길! 한마음 한뜻을 가진 친구를 찾게 될지도! 키워드는 「유니」 기억에 새깁시다!",4,1,"",0,326,"",60002
2,0,0,0,"오늘의 운세는 소길! 주변에 휩쓸리지 말고 나만의 하루를! 단, 너무 많이 자거나 너무 게으름 피우지 말고 적당한 운동을, 이래~",4,1,"",0,327,"",60002
2,0,0,0,"오늘의 운세는 소길! 신경 쓰지 않고 마음을 편히 가지면 행운 상승! 행운의 인물은 아이돌. 노래가 당신을 행복하게 해줄 거예요♪",4,2,"",0,328,"",60002
3,0,2,190804,"점괘의 결과는 어떠셨나요?\n새로 시작하는 당신의 하루가\n무척 좋은 날이 되도록\n내일도 또 놀러와 주세요♪",0,0,"카린",0,329,"",60002
3,0,3,190804,"점괘 뽑기는 재미있으셨나요?\n당신의 새로운 한 해가\n근사한 날이 될 수 있도록\n진심으로 기도하겠습니다",0,0,"카린",7,330,"",60002
4,0,1,105901,"자아, 셰피 님은 이쪽으로…",0,0,"콧코로",1,331,"",80005
0,0,1,106401,"콧코로 씨, 어디 가는 거야…?\n…어?",0,0,"셰피",1,332,"",80005
3,0,1,105801,"『축하합니다!\n와~ 짝짝짝~!』\n…이런 느낌으로 어떨까요!?",0,0,"페코린느",1,333,"",80005
4,0,2,105901,"그럼 저도\n뒤에서 폭죽을 울려\n응전하겠습니다\n아아, 당일이 몹시 기다려지네요 ",0,0,"콧코로",1,334,"",80005
0,0,2,106401,"저…\n두 사람 다 뭐 하는 거야?",0,0,"셰피",1,335,"",80005
1,0,1,106001,"셰피는 처음이지\n그날이 머지않아서\n예행연습하는 거야\n성급하지~",0,0,"캬루",1,336,"",80005
0,0,3,106401,"그날…?",0,0,"셰피",1,337,"",80005
3,0,2,105801,"맞아요…\n드디어 기념해야 할 그날이\n다가왔어요!",0,0,"페코린느",1,338,"",80005
3,0,3,105801,"『프린세스 커넥트!\nRe:Dive』 3.5주년!",0,0,"페코린느",1,339,"",80005
2,0,1,190801,"장난 아니네요☆",0,0,"카린",1,340,"",80005
1,0,2,106001,"어, 뭘 태연하게\n참가하는 거야, 카린!",0,0,"캬루",1,341,"",80005
2,0,2,190801,"후후, 좋잖아요\n【길드 관리협회】로서\n저도 여러분과 함께\n축하하게 해주세요!",0,0,"카린",1,342,"",80005
2,0,3,190801,"그리고… 기념일이 다가오면\n소중한 정보를\n전달해 드릴게요♪",0,0,"카린",1,343,"",80005
3,0,4,105801,"그러면\n오늘부터 셰피도 같이\n카운트다운해요!\n3.5주년까지…",0,0,"페코린느",1,344,"",80005
0,0,4,106401,"뭐!? 음, 그러니까…!\n아, 앞으로 14일…! ",0,0,"셰피",1,345,"",80005
3,0,5,105801,"3.5주년까지 앞으로 13일\n호화롭게, 그리고 성대하게\n축하하고 싶네요☆",0,0,"페코린느",2,346,"",80005
1,0,3,105901,"호화로움이라 하면, 전에 어떤 귀족님께서\n무도회를 여신 모양이라\n주인님께서 그 일을\n도우셨습니다",0,0,"콧코로",2,347,"",80005
1,0,4,105901,"거기서 아름다운 동작을 익히셔서\n저도 배웠습니다\n사뿐, 사뿐…\n어떤가요?",0,0,"콧코로",2,348,"",80005
3,0,6,105801,"굉장히 잘하네요☆\n꼭 공주님 같아요\n모처럼의 기회니 저도\n사뿐사뿐",0,0,"페코린느",2,349,"",80005
1,0,5,105901,"역시 대단하십니다\n페코린느 님",0,0,"콧코로",2,350,"",80005
0,0,3,106001,"아니, 너는\n못 하면 안 되잖아\n진짜 공주님이고",0,0,"캬루",2,351,"",80005
2,0,5,106401,"사뿐, 사뿐…\n후후, 의외로 되네",0,0,"셰피",2,352,"",80005
3,0,7,105801,"와아!\n셰피\n자세가 굉장히 아름다워요♪",0,0,"페코린느",2,353,"",80005
1,0,6,105901,"자, 다음은 캬루 님\n차례입니다",0,0,"콧코로",2,354,"",80005
0,0,4,106001,"나, 나는 됐어!\n그런 건 하나도 모르고…",0,0,"캬루",2,355,"",80005
2,0,6,106401,"괜찮아\n해보면 꽤 즐거워\n얼른얼른",0,0,"셰피",2,356,"",80005
0,0,5,106001,"그, 그렇게까지 말한다면…\n사뿌, 꺄악!",0,0,"캬루",2,357,"",80005
0,0,6,106001,"아야야… 하여간에~!\n왜 내가 이런 일을~!",0,0,"캬루",2,358,"",80005
1,0,7,105901,"자자,\n기념일까지 연습하면\n할 수 있게 될지도 몰라요\n괜찮으면 가르쳐줄게요",0,0,"콧코로",2,359,"",80005
0,0,7,106001,"좋았어!\n너희는 하고\n나만 못 하는 건 부아가 치미니까\n어디 한번 해보겠어!!",0,0,"캬루",2,360,"",80005
1,0,8,105901,"3.5주년까지 앞으로 12일\n기념일 당일은 물론이지만\n그날을 기다리는 시간이라는 것도\n설렙니다",0,0,"콧코로",3,361,"",80005
3,0,8,105801,"이해해요!\n어떤 특별한 요리를 먹을지\n생각하는 것만으로 두근두근하죠!",0,0,"페코린느",3,362,"",80005
1,0,9,105901,"특별한 요리라고 하면 축제죠\n그러고 보니 주인님께서는 학생으로서\n성학제에 참가하신 적이\n있지 않으신지…",0,0,"콧코로",3,363,"",80005
2,0,7,106401,"성학제…라니, 뭐지?",0,0,"셰피",3,364,"",80005
1,0,10,105901,"성 테레사 여학원의 제전입니다\n두 팀이 서로 경쟁하며\n청춘을 만끽하는 게 취지인 것 같습니다",0,0,"콧코로",3,365,"",80005
0,0,8,106001,"그건 카르미나의\n서프라이즈 라이브가 있었던\n축제지?\n좀 보고 싶었는데…",0,0,"캬루",3,366,"",80005
0,0,9,106001,"카르미나 이후의\n라이브도 호평이었던 것 같던데\n분명 단짝부라고\n했던가…?",0,0,"캬루",3,367,"",80005
3,0,9,105801,"단짝부…\n사이가 좋아 보이는 이름이라\n장난 아니네요☆",0,0,"페코린느",3,368,"",80005
0,0,10,106001,"아니, 완전히 그대로잖아…",0,0,"캬루",3,369,"",80005
2,0,8,106401,"성학제라… 어쩐지 즐거울 것 같네\n그리고 단짝부 사람들도\n궁금해",0,0,"셰피",3,370,"",80005
3,0,10,105801,"그럼 저희도\n질세라 사이좋게 지내요♪\n자자, 셰피,\n꼬옥~☆이에요♪",0,0,"페코린느",3,371,"",80005
2,0,9,106401,"어? 음…\n꼬옥~…?",0,0,"셰피",3,372,"",80005
0,0,11,106001,"3.5주년까지 앞으로 11일!?\n축하 행사 준비는 진행이 안 됐는데…\n아아~ 어제로 돌아가고 싶어…",0,0,"캬루",4,373,"",80005
