cutin1_star6,comment,rarity,kana,move_speed,prefab_id_battle,only_disp_owned,unit_id,cutin_1,guild_id,original_unit_id,end_time,prefab_id,start_time,cutin2_star6,search_area_width,cutin_2,atk_type,is_limited,exskill_display,se_type,unit_name,normal_atk_cast_time,motion_type
108501,"【물리】전열에서 종소리로 아군을 지키는 작은 여배우. 공격받을 때까지 주변에 있는 아군의 방어력을 큰 폭으로 높이는 스킬을 가지고 있다. 적절히 활용하면 비할 데 없는 내구력을 자랑한다.",1,"쿠루미",450,0,0,108501,108501,15,0,"2030/12/31 15:00:00",108501,"2015/04/01 15:00:00",0,295,0,1,1,0,3,"쿠루미(크리스마스)",1.55,3
108601,"【물리】전열에서 적을 쓰러뜨리는 크리스마스의 곰인형 소녀. 유니온 버스트는 HP를 소비하지만 위력은 절대적이다. 스킬로 물리 공격력을 높이면 데미지가 더욱 증가한다.",3,"아야네",450,0,0,108601,108601,10,0,"2026/01/30 14:59:59",108601,"2026/01/22 15:00:00",0,190,0,1,1,0,3,"아야네(크리스마스)",1.425,3
108701,"【물리】전열에서 물리 공격의 화력을 담당하는 전통옷 차림의 활기찬 소녀. 물리 공격 캐릭터의 공격력을 높이는 스킬을 사용한다. 또한 높은 위력의 단일 유니온 버스트의 공격력은 최고.",3,"히요리",450,0,0,108701,108701,7,0,"2025/04/15 14:59:59",108701,"2025/04/08 15:00:00",0,170,0,1,1,0,1,"히요리(새해)",2.17,1
108801,"【마법】후열에 있으며 보조 마법에 특화된 나들이 옷을 입은 힐러. 자신의 공격력과 맞바꿔 강력한 배리어와 연속 회복 상태를 아군 전체에 부여한다. 절대적인 방어력은 모든 것을 압도한다.",3,"유이",450,0,0,108801,108801,7,0,"2025/04/15 14:59:59",108801,"2025/04/08 15:00:00",0,745,0,2,1,0,7,"유이(새해)",2.27,21
108901,"【물리】전열에서 적의 마법 공격으로부터 아군을 지키는 화려한 검사. 스킬로 범위 내 아군에게 마법 무효 배리어를 전개. 또한 유니온 버스트로 적을 스턴 상태에 빠뜨려 공격의 흐름을 끊는다.",1,"레이",450,0,0,108901,108901,7,0,"2030/12/31 15:00:00",108901,"2015/04/01 15:00:00",0,153,0,1,1,0,4,"레이(새해)",2.215,22
109001,"【물리】전열에서 위기를 기회로 바꾸는 사랑의 해결사. 스킬은 HP를 소비하여 자신의 공격력을 높인다. 또한 유니온 버스트는 HP가 낮을수록 초절정 위력을 발휘한다.",1,"에리코",450,0,0,109001,109001,11,0,"2030/12/31 15:00:00",109001,"2015/04/01 15:00:00",0,187,0,1,1,0,3,"에리코(발렌타인)",1.9,3
109101,"【물리】중열에서 모두를 지키는 파티시에르 누나. 여러 파라미터가 동시에 상승하는 필드 전개. 또한 효과 시간 중에는 스킬 효과가 대폭 강화한다.",3,"시즈루",450,0,0,109101,109101,7,0,"2025/02/20 14:59:59",109101,"2025/02/17 15:00:00",0,385,0,1,1,0,5,"시즈루(발렌타인)",2.125,5
109201,"【마법】후열에서 영령의 소환술을 무기로 사용해 싸우는 공주님. 아군에게 영령의 가호를 부여하는 서포터이자 고위력 마법 공격을 쓰는 어태커, 두 가지 역할을 한다.",3,"앤",450,0,0,109201,109201,6,0,"2030/12/31 15:00:00",109201,"2019/03/31 12:00:00",0,630,0,2,0,0,7,"앤",2.27,23
109301,"【마법】후열에서 오메메와 함께 싸우는 천진난만한 소녀. 스킬로 소환한 오메메는 적의 공격을 막을 수 있으며 오메메의 수가 많을수록 유니온 버스트의 위력도 증가한다.",1,"루",450,0,0,109301,109301,9,0,"2030/12/31 15:00:00",109301,"2015/04/01 15:00:00",0,640,0,2,1,0,7,"루",2.27,23
109401,"【마법】중열에서 불꽃을 조종해 적을 쓰러뜨리는 용족 소녀. 높은 마법 공격력을 활용한 범위 공격이 특기이다. 비행 능력을 구사해 날리는 돌진 공격도 강력하다.",3,"글레어",450,0,0,109401,109401,9,0,"2030/12/31 15:00:00",109401,"2019/04/19 15:00:00",0,525,0,2,0,0,1,"글레어",2.27,1
109501,"【마법】최전열에서 아군을 격려하는 기모노 차림의 마조히스트 아가씨. 아군의 마법 공격력을 높이고 적의 마법 방어력을 낮춤으로써 마법 파티의 서포트 겸 방어 역할로 활약한다.",3,"쿠우카",450,0,0,109501,109501,12,0,"2030/12/31 15:00:00",109501,"2019/04/30 12:00:00",0,140,0,2,0,0,7,"쿠우카(오에도)",2.066,2
109601,"【물리】최전열에서 인술을 구사해 적과 싸우는 닌자. 유니온 버스트는 크리티컬이 발생했을 때 데미지를 1.5배로 만드는 특성이 있어, 제대로 타이밍이 맞았을 때 발군의 위력을 발휘한다.",3,"니논",450,0,0,109601,109601,12,0,"2030/12/31 15:00:00",109601,"2019/05/17 15:00:00",0,175,0,1,0,0,2,"니논(오에도)",2.0,2
109701,"【물리】중열에서 도깨비의 힘으로 적을 분쇄하는 쌍둥이 동생. 회복 스킬 외에도 온도를 다루는 스킬이 특기이며 적을 동결시킨 후 유니온 버스트로 쓰러뜨린다.",3,"렘",450,0,0,109701,109701,9,0,"2022/10/26 14:59:59",109701,"2022/10/16 15:00:00",0,540,0,1,1,0,13,"렘",2.25,24
109801,"【마법】중열에서 특수 능력으로 아군을 보조하는 쌍둥이 언니. 상대의 물리 공격을 확인하고 회피시키는 「천리안」이나 적 전체를 구속하는 유니온 버스트의 서포트는 효과가 아주 뛰어나다.",1,"람",450,0,1,109801,109801,9,0,"2030/12/31 15:00:00",109801,"2015/04/01 15:00:00",0,545,0,2,1,0,7,"람",2.5,24
109901,"【마법】후열에서 공격과 회복을 구사하는 하프엘프. 높은 마력으로 공격 마법을 사용해 적을 흩어지게 하며 유니온 버스트는 빈사 상태인 아군조차 순식간에 치료한다.",3,"에밀리아",450,0,0,109901,109901,9,0,"2022/10/26 14:59:59",109901,"2022/10/16 15:00:00",0,725,0,2,1,0,7,"에밀리아",2.27,23
110001,"【물리】후열에서 높은 위력의 활을 쏘는 여름의 카리스마 모델. 배틀 중에 단 한 번 날리는 「서머 런웨이♪」로 TP를 모두 회복하고 이후 유니온 버스트가 크리티컬을 발생시킨다.",3,"스즈나",450,0,0,110001,110001,15,0,"2025/07/25 14:59:59",110001,"2025/07/20 15:00:00",0,705,0,1,1,0,8,"스즈나(여름)",1.82,8
110101,"【마법】후열에서 적의 체력을 강탈하는 여름밤의 선생님. 데미지를 주면서 아군을 회복하는 스킬을 다수 지녀 공수 양쪽에서 높은 능력을 발휘한다.",1,"이오",450,0,0,110101,110101,15,0,"2030/12/31 15:00:00",110101,"2021/05/18 15:00:00",0,715,0,2,1,0,5,"이오(여름)",2.4,5
0,"",1,"미사키",0,0,0,110201,0,15,0,"2030/12/31 15:00:00",110201,"2015/04/01 15:00:00",0,0,0,0,0,0,7,"미사키(여름)",0.0,7
110301,"【물리】중열에서 아군의 빠른 공격을 보조하는 해변의 사렌 마마. 배틀을 시작할 때 아군 전체의 TP를 단숨에 모아서 신속하게 유니온 버스트를 발동시킬 수 있도록 한다.",3,"사렌",450,0,0,110301,110301,3,0,"2025/07/25 14:59:59",110301,"2025/07/20 15:00:00",0,585,0,1,1,0,4,"사렌(여름)",2.24,4
110401,"【물리】전열에서 단일 공격 대상에 특화된 바다의 늑대 소녀. 공격 대상이 하나인 경우, 스킬과 유니온 버스트가 함께 진가를 발휘해 다른 것을 압도하는 큰 파괴력으로 적을 쓰러뜨린다.",3,"마코토",450,0,0,110401,110401,4,0,"2025/08/29 14:59:59",110401,"2025/08/21 15:00:00",0,180,0,1,1,0,5,"마코토(여름)",2.125,5
110501,"【물리】중열에서 적을 한꺼번에 쓰러뜨리는 한여름의 남국 소녀. 대상을 날려버리는 효과를 지닌 스킬로 적을 모아, 공격 대상이 많을수록 위력이 증가하는 유니온 버스트로 적을 쓰러뜨린다.",1,"카오리",450,0,0,110501,110501,4,0,"2030/12/31 14:59:59",110501,"2021/06/18 15:00:00",0,425,0,1,1,0,1,"카오리(여름)",2.42,1
110601,"【마법】후열에서 방대한 마력을 휘두르는 한여름의 동화 속 공주님. 높은 화력에 대상은 랜덤하게 결정되는 스킬과 유니온 버스트는 단일 공격 대상을 상대로 아주 큰 데미지를 낸다. ",3,"마호",450,0,0,110601,110601,4,0,"2025/08/29 14:59:59",110601,"2025/08/21 15:00:00",0,792,0,2,1,0,7,"마호(여름)",2.27,7
110701,"【물리】후열에서 독을 다루는 외톨이 엘프 편입생. 적이 독이나 맹독 상태라면 강화되는 공격 스킬과 적의 물리 방어력을 낮추는 스킬로 아군을 서포트한다.",3,"아오이",450,0,0,110701,110701,4,0,"2030/12/31 15:00:00",110701,"2020/10/02 15:00:00",0,680,0,1,0,0,8,"아오이(편입생)",1.82,8
110801,"【물리】전열에서 공격 횟수로 압도하는 어두운 분위기의 엘프. 공격할 때 상대에게 【위축】 스테이터스를 추가해 스킬 데미지와 물리 방어력을 효과적으로 다운시킨다.",3,"클로에",450,0,0,110801,110801,2,0,"2030/12/31 15:00:00",110801,"2020/10/15 15:00:00",0,185,0,1,0,0,2,"클로에",2.125,2
110901,"【물리】전열에서 펀치를 날리는 한창 치에루 MAX한 소녀. 크리티컬을 낼 때마다 【치에루】를 모아, 자신을 계속 강화하고, 후반이 될 수록 적을 치에루하게 제노사이드한다.",3,"치에루",450,0,0,110901,110901,2,0,"2030/12/31 15:00:00",110901,"2021/05/17 15:00:00",0,222,0,1,0,0,1,"치에루",2.295,1
111001,"【마법】후열에서 아군을 지원하는 것에 특화한 상아의 탑 재원. 자신의 공격력은 낮지만, 물리 공격력이 높은 아군을 강화하고 아군 전체를 마법 무효 배리어로 보호하며 승리로 이끈다.",3,"유니",450,0,0,111001,111001,2,0,"2030/12/31 15:00:00",111001,"2021/04/29 15:00:00",0,807,0,2,0,0,7,"유니",2.27,26
111101,"【마법】후열에서 아군의 화력을 높이는 검은 고양이 복장의 우등생. 자신의 마법 공격력에 따라 효과가 강화되는 것과 효과가 누적되는 것 등, 다채로운 스킬로 공격력을 높인다.",3,"쿄우카",450,0,0,111101,111101,13,0,"2025/10/26 14:59:59",111101,"2025/10/19 15:00:00",0,820,0,2,1,0,7,"쿄우카(할로윈)",2.07,7
111201,"【물리】전열에서 범위 공격을 날리는, 호박 의상을 입은 말괄량이. 적에게 5 카운트 후 폭발하는 폭탄을 장치하거나 호박 수류탄을 던지는 등, 다양한 범위 공격으로 적을 농락한다.",1,"미소기",450,0,0,111201,111201,13,0,"2030/12/31 14:59:59",111201,"2020/10/29 15:00:00",0,212,0,1,1,0,1,"미소기(할로윈)",2.17,1
111301,"【물리】중열의 공격에 특화된, 붕대를 둘둘 감은 토끼 소녀. 행동 빈도는 적지만 높은 위력의 범위 공격을 날리고 아군 전체의 물리 공격력을 크게 높이는 스킬도 발군의 효과를 보인다.",3,"미미",450,0,0,111301,111301,13,0,"2030/12/31 15:00:00",111301,"2020/11/16 15:00:00",0,365,0,1,0,0,5,"미미(할로윈)",2.0,5
111401,"【마법】후열에서 사령술로 친구를 만드는 귀여운 소녀. 루나가 데미지를 입을 때마다 모여드는 친구를 각 스킬로 소모한다. 소모한 숫자에 따라 강력한 힘을 발휘한다.",3,"루나",450,0,0,111401,111401,0,0,"2030/12/31 15:00:00",111401,"2020/11/30 15:00:00",0,765,0,2,0,0,7,"루나",1.87,25
111501,"【물리】전열에서 전투를 즐기는 크리스마스의 『서약여군』. 유니온 버스트 사용 시 획득하는 코인의 유무에 따라 서포트와 공격으로 변환하여 화려하게 적을 베어 넘긴다.",3,"크리스티나",450,0,0,111501,111501,13,0,"2026/01/30 14:59:59",111501,"2026/01/22 15:00:00",0,265,0,1,1,0,4,"크리스티나(크리스마스)",2.0,10
111601,"【물리】중열에서 파티의 방어를 서포트하는 산타 아이돌. 스킬로 물리 공격을 무효화하고, 뒤에 아군이 많을수록 물리 방어력이 높아지는 유니온 버스트로 생존력을 높인다.",1,"노조미",450,0,0,111601,111601,13,0,"2021/01/12 14:59:59",111601,"2020/12/29 15:00:00",0,418,0,1,1,0,4,"노조미(크리스마스)",2.24,4
111701,"【마법】전열에서 피를 대가로 적을 공격하는 크리스마스의 흡혈귀. 잔여 HP가 낮을수록 데미지가 상승하는 스킬과 HP를 소모하는 스킬을 조합하여 절대적인 파괴력을 발휘한다.",3,"이리야",450,0,0,111701,111701,13,0,"2030/12/31 15:00:00",111701,"2021/01/18 15:00:00",0,255,0,2,0,0,3,"이리야(크리스마스)",1.3,3
111801,"【물리】전열에서 기운 넘치게 새해를 축하하는 배고픈 공주님. 물리 공격력을 높이는 스킬로 아군을 강화하고, HP가 많을수록 데미지가 상승하는 유니온 버스트로 적을 무찌른다.",3,"페코린느",450,0,0,111801,111801,13,0,"2025/02/25 14:59:59",111801,"2025/02/20 15:00:00",0,248,0,1,1,0,4,"페코린느(새해)",1.965,22
111901,"【물리】전열에서 아군의 서포트에 능한 신풍의 무녀. 물리 크리티컬 시 데미지 증가 스킬로 아군의 섬멸력을 높이면서 도발과 지속적 회복으로 내구력을 지원한다.",3,"콧코로",450,0,0,111901,111901,1,0,"2025/04/15 14:59:59",111901,"2025/04/08 15:00:00",0,159,0,1,1,0,7,"콧코로(새해)",1.87,23
112001,"【마법】후열에서 공격과 방어, 두 방면에서 활약하는 기모노 차림의 고양이 소녀. 피격 데미지에 따라 마법 공격력이 증가하는 유니온 버스트로 높은 공격력이 더욱 막강해진다.",3,"캬루",450,0,0,112001,112001,3,0,"2025/04/15 14:59:59",112001,"2025/04/08 15:00:00",0,690,0,2,1,0,7,"캬루(새해)",2.07,21
112101,"【마법】후열에서 기도로 서포트하는 실수투성이 무녀. 마법 무효 배리어 스킬로 내구력을 높이고 유니온 버스트는 HP 회복과 행동 속도 증가로 전황을 정비한다.",1,"스즈메",450,0,0,112101,112101,1,0,"2030/12/31 15:00:00",112101,"2021/11/16 15:00:00",0,722,0,2,1,0,7,"스즈메(새해)",2.27,21
112201,"【마법】후열에서 방해 공작에 특화된 능력을 가진 마법 탐정. 상대의 TP를 큰 폭으로 감소하는 스킬과 멀리 떨어진 적을 속박 상태로 만드는 스킬로 상대방의 연계를 흐트러뜨린다.",3,"카스미",450,0,0,112201,112201,9,0,"2030/12/31 15:00:00",112201,"2021/03/02 15:00:00",0,730,0,2,0,0,7,"카스미(매지컬)",2.27,7
112301,"【물리】후열에서 아군의 공격력 향상을 담당하는 마법 사냥꾼. 유니온 버스트로 아군 전체의 물리 공격력을 크게 높이고 스킬로는 범위 내 물리 공격력을 높여 빛나는 화살로 일격을 가한다.",1,"시오리",450,0,0,112301,112301,5,0,"2030/12/31 15:00:00",112301,"2021/03/02 15:00:00",0,712,0,1,1,0,8,"시오리(매지컬)",1.97,8
112401,"【물리】중열에서 아군을 북돋으며 싸우는 큐트한 소녀. 아군의 TP나 공격력을 올리는 스킬로 서포트하고, 자신도 강력한 범위 공격으로 적을 베어버린다.",3,"우즈키",450,0,0,112401,112401,18,0,"2022/04/21 14:59:59",112401,"2022/04/05 15:00:00",0,370,0,1,1,0,4,"우즈키(데레마스)",2.24,4
112501,"【물리】전열에서 얼음을 생성하며 아군을 지키는 쿨한 소녀. 눈앞의 적을 속박하는 스킬이나 도발로 행동을 방해하고, 자신에게도 배리어를 펼쳐 철벽 같은 방어 능력을 발휘한다.",3,"린 데레마스",450,0,0,112501,112501,18,0,"2022/04/21 14:59:59",112501,"2022/04/05 15:00:00",0,153,0,1,1,0,4,"린(데레마스)",2.215,4
112601,"【마법】후열에서 공격과 방어, 두 방면에서 활약하는 의욕 넘치는 소녀. 데미지를 받은 아군 중심으로 회복 마법으로 보조하면서 마법 공격을 발휘해 적을 일망타진한다.",1,"미오",450,0,1,112601,112601,18,0,"2030/12/31 15:00:00",112601,"2021/03/30 15:00:00",0,695,0,2,1,0,7,"미오(데레마스)",2.27,7
112701,"【물리】중열에서 적의 수비진을 관통하는 도토리 레인저. 전투 시작과 동시에 범위 내 적의 물리 방어력을 대폭으로 낮춰 초반부터 큰 데미지를 줄 수 있는 전황을 만들어 낸다.",3,"린",450,0,0,112701,112701,3,0,"2030/12/31 15:00:00",112701,"2021/05/31 15:00:00",0,422,0,1,0,0,6,"린(레인저)",2.19,6
112801,"【물리】중열에서 많은 수를 상대하는 것이 특기인 목장의 전사. 상대를 날려버리는 스킬을 다용하여 적의 진형을 비집고 들어간다. 범위 공격과 혼란 부여 스킬을 구사하여 단숨에 무찌른다.",3,"마히루",450,0,0,112801,112801,5,0,"2030/12/31 15:00:00",112801,"2021/06/15 15:00:00",0,390,0,1,0,0,6,"마히루(레인저)",2.19,6
112901,"【물리】후열에서 희망의 힘으로 싸우는 이상한 나라의 구세주. 크리티컬하면 효과가 더해지는 스킬과 아군의 수가 많을수록 위력이 올라가는 유니온 버스트로 적을 무찌른다.",3,"리노",450,0,0,112901,112901,6,0,"2030/12/31 15:00:00",112901,"2021/07/04 15:00:00",0,730,0,1,0,0,8,"리노(원더)",1.97,8
113001,"【물리】중열에서 전장의 동향을 자유자재로 조종하는 흰토끼 소녀. 적의 행동 속도를 줄이고, 아군의 속도를 올리는 스킬과 적의 시간을 멈추는 스킬로 항상 아군을 지원한다.",1,"아유미",450,0,0,113001,113001,12,0,"2030/12/31 15:00:00",113001,"2021/07/01 15:00:00",0,508,0,1,1,0,6,"아유미(원더)",2.34,6
113101,"【물리】전열에서 유려한 검실력을 선보이는 이른 여름의 누님. 데미지를 준 횟수에 따라서 공격력이 오르는 스킬과 양손에 든 쌍검의 수많은 참격으로 눈앞의 적을 베어버린다.",3,"루카",450,0,0,113101,113101,6,0,"2025/08/29 14:59:59",113101,"2025/08/21 15:00:00",0,192,0,1,1,0,27,"루카(여름)",1.3,27
113201,"【마법】전열에서 모두에게 빌린 힘을 휘두르는 한여름의 명희. 아군 전체의 마법 공격력을 대가로 자신의 마법 공격력을 극적으로 높히고, 격렬한 공격 마법을 계속 날려 큰 데미지를 준다.",1,"안나",450,0,0,113201,113201,12,0,"2030/12/31 15:00:00",113201,"2021/08/02 15:00:00",0,256,0,2,1,0,5,"안나(여름)",1.625,28
113301,"【마법】중열에서 많은 수를 상대하는 것이 특기인 한여름의 마법 소녀. 적의 수에 따라서 상승하는 방어력 다운 스킬이나 다채로운 범위 공격을 다루며, 한여름의 싸움을 짱 귀엽게 제압한다.",3,"나나카",450,0,0,113301,113301,12,0,"2030/12/31 15:00:00",113301,"2021/08/17 15:00:00",0,468,0,2,0,0,7,"나나카(여름)",2.07,7
113401,"【마법】중열에서 전체 마법 공격을 날리는 초능력 치어걸. 유니온 버스트로 적 전체에 아주 큰 일격을 날리고 그 후, 초능력을 발동한 반동때문에 베개를 끌어안고 꿈에 빠진다.",3,"하츠네",450,0,0,113401,113401,12,0,"2025/08/29 14:59:59",113401,"2025/08/21 15:00:00",0,567,0,2,1,0,7,"하츠네(여름)",1.92,29
113501,"【마법】후열에서 적의 위협에서 학생을 지키는, 여름의 여신 같은 선생님. 아군의 마법 방어력을 높이고, HP를 지속 회복하는 스킬과 배리어를 펼치는 유니온 버스트로 아군을 견고하게 수호한다.",1,"미사토",450,0,0,113501,113501,12,0,"2030/12/31 15:00:00",113501,"2021/09/01 15:00:00",0,697,0,2,1,0,7,"미사토(여름)",2.07,7
113601,"【물리】전열에서 업화를 거느리며 악을 무찌르는 한여름의 기사 단장. 적 하나에게 데미지를 주면서 공격력을 높이는 유니온 버스트와 화상을 주는 스킬을 다루어 적을 태워버린다.",3,"쥰",450,0,0,113601,113601,12,0,"2030/12/31 15:00:00",113601,"2021/09/16 15:00:00",0,182,0,1,0,0,5,"쥰(여름)",2.0,5
113701,"【마법】중열에서 마법 공격을 날리는 천사 쌍둥이 여동생. 지속시간이 짧지만 막대한 효과를 가진 강화 마법으로 자신의 공격력을 크게 높여, 강대한 위력의 마법으로 적 하나를 날려버린다.",3,"아카리",450,0,0,113701,113701,12,0,"2030/12/31 15:00:00",113701,"2021/10/05 15:00:00",0,530,0,2,0,0,7,"아카리(엔젤)",1.92,7
113801,"【마법】중열에서 보조 마법으로 아군을 돕는 쌍둥이 언니 천사. 방어력을 대폭 높이며, 대상인 아군에게 적의 주의를 끌게 하는 등, 특수하고 강력한 스킬을 구사하여 적을 농락한다.",3,"요리",450,0,0,113801,113801,12,0,"2030/12/31 15:00:00",113801,"2021/10/21 15:00:00",0,531,0,2,0,0,6,"요리(엔젤)",2.34,6
113901,"【물리】전열에서 적의 물리 공격을 방해하는 흡혈귀 재단사. 도발과 물리 무효 배리어, 그리고 가장 물리 공격력이 높은 적을 노린 방해 스킬로 철벽 방어를 완성한다.",3,"츠무기",450,0,0,113901,113901,12,0,"2025/10/26 14:59:59",113901,"2025/10/19 15:00:00",0,152,0,1,1,0,2,"츠무기(할로윈)",2.375,2
114001,"【물리】중열에서 다친 적을 죽음으로 유혹하는 고상한 검사. HP가 50% 미만인 적에게 날리면 위력이 크게 증가하는 범위 공격을 반복하며 부상당한 적의 전의를 단숨에 꺾는다.",3,"레이",450,0,0,114001,114001,12,0,"2030/12/31 15:00:00",114001,"2021/11/16 15:00:00",0,375,0,1,0,0,4,"레이(할로윈)",1.965,4
114101,"【물리】전열에서 날카로운 손톱을 마구 찌르는 할로윈 견습 기사. 유니온 버스트 사용 횟수에 따라 강화되는 스킬로 데미지와 행동 속도를 증가시키며 적을 베어 가른다.",1,"마츠리",450,0,0,114101,114101,12,0,"2030/12/31 15:00:00",114101,"2022/07/19 8:00:00",0,186,0,1,1,0,1,"마츠리(할로윈)",2.295,1
114201,"【물리】중열에서 사랑과 희망의 힘을 가슴에 품고 지휘하는 마법 제독. 유니온 버스트로 적 하나의 물리 방어력을 낮추고, 범위 내 아군의 물리 공격력 증가 스킬로 단숨에 전황을 결정한다.",3,"모니카",450,0,0,114201,114201,12,0,"2030/12/31 15:00:00",114201,"2021/12/01 15:00:00",0,528,0,1,0,0,4,"모니카(매지컬)",2.24,4
114301,"【물리】중열에서 정의의 힘을 마법에 실어 싸우는 마법 검사. 자신의 물리 공격력을 마법 공격력에 더하는 마법 소녀의 힘과 꾸준한 노력으로 획득한 검술로 화려한 마법 공격을 날린다.",3,"토모",450,0,0,114301,114301,2,0,"2030/12/31 15:00:00",114301,"2021/12/21 15:00:00",0,402,0,1,0,0,4,"토모(매지컬)",2.0,4
114401,"【물리】전열에서 아군의 서포트를 힘으로 삼아 싸우는, 성야의 영애. 스테이터스 증가 효과를 받으면 증가하는 【성야의 반짝임】으로 스킬을 크게 강화하고, 성야를 장식하는 강렬한 일격을 날린다.",3,"아키노",450,0,0,114401,114401,2,0,"2026/01/30 14:59:59",114401,"2026/01/22 15:00:00",0,189,0,1,1,0,5,"아키노(크리스마스)",2.0,5
114501,"【물리】전열에서 빛을 다뤄 아군을 지키는 성야의 사렌 마마. 적의 공격을 방어하고 데미지를 입히는 유니온 버스트와 데미지를 입히면서 회복하는 스킬로 공격과 수비 모두를 담당한다.",3,"사렌",450,0,0,114501,114501,3,0,"2030/12/31 15:00:00",114501,"2022/01/20 15:00:00",0,150,0,1,0,0,4,"사렌(크리스마스)",2.09,4
114601,"【물리】중열에서 물리 캐릭터를 지원하며 싸우는 성야의 전직 성기사. 마법 공격력이 높은 적 하나의 TP 감소와 주변 아군의 마법 방어력 증가 스킬로 대마법전에서 견줄 데 없는 빛을 발한다.",1,"유카리",450,0,0,114601,114601,2,0,"2030/12/31 15:00:00",114601,"2022/09/17 15:00:00",0,408,0,1,1,0,5,"유카리(크리스마스)",2.09,5
114701,"【물리】전열에서 새 바람을 두른 「천루패단검」을 휘두르는 소녀. 다른 사람보다 늦게 출격하고, 적의 전열을 날려버린 후 강화한 범위 물리 공격으로 떡꼬치가 된 적을 베어버린다.",1,"무이미",450,0,0,114701,114701,2,0,"2030/12/31 15:00:00",114701,"2022/10/16 15:00:00",0,138,0,1,1,0,2,"무이미(새해)",2.0,31
115001,"【마법】중열에서 요염한 나들이옷을 입은 『변모대비』. 아군의 마법 공격력 증가와 HP, TP를 회복하는 스킬로 공수에 걸쳐 서포트하고 가혹한 전황 속에서도 승리로 이끈다.",3,"네네카",450,0,0,115001,115001,2,0,"2025/02/25 14:59:59",115001,"2025/02/20 15:00:00",0,562,0,2,1,0,7,"네네카(새해)",2.07,21
115501,"【물리】중열에서 고귀한 의장복을 입은 엘프 마을의 무녀. 자신의 공격력을 강화하고, TP 회복으로 공격 수단을 늘린다. 크리티컬 시 맹공으로 동료를 지키는 검이 된다.",3,"콧코로",450,0,0,115501,115501,1,0,"2025/02/20 14:59:59",115501,"2025/02/17 15:00:00",0,533,0,1,1,0,2,"콧코로(의장복)",2.0,2
115601,"【마법】중열에서 정령술을 다뤄 아군을 돕는 의장의 마법사. 여러 물리 공격력 강화 스킬로 아군의 공격을 지원하며 강력한 회복 스킬로 전선을 정리해 배틀을 장악한다.",1,"유이",450,0,0,115601,115601,7,0,"2030/12/31 15:00:00",115601,"2022/11/17 15:00:00",0,578,0,2,1,0,7,"유이(의장복)",1.97,7
115701,"【마법】후열에서 적의 방어력을 깎는 물가의 명탐정. 공격력이 높은 적을 목표로 정하고 방어력을 내리며 아군을 강화하는 스킬로 어떤 어려운 사건도 해결로 이끈다.",3,"카스미",450,0,0,115701,115701,9,0,"2030/12/31 15:00:00",115701,"2022/03/23 15:00:00",0,738,0,2,0,0,7,"카스미(여름)",2.27,7
115801,"【물리】전열에서 마법의 과일로 공주님의 모습이 된 사랑 소녀. 짐승의 모습에서 유니온 버스트로 일정 시간 인간의 모습으로 변신하고, 아군 전체 대상 공격력 증가 스킬로 화력을 끌어올린다.",1,"리마",450,116101,0,115801,115801,5,0,"2030/12/31 15:00:00",115801,"2022/12/19 15:00:00",0,173,0,1,1,0,4,"리마(신데렐라)",2.27,4
115901,"【물리】전열에서 화려한 옷을 입고 유려한 검무를 추는 늑대 소녀. 주변의 아군 숫자에 따라, 스킬 위력과 물리 공격력 증가 스킬의 효과가 증가하고, 용기와 격려의 일격을 휘두른다.",3,"마코토",450,0,0,115901,115901,4,0,"2030/12/31 15:00:00",115901,"2022/03/31 15:00:00",0,166,0,1,0,0,5,"마코토(신데렐라)",2.27,5
116001,"【물리】후열에서 우아하게 아군을 지원하는 마호 선생님. 물리 공격을 하는 아군의 공격력 증가와, 가장 멀리 있는 아군의 TP를 회복하는 스킬로 나긋나긋 전황을 바꾼다.",3,"마호",450,0,0,116001,116001,9,0,"2030/12/31 14:59:59",116001,"2022/04/19 15:00:00",0,645,0,2,0,0,7,"마호(신데렐라)",2.27,7
116201,"【물리】전열에서 질풍처럼 달려 나가는 다우너 여자. 특정 횟수 데미지를 줄 때마다 자신의 TP 전체 회복 스킬과 발동할 때마다 공격력이 증가하는 스킬로 승리의 테이프를 잡는다.",3,"클로에",450,0,0,116201,116201,2,0,"2030/12/31 14:59:59",116201,"2022/05/12 15:00:00",0,184,0,1,0,0,2,"클로에(성학제)",2.125,2
116301,"【물리】전열에서 성학제를 뜨겁게 달구는 해피치에루계 소녀. 공격이 히트할 때마다 【치에루】를 모으고, 위력이 늘어나는 스킬과 아군 전체의 물리 공격력 증가 효과인 UB로 승리를 이끈다.",3,"치에루",450,0,0,116301,116301,2,0,"2030/12/31 14:59:59",116301,"2022/04/28 15:00:00",0,223,0,1,0,0,1,"치에루(성학제)",2.295,32
116401,"【마법】후열에서 동료를 계몽하는 유니짱즈의 재원. 자신을 제외한 아군 전체의 물리ㆍ마법 공격력 증가와 크리티컬 시 데미지 증가로 모두를 승리로 이끈다.",3,"유니",450,0,0,116401,116401,2,0,"2030/12/31 14:59:59",116401,"2023/03/10 15:00:00",0,808,0,2,0,0,7,"유니(성학제)",2.27,39
