prefab_id_battle,comment,unit_name,original_unit_id,end_time,unit_id,cutin_2,start_time,motion_type,cutin_1,normal_atk_cast_time,search_area_width,rarity,kana,prefab_id,exskill_display,cutin2_star6,se_type,is_limited,atk_type,only_disp_owned,move_speed,cutin1_star6,guild_id
0,"【물리】전열에서 적을 쓰러뜨리는 크리스마스의 곰인형 소녀. 유니온 버스트는 HP를 소비하지만 위력은 절대적이다. 스킬로 물리 공격력을 높이면 데미지가 더욱 증가한다.","아야네(크리스마스)",0,"2026/01/30 14:59:59",108601,0,"2026/01/22 15:00:00",3,108601,1.425,190,3,"아야네",108601,0,0,3,1,1,0,450,108601,10
0,"【물리】전열에서 물리 공격의 화력을 담당하는 전통옷 차림의 활기찬 소녀. 물리 공격 캐릭터의 공격력을 높이는 스킬을 사용한다. 또한 높은 위력의 단일 유니온 버스트의 공격력은 최고.","히요리(새해)",0,"2025/04/15 14:59:59",108701,0,"2025/04/08 15:00:00",1,108701,2.17,170,3,"히요리",108701,0,0,1,1,1,0,450,108701,7
0,"【마법】후열에 있으며 보조 마법에 특화된 나들이 옷을 입은 힐러. 자신의 공격력과 맞바꿔 강력한 배리어와 연속 회복 상태를 아군 전체에 부여한다. 절대적인 방어력은 모든 것을 압도한다.","유이(새해)",0,"2025/04/15 14:59:59",108801,0,"2025/04/08 15:00:00",21,108801,2.27,745,3,"유이",108801,0,0,7,1,2,0,450,108801,7
0,"【물리】전열에서 적의 마법 공격으로부터 아군을 지키는 화려한 검사. 스킬로 범위 내 아군에게 마법 무효 배리어를 전개. 또한 유니온 버스트로 적을 스턴 상태에 빠뜨려 공격의 흐름을 끊는다.","레이(새해)",0,"2030/12/31 15:00:00",108901,0,"2015/04/01 15:00:00",22,108901,2.215,153,1,"레이",108901,0,0,4,1,1,0,450,108901,7
0,"【물리】전열에서 위기를 기회로 바꾸는 사랑의 해결사. 스킬은 HP를 소비하여 자신의 공격력을 높인다. 또한 유니온 버스트는 HP가 낮을수록 초절정 위력을 발휘한다.","에리코(발렌타인)",0,"2030/12/31 15:00:00",109001,0,"2015/04/01 15:00:00",3,109001,1.9,187,1,"에리코",109001,0,0,3,1,1,0,450,109001,11
0,"【물리】중열에서 모두를 지키는 파티시에르 누나. 여러 파라미터가 동시에 상승하는 필드 전개. 또한 효과 시간 중에는 스킬 효과가 대폭 강화한다.","시즈루(발렌타인)",0,"2025/02/20 14:59:59",109101,0,"2025/02/17 15:00:00",5,109101,2.125,385,3,"시즈루",109101,0,0,5,1,1,0,450,109101,7
0,"【마법】후열에서 영령의 소환술을 무기로 사용해 싸우는 공주님. 아군에게 영령의 가호를 부여하는 서포터이자 고위력 마법 공격을 쓰는 어태커, 두 가지 역할을 한다.","앤",0,"2030/12/31 15:00:00",109201,0,"2019/03/31 12:00:00",23,109201,2.27,630,3,"앤",109201,0,0,7,0,2,0,450,109201,6
0,"【마법】후열에서 오메메와 함께 싸우는 천진난만한 소녀. 스킬로 소환한 오메메는 적의 공격을 막을 수 있으며 오메메의 수가 많을수록 유니온 버스트의 위력도 증가한다.","루",0,"2030/12/31 15:00:00",109301,0,"2015/04/01 15:00:00",23,109301,2.27,640,1,"루",109301,0,0,7,1,2,0,450,109301,9
0,"【마법】중열에서 불꽃을 조종해 적을 쓰러뜨리는 용족 소녀. 높은 마법 공격력을 활용한 범위 공격이 특기이다. 비행 능력을 구사해 날리는 돌진 공격도 강력하다.","글레어",0,"2030/12/31 15:00:00",109401,0,"2019/04/19 15:00:00",1,109401,2.27,525,3,"글레어",109401,0,0,1,0,2,0,450,109401,9
0,"【마법】최전열에서 아군을 격려하는 기모노 차림의 마조히스트 아가씨. 아군의 마법 공격력을 높이고 적의 마법 방어력을 낮춤으로써 마법 파티의 서포트 겸 방어 역할로 활약한다.","쿠우카(오에도)",0,"2030/12/31 15:00:00",109501,0,"2019/04/30 12:00:00",2,109501,2.066,140,3,"쿠우카",109501,0,0,7,0,2,0,450,109501,12
0,"【물리】최전열에서 인술을 구사해 적과 싸우는 닌자. 유니온 버스트는 크리티컬이 발생했을 때 데미지를 1.5배로 만드는 특성이 있어, 제대로 타이밍이 맞았을 때 발군의 위력을 발휘한다.","니논(오에도)",0,"2030/12/31 15:00:00",109601,0,"2019/05/17 15:00:00",2,109601,2.0,175,3,"니논",109601,0,0,2,0,1,0,450,109601,12
0,"【물리】중열에서 도깨비의 힘으로 적을 분쇄하는 쌍둥이 동생. 회복 스킬 외에도 온도를 다루는 스킬이 특기이며 적을 동결시킨 후 유니온 버스트로 쓰러뜨린다.","렘",0,"2022/10/26 14:59:59",109701,0,"2022/10/16 15:00:00",24,109701,2.25,540,3,"렘",109701,0,0,13,1,1,0,450,109701,9
0,"【마법】중열에서 특수 능력으로 아군을 보조하는 쌍둥이 언니. 상대의 물리 공격을 확인하고 회피시키는 「천리안」이나 적 전체를 구속하는 유니온 버스트의 서포트는 효과가 아주 뛰어나다.","람",0,"2030/12/31 15:00:00",109801,0,"2015/04/01 15:00:00",24,109801,2.5,545,1,"람",109801,0,0,7,1,2,1,450,109801,9
0,"【마법】후열에서 공격과 회복을 구사하는 하프엘프. 높은 마력으로 공격 마법을 사용해 적을 흩어지게 하며 유니온 버스트는 빈사 상태인 아군조차 순식간에 치료한다.","에밀리아",0,"2022/10/26 14:59:59",109901,0,"2022/10/16 15:00:00",23,109901,2.27,725,3,"에밀리아",109901,0,0,7,1,2,0,450,109901,9
0,"【물리】후열에서 높은 위력의 활을 쏘는 여름의 카리스마 모델. 배틀 중에 단 한 번 날리는 「서머 런웨이♪」로 TP를 모두 회복하고 이후 유니온 버스트가 크리티컬을 발생시킨다.","스즈나(여름)",0,"2025/07/25 14:59:59",110001,0,"2025/07/20 15:00:00",8,110001,1.82,705,3,"스즈나",110001,0,0,8,1,1,0,450,110001,15
0,"【마법】후열에서 적의 체력을 강탈하는 여름밤의 선생님. 데미지를 주면서 아군을 회복하는 스킬을 다수 지녀 공수 양쪽에서 높은 능력을 발휘한다.","이오(여름)",0,"2030/12/31 15:00:00",110101,0,"2021/05/18 15:00:00",5,110101,2.4,715,1,"이오",110101,0,0,5,1,2,0,450,110101,15
0,"","미사키(여름)",0,"2030/12/31 15:00:00",110201,0,"2015/04/01 15:00:00",7,0,0.0,0,1,"미사키",110201,0,0,7,0,0,0,0,0,15
0,"【물리】중열에서 아군의 빠른 공격을 보조하는 해변의 사렌 마마. 배틀을 시작할 때 아군 전체의 TP를 단숨에 모아서 신속하게 유니온 버스트를 발동시킬 수 있도록 한다.","사렌(여름)",0,"2025/07/25 14:59:59",110301,0,"2025/07/20 15:00:00",4,110301,2.24,585,3,"사렌",110301,0,0,4,1,1,0,450,110301,3
0,"【물리】전열에서 단일 공격 대상에 특화된 바다의 늑대 소녀. 공격 대상이 하나인 경우, 스킬과 유니온 버스트가 함께 진가를 발휘해 다른 것을 압도하는 큰 파괴력으로 적을 쓰러뜨린다.","마코토(여름)",0,"2025/08/29 14:59:59",110401,0,"2025/08/21 15:00:00",5,110401,2.125,180,3,"마코토",110401,0,0,5,1,1,0,450,110401,4
0,"【물리】중열에서 적을 한꺼번에 쓰러뜨리는 한여름의 남국 소녀. 대상을 날려버리는 효과를 지닌 스킬로 적을 모아, 공격 대상이 많을수록 위력이 증가하는 유니온 버스트로 적을 쓰러뜨린다.","카오리(여름)",0,"2030/12/31 14:59:59",110501,0,"2021/06/18 15:00:00",1,110501,2.42,425,1,"카오리",110501,0,0,1,1,1,0,450,110501,4
0,"【마법】후열에서 방대한 마력을 휘두르는 한여름의 동화 속 공주님. 높은 화력에 대상은 랜덤하게 결정되는 스킬과 유니온 버스트는 단일 공격 대상을 상대로 아주 큰 데미지를 낸다. ","마호(여름)",0,"2025/08/29 14:59:59",110601,0,"2025/08/21 15:00:00",7,110601,2.27,792,3,"마호",110601,0,0,7,1,2,0,450,110601,4
0,"【물리】후열에서 독을 다루는 외톨이 엘프 편입생. 적이 독이나 맹독 상태라면 강화되는 공격 스킬과 적의 물리 방어력을 낮추는 스킬로 아군을 서포트한다.","아오이(편입생)",0,"2030/12/31 15:00:00",110701,0,"2020/10/02 15:00:00",8,110701,1.82,680,3,"아오이",110701,0,0,8,0,1,0,450,110701,4
0,"【물리】전열에서 공격 횟수로 압도하는 어두운 분위기의 엘프. 공격할 때 상대에게 【위축】 스테이터스를 추가해 스킬 데미지와 물리 방어력을 효과적으로 다운시킨다.","클로에",0,"2030/12/31 15:00:00",110801,0,"2020/10/15 15:00:00",2,110801,2.125,185,3,"클로에",110801,0,0,2,0,1,0,450,110801,2
0,"【물리】전열에서 펀치를 날리는 한창 치에루 MAX한 소녀. 크리티컬을 낼 때마다 【치에루】를 모아, 자신을 계속 강화하고, 후반이 될 수록 적을 치에루하게 제노사이드한다.","치에루",0,"2030/12/31 15:00:00",110901,0,"2021/05/17 15:00:00",1,110901,2.295,222,3,"치에루",110901,0,0,1,0,1,0,450,110901,2
0,"【마법】후열에서 아군을 지원하는 것에 특화한 상아의 탑 재원. 자신의 공격력은 낮지만, 물리 공격력이 높은 아군을 강화하고 아군 전체를 마법 무효 배리어로 보호하며 승리로 이끈다.","유니",0,"2030/12/31 15:00:00",111001,0,"2021/04/29 15:00:00",26,111001,2.27,807,3,"유니",111001,0,0,7,0,2,0,450,111001,2
0,"【마법】후열에서 아군의 화력을 높이는 검은 고양이 복장의 우등생. 자신의 마법 공격력에 따라 효과가 강화되는 것과 효과가 누적되는 것 등, 다채로운 스킬로 공격력을 높인다.","쿄우카(할로윈)",0,"2025/10/26 14:59:59",111101,0,"2025/10/19 15:00:00",7,111101,2.07,820,3,"쿄우카",111101,0,0,7,1,2,0,450,111101,13
0,"【물리】전열에서 범위 공격을 날리는, 호박 의상을 입은 말괄량이. 적에게 5 카운트 후 폭발하는 폭탄을 장치하거나 호박 수류탄을 던지는 등, 다양한 범위 공격으로 적을 농락한다.","미소기(할로윈)",0,"2030/12/31 14:59:59",111201,0,"2020/10/29 15:00:00",1,111201,2.17,212,1,"미소기",111201,0,0,1,1,1,0,450,111201,13
0,"【물리】중열의 공격에 특화된, 붕대를 둘둘 감은 토끼 소녀. 행동 빈도는 적지만 높은 위력의 범위 공격을 날리고 아군 전체의 물리 공격력을 크게 높이는 스킬도 발군의 효과를 보인다.","미미(할로윈)",0,"2030/12/31 15:00:00",111301,0,"2020/11/16 15:00:00",5,111301,2.0,365,3,"미미",111301,0,0,5,0,1,0,450,111301,13
0,"【마법】후열에서 사령술로 친구를 만드는 귀여운 소녀. 루나가 데미지를 입을 때마다 모여드는 친구를 각 스킬로 소모한다. 소모한 숫자에 따라 강력한 힘을 발휘한다.","루나",0,"2030/12/31 15:00:00",111401,0,"2020/11/30 15:00:00",25,111401,1.87,765,3,"루나",111401,0,0,7,0,2,0,450,111401,0
0,"【물리】전열에서 전투를 즐기는 크리스마스의 『서약여군』. 유니온 버스트 사용 시 획득하는 코인의 유무에 따라 서포트와 공격으로 변환하여 화려하게 적을 베어 넘긴다.","크리스티나(크리스마스)",0,"2026/01/30 14:59:59",111501,0,"2026/01/22 15:00:00",10,111501,2.0,265,3,"크리스티나",111501,0,0,4,1,1,0,450,111501,13
0,"【물리】중열에서 파티의 방어를 서포트하는 산타 아이돌. 스킬로 물리 공격을 무효화하고, 뒤에 아군이 많을수록 물리 방어력이 높아지는 유니온 버스트로 생존력을 높인다.","노조미(크리스마스)",0,"2021/01/12 14:59:59",111601,0,"2020/12/29 15:00:00",4,111601,2.24,418,1,"노조미",111601,0,0,4,1,1,0,450,111601,13
0,"【마법】전열에서 피를 대가로 적을 공격하는 크리스마스의 흡혈귀. 잔여 HP가 낮을수록 데미지가 상승하는 스킬과 HP를 소모하는 스킬을 조합하여 절대적인 파괴력을 발휘한다.","이리야(크리스마스)",0,"2030/12/31 15:00:00",111701,0,"2021/01/18 15:00:00",3,111701,1.3,255,3,"이리야",111701,0,0,3,0,2,0,450,111701,13
0,"【물리】전열에서 기운 넘치게 새해를 축하하는 배고픈 공주님. 물리 공격력을 높이는 스킬로 아군을 강화하고, HP가 많을수록 데미지가 상승하는 유니온 버스트로 적을 무찌른다.","페코린느(새해)",0,"2025/02/25 14:59:59",111801,0,"2025/02/20 15:00:00",22,111801,1.965,248,3,"페코린느",111801,0,0,4,1,1,0,450,111801,13
0,"【물리】전열에서 아군의 서포트에 능한 신풍의 무녀. 물리 크리티컬 시 데미지 증가 스킬로 아군의 섬멸력을 높이면서 도발과 지속적 회복으로 내구력을 지원한다.","콧코로(새해)",0,"2025/04/15 14:59:59",111901,0,"2025/04/08 15:00:00",23,111901,1.87,159,3,"콧코로",111901,0,0,7,1,1,0,450,111901,1
0,"【마법】후열에서 공격과 방어, 두 방면에서 활약하는 기모노 차림의 고양이 소녀. 피격 데미지에 따라 마법 공격력이 증가하는 유니온 버스트로 높은 공격력이 더욱 막강해진다.","캬루(새해)",0,"2025/04/15 14:59:59",112001,0,"2025/04/08 15:00:00",21,112001,2.07,690,3,"캬루",112001,0,0,7,1,2,0,450,112001,3
0,"【마법】후열에서 기도로 서포트하는 실수투성이 무녀. 마법 무효 배리어 스킬로 내구력을 높이고 유니온 버스트는 HP 회복과 행동 속도 증가로 전황을 정비한다.","스즈메(새해)",0,"2030/12/31 15:00:00",112101,0,"2021/11/16 15:00:00",21,112101,2.27,722,1,"스즈메",112101,0,0,7,1,2,0,450,112101,1
0,"【마법】후열에서 방해 공작에 특화된 능력을 가진 마법 탐정. 상대의 TP를 큰 폭으로 감소하는 스킬과 멀리 떨어진 적을 속박 상태로 만드는 스킬로 상대방의 연계를 흐트러뜨린다.","카스미(매지컬)",0,"2030/12/31 15:00:00",112201,0,"2021/03/02 15:00:00",7,112201,2.27,730,3,"카스미",112201,0,0,7,0,2,0,450,112201,9
0,"【물리】후열에서 아군의 공격력 향상을 담당하는 마법 사냥꾼. 유니온 버스트로 아군 전체의 물리 공격력을 크게 높이고 스킬로는 범위 내 물리 공격력을 높여 빛나는 화살로 일격을 가한다.","시오리(매지컬)",0,"2030/12/31 15:00:00",112301,0,"2021/03/02 15:00:00",8,112301,1.97,712,1,"시오리",112301,0,0,8,1,1,0,450,112301,5
0,"【물리】중열에서 아군을 북돋으며 싸우는 큐트한 소녀. 아군의 TP나 공격력을 올리는 스킬로 서포트하고, 자신도 강력한 범위 공격으로 적을 베어버린다.","우즈키(데레마스)",0,"2022/04/21 14:59:59",112401,0,"2022/04/05 15:00:00",4,112401,2.24,370,3,"우즈키",112401,0,0,4,1,1,0,450,112401,18
0,"【물리】전열에서 얼음을 생성하며 아군을 지키는 쿨한 소녀. 눈앞의 적을 속박하는 스킬이나 도발로 행동을 방해하고, 자신에게도 배리어를 펼쳐 철벽 같은 방어 능력을 발휘한다.","린(데레마스)",0,"2022/04/21 14:59:59",112501,0,"2022/04/05 15:00:00",4,112501,2.215,153,3,"린 데레마스",112501,0,0,4,1,1,0,450,112501,18
0,"【마법】후열에서 공격과 방어, 두 방면에서 활약하는 의욕 넘치는 소녀. 데미지를 받은 아군 중심으로 회복 마법으로 보조하면서 마법 공격을 발휘해 적을 일망타진한다.","미오(데레마스)",0,"2030/12/31 15:00:00",112601,0,"2021/03/30 15:00:00",7,112601,2.27,695,1,"미오",112601,0,0,7,1,2,1,450,112601,18
0,"【물리】중열에서 적의 수비진을 관통하는 도토리 레인저. 전투 시작과 동시에 범위 내 적의 물리 방어력을 대폭으로 낮춰 초반부터 큰 데미지를 줄 수 있는 전황을 만들어 낸다.","린(레인저)",0,"2030/12/31 15:00:00",112701,0,"2021/05/31 15:00:00",6,112701,2.19,422,3,"린",112701,0,0,6,0,1,0,450,112701,3
0,"【물리】중열에서 많은 수를 상대하는 것이 특기인 목장의 전사. 상대를 날려버리는 스킬을 다용하여 적의 진형을 비집고 들어간다. 범위 공격과 혼란 부여 스킬을 구사하여 단숨에 무찌른다.","마히루(레인저)",0,"2030/12/31 15:00:00",112801,0,"2021/06/15 15:00:00",6,112801,2.19,390,3,"마히루",112801,0,0,6,0,1,0,450,112801,5
0,"【물리】후열에서 희망의 힘으로 싸우는 이상한 나라의 구세주. 크리티컬하면 효과가 더해지는 스킬과 아군의 수가 많을수록 위력이 올라가는 유니온 버스트로 적을 무찌른다.","리노(원더)",0,"2030/12/31 15:00:00",112901,0,"2021/07/04 15:00:00",8,112901,1.97,730,3,"리노",112901,0,0,8,0,1,0,450,112901,6
0,"【물리】중열에서 전장의 동향을 자유자재로 조종하는 흰토끼 소녀. 적의 행동 속도를 줄이고, 아군의 속도를 올리는 스킬과 적의 시간을 멈추는 스킬로 항상 아군을 지원한다.","아유미(원더)",0,"2030/12/31 15:00:00",113001,0,"2021/07/01 15:00:00",6,113001,2.34,508,1,"아유미",113001,0,0,6,1,1,0,450,113001,12
0,"【물리】전열에서 유려한 검실력을 선보이는 이른 여름의 누님. 데미지를 준 횟수에 따라서 공격력이 오르는 스킬과 양손에 든 쌍검의 수많은 참격으로 눈앞의 적을 베어버린다.","루카(여름)",0,"2025/08/29 14:59:59",113101,0,"2025/08/21 15:00:00",27,113101,1.3,192,3,"루카",113101,0,0,27,1,1,0,450,113101,6
0,"【마법】전열에서 모두에게 빌린 힘을 휘두르는 한여름의 명희. 아군 전체의 마법 공격력을 대가로 자신의 마법 공격력을 극적으로 높히고, 격렬한 공격 마법을 계속 날려 큰 데미지를 준다.","안나(여름)",0,"2030/12/31 15:00:00",113201,0,"2021/08/02 15:00:00",28,113201,1.625,256,1,"안나",113201,0,0,5,1,2,0,450,113201,12
0,"【마법】중열에서 많은 수를 상대하는 것이 특기인 한여름의 마법 소녀. 적의 수에 따라서 상승하는 방어력 다운 스킬이나 다채로운 범위 공격을 다루며, 한여름의 싸움을 짱 귀엽게 제압한다.","나나카(여름)",0,"2030/12/31 15:00:00",113301,0,"2021/08/17 15:00:00",7,113301,2.07,468,3,"나나카",113301,0,0,7,0,2,0,450,113301,12
0,"【마법】중열에서 전체 마법 공격을 날리는 초능력 치어걸. 유니온 버스트로 적 전체에 아주 큰 일격을 날리고 그 후, 초능력을 발동한 반동때문에 베개를 끌어안고 꿈에 빠진다.","하츠네(여름)",0,"2025/08/29 14:59:59",113401,0,"2025/08/21 15:00:00",29,113401,1.92,567,3,"하츠네",113401,0,0,7,1,2,0,450,113401,12
0,"【마법】후열에서 적의 위협에서 학생을 지키는, 여름의 여신 같은 선생님. 아군의 마법 방어력을 높이고, HP를 지속 회복하는 스킬과 배리어를 펼치는 유니온 버스트로 아군을 견고하게 수호한다.","미사토(여름)",0,"2030/12/31 15:00:00",113501,0,"2021/09/01 15:00:00",7,113501,2.07,697,1,"미사토",113501,0,0,7,1,2,0,450,113501,12
0,"【물리】전열에서 업화를 거느리며 악을 무찌르는 한여름의 기사 단장. 적 하나에게 데미지를 주면서 공격력을 높이는 유니온 버스트와 화상을 주는 스킬을 다루어 적을 태워버린다.","쥰(여름)",0,"2030/12/31 15:00:00",113601,0,"2021/09/16 15:00:00",5,113601,2.0,182,3,"쥰",113601,0,0,5,0,1,0,450,113601,12
0,"【마법】중열에서 마법 공격을 날리는 천사 쌍둥이 여동생. 지속시간이 짧지만 막대한 효과를 가진 강화 마법으로 자신의 공격력을 크게 높여, 강대한 위력의 마법으로 적 하나를 날려버린다.","아카리(엔젤)",0,"2030/12/31 15:00:00",113701,0,"2021/10/05 15:00:00",7,113701,1.92,530,3,"아카리",113701,0,0,7,0,2,0,450,113701,12
0,"【마법】중열에서 보조 마법으로 아군을 돕는 쌍둥이 언니 천사. 방어력을 대폭 높이며, 대상인 아군에게 적의 주의를 끌게 하는 등, 특수하고 강력한 스킬을 구사하여 적을 농락한다.","요리(엔젤)",0,"2030/12/31 15:00:00",113801,0,"2021/10/21 15:00:00",6,113801,2.34,531,3,"요리",113801,0,0,6,0,2,0,450,113801,12
0,"【물리】전열에서 적의 물리 공격을 방해하는 흡혈귀 재단사. 도발과 물리 무효 배리어, 그리고 가장 물리 공격력이 높은 적을 노린 방해 스킬로 철벽 방어를 완성한다.","츠무기(할로윈)",0,"2025/10/26 14:59:59",113901,0,"2025/10/19 15:00:00",2,113901,2.375,152,3,"츠무기",113901,0,0,2,1,1,0,450,113901,12
0,"【물리】중열에서 다친 적을 죽음으로 유혹하는 고상한 검사. HP가 50% 미만인 적에게 날리면 위력이 크게 증가하는 범위 공격을 반복하며 부상당한 적의 전의를 단숨에 꺾는다.","레이(할로윈)",0,"2030/12/31 15:00:00",114001,0,"2021/11/16 15:00:00",4,114001,1.965,375,3,"레이",114001,0,0,4,0,1,0,450,114001,12
0,"【물리】전열에서 날카로운 손톱을 마구 찌르는 할로윈 견습 기사. 유니온 버스트 사용 횟수에 따라 강화되는 스킬로 데미지와 행동 속도를 증가시키며 적을 베어 가른다.","마츠리(할로윈)",0,"2030/12/31 15:00:00",114101,0,"2022/07/19 8:00:00",1,114101,2.295,186,1,"마츠리",114101,0,0,1,1,1,0,450,114101,12
0,"【물리】중열에서 사랑과 희망의 힘을 가슴에 품고 지휘하는 마법 제독. 유니온 버스트로 적 하나의 물리 방어력을 낮추고, 범위 내 아군의 물리 공격력 증가 스킬로 단숨에 전황을 결정한다.","모니카(매지컬)",0,"2030/12/31 15:00:00",114201,0,"2021/12/01 15:00:00",4,114201,2.24,528,3,"모니카",114201,0,0,4,0,1,0,450,114201,12
0,"【물리】중열에서 정의의 힘을 마법에 실어 싸우는 마법 검사. 자신의 물리 공격력을 마법 공격력에 더하는 마법 소녀의 힘과 꾸준한 노력으로 획득한 검술로 화려한 마법 공격을 날린다.","토모(매지컬)",0,"2030/12/31 15:00:00",114301,0,"2021/12/21 15:00:00",4,114301,2.0,402,3,"토모",114301,0,0,4,0,1,0,450,114301,2
0,"【물리】전열에서 아군의 서포트를 힘으로 삼아 싸우는, 성야의 영애. 스테이터스 증가 효과를 받으면 증가하는 【성야의 반짝임】으로 스킬을 크게 강화하고, 성야를 장식하는 강렬한 일격을 날린다.","아키노(크리스마스)",0,"2026/01/30 14:59:59",114401,0,"2026/01/22 15:00:00",5,114401,2.0,189,3,"아키노",114401,0,0,5,1,1,0,450,114401,2
0,"【물리】전열에서 빛을 다뤄 아군을 지키는 성야의 사렌 마마. 적의 공격을 방어하고 데미지를 입히는 유니온 버스트와 데미지를 입히면서 회복하는 스킬로 공격과 수비 모두를 담당한다.","사렌(크리스마스)",0,"2030/12/31 15:00:00",114501,0,"2022/01/20 15:00:00",4,114501,2.09,150,3,"사렌",114501,0,0,4,0,1,0,450,114501,3
0,"【물리】중열에서 물리 캐릭터를 지원하며 싸우는 성야의 전직 성기사. 마법 공격력이 높은 적 하나의 TP 감소와 주변 아군의 마법 방어력 증가 스킬로 대마법전에서 견줄 데 없는 빛을 발한다.","유카리(크리스마스)",0,"2030/12/31 15:00:00",114601,0,"2022/09/17 15:00:00",5,114601,2.09,408,1,"유카리",114601,0,0,5,1,1,0,450,114601,2
0,"【물리】전열에서 새 바람을 두른 「천루패단검」을 휘두르는 소녀. 다른 사람보다 늦게 출격하고, 적의 전열을 날려버린 후 강화한 범위 물리 공격으로 떡꼬치가 된 적을 베어버린다.","무이미(새해)",0,"2030/12/31 15:00:00",114701,0,"2022/10/16 15:00:00",31,114701,2.0,138,1,"무이미",114701,0,0,2,1,1,0,450,114701,2
0,"【마법】중열에서 요염한 나들이옷을 입은 『변모대비』. 아군의 마법 공격력 증가와 HP, TP를 회복하는 스킬로 공수에 걸쳐 서포트하고 가혹한 전황 속에서도 승리로 이끈다.","네네카(새해)",0,"2025/02/25 14:59:59",115001,0,"2025/02/20 15:00:00",21,115001,2.07,562,3,"네네카",115001,0,0,7,1,2,0,450,115001,2
0,"【물리】중열에서 고귀한 의장복을 입은 엘프 마을의 무녀. 자신의 공격력을 강화하고, TP 회복으로 공격 수단을 늘린다. 크리티컬 시 맹공으로 동료를 지키는 검이 된다.","콧코로(의장복)",0,"2025/02/20 14:59:59",115501,0,"2025/02/17 15:00:00",2,115501,2.0,533,3,"콧코로",115501,0,0,2,1,1,0,450,115501,1
0,"【마법】중열에서 정령술을 다뤄 아군을 돕는 의장의 마법사. 여러 물리 공격력 강화 스킬로 아군의 공격을 지원하며 강력한 회복 스킬로 전선을 정리해 배틀을 장악한다.","유이(의장복)",0,"2030/12/31 15:00:00",115601,0,"2022/11/17 15:00:00",7,115601,1.97,578,1,"유이",115601,0,0,7,1,2,0,450,115601,7
0,"【마법】후열에서 적의 방어력을 깎는 물가의 명탐정. 공격력이 높은 적을 목표로 정하고 방어력을 내리며 아군을 강화하는 스킬로 어떤 어려운 사건도 해결로 이끈다.","카스미(여름)",0,"2030/12/31 15:00:00",115701,0,"2022/03/23 15:00:00",7,115701,2.27,738,3,"카스미",115701,0,0,7,0,2,0,450,115701,9
116101,"【물리】전열에서 마법의 과일로 공주님의 모습이 된 사랑 소녀. 짐승의 모습에서 유니온 버스트로 일정 시간 인간의 모습으로 변신하고, 아군 전체 대상 공격력 증가 스킬로 화력을 끌어올린다.","리마(신데렐라)",0,"2030/12/31 15:00:00",115801,0,"2022/12/19 15:00:00",4,115801,2.27,173,1,"리마",115801,0,0,4,1,1,0,450,115801,5
0,"【물리】전열에서 화려한 옷을 입고 유려한 검무를 추는 늑대 소녀. 주변의 아군 숫자에 따라, 스킬 위력과 물리 공격력 증가 스킬의 효과가 증가하고, 용기와 격려의 일격을 휘두른다.","마코토(신데렐라)",0,"2030/12/31 15:00:00",115901,0,"2022/03/31 15:00:00",5,115901,2.27,166,3,"마코토",115901,0,0,5,0,1,0,450,115901,4
0,"【물리】후열에서 우아하게 아군을 지원하는 마호 선생님. 물리 공격을 하는 아군의 공격력 증가와, 가장 멀리 있는 아군의 TP를 회복하는 스킬로 나긋나긋 전황을 바꾼다.","마호(신데렐라)",0,"2030/12/31 14:59:59",116001,0,"2022/04/19 15:00:00",7,116001,2.27,645,3,"마호",116001,0,0,7,0,2,0,450,116001,9
0,"【물리】전열에서 질풍처럼 달려 나가는 다우너 여자. 특정 횟수 데미지를 줄 때마다 자신의 TP 전체 회복 스킬과 발동할 때마다 공격력이 증가하는 스킬로 승리의 테이프를 잡는다.","클로에(성학제)",0,"2030/12/31 14:59:59",116201,0,"2022/05/12 15:00:00",2,116201,2.125,184,3,"클로에",116201,0,0,2,0,1,0,450,116201,2
0,"【물리】전열에서 성학제를 뜨겁게 달구는 해피치에루계 소녀. 공격이 히트할 때마다 【치에루】를 모으고, 위력이 늘어나는 스킬과 아군 전체의 물리 공격력 증가 효과인 UB로 승리를 이끈다.","치에루(성학제)",0,"2030/12/31 14:59:59",116301,0,"2022/04/28 15:00:00",32,116301,2.295,223,3,"치에루",116301,0,0,1,0,1,0,450,116301,2
0,"【마법】후열에서 동료를 계몽하는 유니짱즈의 재원. 자신을 제외한 아군 전체의 물리ㆍ마법 공격력 증가와 크리티컬 시 데미지 증가로 모두를 승리로 이끈다.","유니(성학제)",0,"2030/12/31 14:59:59",116401,0,"2023/03/10 15:00:00",39,116401,2.27,808,3,"유니",116401,0,0,7,0,2,0,450,116401,2
0,"【물리】전열에서 위세 좋게 떠들어대는 입 공격계 드래곤. 전체 물리 공격력이 증가하는 UB는 아군의 방어력을 낮추는 대신 HP가 많을수록 효과를 높여, 아군을 승리로 이끈다.","이노리(시간 여행)",0,"2030/12/31 14:59:59",116501,0,"2022/05/30 15:00:00",3,116501,2.295,252,3,"이노리",116501,0,0,3,0,1,0,450,116501,17
0,"【물리】전열에서 아군을 승리로 안내하는 싸움꾼 드래곤족. 유니온 버스트로 자신의 공격 속도를 극대 증가시켜 물리 공격력 증가 스킬의 시너지로 주먹의 비를 내리게 한다.","카야(시간 여행)",0,"2030/12/31 14:59:59",116601,0,"2022/06/20 15:00:00",1,116601,2.295,169,3,"카야",116601,0,0,1,0,1,0,450,116601,17
