drama_id,param_05,param_06,param_07,command_id,param_03,param_01,command_type,param_08,param_04,param_02
1010804,"",0.2,"",1010804041,1,124531,3,"","",dsb_talk_wish
1010804,"","","",1010804042,0,vo_dsb_1010804,21,"",0,vo_dsb_4003
1010804,1,0,0,1010804043,10,124531,11,0.2,1,"손님~?\n물 온도와 전격 정도는 어떠신가요~"
1010804,"","","",1010804044,"",0,91,"","",""
1010804,"",0.2,"",1010804045,1,124531,3,"","",dsb_idle_wish
1010804,"",0.5,"",1010804046,1,2,3,"","",dsb_kuka_idle_relax
1010804,"","","",1010804047,"",0,22,"","",0
1010804,"","","",1010804048,0,vo_dsb_1010804,21,"",0.9,vo_dsb_4004
1010804,1,0,0,1010804049,10,2,11,0.2,1,"……조"
1010804,"","","",1010804050,"",0,91,"","",""
1010804,"",0.2,"",1010804051,1,124531,3,"","",dsb_idle_wish_normal2
1010804,"","","",1010804052,0,vo_dsb_1010804,21,"",0,vo_dsb_4005
1010804,1,0,0,1010804053,10,124531,11,0.2,1,"조?"
1010804,"","","",1010804054,"",0,91,"","",""
1010804,"",0.2,"",1010804055,1,124531,3,"","",dsb_idle_wish_surprise
1010804,1,0.3,0.3,1010804056,0,2,3,"",dsb_kuka_idle_dere2,dsb_kuka_ecstasy
1010804,"","","",1010804057,0,vo_dsb_1010804,21,"",0,vo_dsb_4006
1010804,1,0,0,1010804058,10,2,11,0.2,1,"좋아요오~~!!"
1010804,"","","",1010804059,"",0,91,"","",""
1010804,"",0.2,"",1010804060,1,124531,3,"","",dsb_idle_wish
1010804,"",0.5,"",1010804061,1,2,3,"","",dsb_kuka_talk_sad_dere
1010804,"","","",1010804062,0,vo_dsb_1010804,21,"",0,vo_dsb_4007
1010804,1,0,0,1010804063,10,2,11,0.2,1,"이 약하게 저릿해지는 느낌이\n정말 참을 수 없어요~♪\n아힝! 크응! 하으으읏!"
1010804,"","","",1010804064,"",6.2,93,"","",1
1010804,1,0,0.5,1010804065,0,2,3,"",dsb_talk_sad2,dsb_kuka_electric
1010804,"","","",1010804066,"",1010804063,91,"","",""
1010804,"",0.2,"",1010804067,1,124531,3,"","",dsb_talk_joy3_nervous
1010804,"","","",1010804068,0,vo_dsb_1010804,21,"",0,vo_dsb_4008
1010804,1,0,0,1010804069,10,124531,11,0.2,1,"아아, 제대로 맛보고 있었구나~\n어쩐지 온천을 즐기는 것과는\n다른 듯한 느낌이 들지만……\n기뻐해 준다면, 됐나☆"
1010804,"","","",1010804070,"",0,91,"","",""
1010804,"",0.2,"",1010804071,1,124531,3,"","",dsb_idle_joy3
1010804,"",0.5,"",1010804072,1,2,3,"","",dsb_kuka_wish1
1010804,"","","",1010804073,0,vo_dsb_1010804,21,"",0,vo_dsb_4009
1010804,1,0,0,1010804074,10,2,11,0.2,1,"젊은 여주인!\n더…… 더욱 쿠우카에게 자극을!\n격하게 저리게 해주세요~!!"
1010804,"","","",1010804075,"",5,93,"","",1
1010804,"",0.2,"",1010804076,1,2,3,"","",dsb_kuka_wish2
1010804,"","","",1010804077,"",1010804074,91,"","",""
1010804,"",0.2,"",1010804078,1,124531,3,"","",dsb_talk_joy3
1010804,"","","",1010804079,0,vo_dsb_1010804,21,"",0,vo_dsb_4010
1010804,1,0,0,1010804080,10,124531,11,0.2,1,"알겠습니다~♪\n에~잇☆"
1010804,"","","",1010804081,"",0,91,"","",""
1010804,"","","",1010804082,"",0,22,"","",0
1010804,"","","",1010804083,0,se_10044200,23,"","",se_10044200_homare_movement
1010804,"",0.2,"",1010804084,1,2,3,"","",dsb_kuka_wish3
1010804,1,0.1,0,1010804085,0,124531,3,"",dsb_attack_loop,dsb_attack_in
1010804,1,0,0,1010804086,0,99,3,"",dsb_attack_loop,dsb_attack_in
1010804,"","","",1010804087,"",44,32,"","",1
1010804,"","","",1010804088,"",1.4,93,"","",0
1010804,"","","",1010804089,"",30,32,"","",0
1010804,"","","",1010804090,"",43,32,"","",0
1010804,"","","",1010804091,"",45,32,"","",1
1010804,"","","",1010804092,"",43,32,"","",0
1010804,"","","",1010804093,"",46,32,"","",1
1010804,"","","",1010804094,3.1,20,122,"","",20
1010804,"","","",1010804095,0,se_10044200,23,"","",se_10044200_thunder
1010804,"","","",1010804096,0,vo_dsb_1010804,21,"",0,vo_dsb_4011
1010804,0,0,0,1010804097,5,2,11,0,0,"하아아아아앙!!"
1010804,"","","",1010804098,"",0.1,93,"","",0
1010804,"",0,"",1010804099,0,2,3,"","",dsb_empty
1010804,"","","",1010804100,"",3,93,"","",0
1010804,"","","",1010804101,0.5,20,122,"","",20
1010804,"","","",1010804102,"",30,32,"","",1
1010804,"","","",1010804103,"",43,32,"","",1
1010804,"","","",1010804104,"",45,32,"","",0
1010804,"","","",1010804105,"",47,32,"","",1
1010804,"","","",1010804106,0,se_10044200,23,"","",se_10044200_poof
1010804,"",0,"",1010804107,1,2,3,"","",dsb_kuka_damage_gaku
1010804,"","","",1010804108,"",1,93,"","",0
1010804,1,0.1,0.2,1010804109,0,124531,3,"",dsb_talk_surprise,dsb_attack_out
1010804,0,0.1,0,1010804110,0,99,3,"",dsb_empty,dsb_attack_out
1010804,"","","",1010804111,0,vo_dsb_1010804,21,"",0,vo_dsb_4012
1010804,1,0,0,1010804112,10,124531,11,0.2,1,"앗.\n조~금 너무 서비스해 버렸……나?"
1010804,"","","",1010804113,"",0,91,"","",""
1010804,"","","",1010804114,"",0,22,"","",0
1010804,"",0.2,"",1010804115,1,124531,3,"","",dsb_idle_surprise1
1010804,1,0.1,0,1010804116,0,2,3,"",dsb_kuka_damage_dere2_loop,dsb_kuka_damage_dere2_in
1010804,"","","",1010804117,"",0.3,93,"","",0
1010804,"","","",1010804118,"",47,32,"","",0
1010804,"","","",1010804119,"",48,32,"","",1
1010804,"","","",1010804120,0,se_adv_emote_heart_01,23,"","",se_adv_emote_heart_01
1010804,"","","",1010804121,"",1,93,"","",0
1010804,"","","",1010804122,0,vo_dsb_1010804,21,"",0,vo_dsb_4013
1010804,1,0,0,1010804123,10,2,11,0.2,1,"……크흐.\n크흐흐흐흐……\n온천에…… 눈떠버리겠어요……\n츄르릅."
1010804,"","","",1010804124,"",0,91,"","",""
1010804,"",0.2,"",1010804125,1,2,3,"","",dsb_kuka_damage_dead
1010804,"",0.2,"",1010804126,1,124531,3,"","",dsb_talk_joy3
1010804,"","","",1010804127,0,vo_dsb_1010804,21,"",0,vo_dsb_4014
1010804,1,0,0,1010804128,10,124531,11,0.2,1,"다행이다~ 아무렇지도 않은 것 같아.\n그나저나……\n방금 그 위력에 기뻐할 줄이야~\n……소문 이상이야, 쿠우카♪"
1010804,"","","",1010804129,"",0,91,"","",""
1010804,"",0.2,"",1010804130,1,124531,3,"","",dsb_idle_joy3
1010804,"","","",1010804131,"",0.3,93,"","",0
1010805,-345,2,0,1010805001,70,12,5,dsb_idle_normal,-165,1
1010805,-345,2,1,1010805002,70,3,5,dsb_idle_normal_joy,165,2
1010805,1,1,"",1010805003,0,1,31,"",0,1
1010805,1,1,"",1010805004,0,3,31,"",0,3
1010805,1,1,"",1010805005,0,4,31,"",0,4
1010805,1,1,"",1010805006,0,13,31,"",0,10
1010805,1,1,"",1010805007,0,23,31,"",0,20
1010805,1,1,"",1010805008,155,33,31,"",-168,30
1010805,1,1,"",1010805009,-155,33,31,"",-168,31
1010805,"","","",1010805010,"",1,13,"","",170
1010805,"","","",1010805011,"",2,13,"","",170
1010805,"","","",1010805012,"",0,91,"","",""
1010805,"","","",1010805013,1,se_10044200,23,"","",se_10044200_cmn_amb
1010805,"","","",1010805014,0,se_10044200,23,"","",se_10044200_cmn_steam
1010805,"","","",1010805015,"",6.1,93,"","",0
1010805,"","","",1010805016,1,se_10044200,23,"","",se_10044200_hotspring_03
1010805,"","","",1010805017,"",1.4,93,"","",0
1010805,1,0.5,0.5,1010805018,0,2,3,"",dsb_talk_arm_crossed_joy_loop,dsb_talk_arm_crossed_joy
1010805,"","","",1010805019,0,vo_dsb_1010805,21,"",0,vo_dsb_5001
1010805,1,0,0,1010805020,10,2,11,0.2,1,"후우……\n역시 엘프의 숲에서 캐온 약초네.\n몸의 피로가 단번에 사라져 가."
1010805,"","","",1010805021,"",0,91,"","",""
1010805,"",0.5,"",1010805022,1,2,3,"","",dsb_idle_arm_joy_crossed
1010805,"",0.5,"",1010805023,1,1,3,"","",dsb_talk_joy3
1010805,"","","",1010805024,0,vo_dsb_1010805,21,"",0,vo_dsb_5002
1010805,1,0,0,1010805025,10,1,11,0.2,1,"기뻐해 줘서 다행이야~♪\n실은 있지, 그 약초에는\n치유 마법도 걸려 있어."
1010805,"","","",1010805026,"",0,91,"","",""
1010805,"",0.5,"",1010805027,1,1,3,"","",dsb_idle_normal
1010805,"",0.5,"",1010805028,1,2,3,"","",dsb_talk_arm_crossed_normal2_loop
1010805,"","","",1010805029,0,vo_dsb_1010805,21,"",0,vo_dsb_5003
1010805,1,0,0,1010805030,10,2,11,0.2,1,"과연……\n그래서 이렇게나 피로 회복 효과가 좋구나.\n뛰어난 효능을 한층 더 강화……\n응응, 효율적이야!"
1010805,"","","",1010805031,"",0,91,"","",""
1010805,"",0.5,"",1010805032,1,2,3,"","",dsb_talk_doya_Ex1_loop
1010805,"","","",1010805033,0,vo_dsb_1010805,21,"",0,vo_dsb_5004
1010805,1,0,0,1010805034,10,2,11,0.2,1,"덕분에 열심히 일할 수 있겠어!\n지금 당장이라도!\n즉시 목욕을 마치고\n임시 알바를 찾아야 해!"
1010805,"","","",1010805035,"",0,91,"","",""
1010805,"","","",1010805036,0,se_10044200,23,"","",se_10044200_get_out_water
1010805,1,0.2,0.2,1010805037,0,2,3,"",dsb_stand_up_loop,dsb_stand_up_in
1010805,"",0.5,"",1010805038,1,1,3,"","",dsb_talk_surprise1_misato
1010805,"","","",1010805039,0,vo_dsb_1010805,21,"",0,vo_dsb_5005
1010805,1,0,0,1010805040,10,1,11,0.2,1,"어머 어머, 벌써 나가는 거야?\n모처럼 온천에 몸을 담그는 거니까\n조금 더 느긋하게 있다가 가지?"
1010805,"","","",1010805041,"",0,91,"","",""
1010805,"",0.5,"",1010805042,1,1,3,"","",dsb_idle_surprise1_misato
1010805,"",0.5,"",1010805043,1,2,3,"","",dsb_stand_talk_normal2
1010805,"","","",1010805044,0,vo_dsb_1010805,21,"",0,vo_dsb_5006
1010805,1,0,0,1010805045,10,2,11,0.2,1,"이미 충분히 피로는 풀렸어.\n너무 오래 목욕하면\n오히려 시간이 아까운걸.\n시간은 돈이야!"
1010805,"","","",1010805046,"",0,91,"","",""
1010805,"",0.5,"",1010805047,1,2,3,"","",dsb_stand_up_loop
1010805,"",0.5,"",1010805048,1,1,3,"","",dsb_talk_sad2_blink2
1010805,"","","",1010805049,0,vo_dsb_1010805,21,"",0,vo_dsb_5007
1010805,1,0,0,1010805050,10,1,11,0.2,1,"시간은 돈이다……\n그렇네\n그런 사고방식도 있지~"
1010805,"","","",1010805051,"",0,91,"","",""
1010805,"",0.5,"",1010805052,1,1,3,"","",dsb_talk_worry_misato
1010805,"","","",1010805053,0,vo_dsb_1010805,21,"",0,vo_dsb_5008
1010805,1,0,0,1010805054,10,1,11,0.2,1,"하지만……\n가끔은 시간을 사치스럽게 쓰는 것도\n괜찮지 않을까?"
1010805,"","","",1010805055,"",0,91,"","",""
1010805,"",0.2,"",1010805056,1,2,3,"","",dsb_stand_wish_surprise_idle
1010805,"","","",1010805057,0,vo_dsb_1010805,21,"",0,vo_dsb_5009
1010805,1,0,0,1010805058,10,2,11,0.2,1,"어?"
1010805,"","","",1010805059,"",0,91,"","",""
1010805,"",0.2,"",1010805060,1,1,3,"","",dsb_talk_wish_nervous
1010805,"","","",1010805061,0,vo_dsb_1010805,21,"",0,vo_dsb_5010
1010805,1,0,0,1010805062,10,1,11,0.2,1,"피로가 쌓이는 건 몸만이 아니야.\n너무 긴장하면\n마음도 지쳐 버리는걸."
1010805,"","","",1010805063,"",0,91,"","",""
1010805,"",0.5,"",1010805064,1,1,3,"","",dsb_misato_talk_sad2_dere
1010805,"","","",1010805065,0,vo_dsb_1010805,21,"",0,vo_dsb_5011
1010805,1,0,0,1010805066,10,1,11,0.2,1,"그런 눈에 안 보이는 부분을 치유하는 것도\n소중한 일이라고……\n나는 생각해♪"
1010805,"","","",1010805067,"",0,91,"","",""
1010805,"",0.5,"",1010805068,1,1,3,"","",dsb_idle_normal_misato
1010805,"",0.2,"",1010805069,1,2,3,"","",dsb_stand_thinking
1010805,"","","",1010805070,0,vo_dsb_1010805,21,"",0,vo_dsb_5012
1010805,1,0,0,1010805071,10,2,11,0.2,1,"화, 확실히……\n그렇게 생각할 수도 있겠네.\n멀리서 오에도까지 찾아왔으니\n이 기회를 살리는 편이 좋을지도……"
1010805,"","","",1010805072,"",0,91,"","",""
1010805,1,0.2,0.5,1010805073,0,2,3,"",dsb_stand_talk_guts_loop,dsb_stand_talk_guts
1010805,"","","",1010805074,"",0,22,"","",0
1010805,"","","",1010805075,0,vo_dsb_1010805,21,"",0.9,vo_dsb_5013
1010805,1,0,0,1010805076,10,2,11,0.2,1,"……알았어.\n제대로 충분히 시간을 써서\n철저하게 릴랙스해 보이겠어!\n이것도 필요 경비라는 거야!"
1010805,"","","",1010805077,"",0,91,"","",""
1010805,"","","",1010805078,0,se_10044200,23,"","",se_10044200_get_out_water
1010805,1,0.5,0.5,1010805079,0,2,3,"",dsb_stand_sitdown_loop,dsb_stand_sitdown_in
1010805,"",0.5,"",1010805080,1,1,3,"","",dsb_talk_joy3
1010805,"","","",1010805081,0,vo_dsb_1010805,21,"",0,vo_dsb_5014
1010805,1,0,0,1010805082,10,1,11,0.2,1,"우후후, 그러는 게 좋아~\n온천은 느긋~하게 보내는 곳인걸.\n자, 편안히♪"
1010805,"","","",1010805083,"",0,91,"","",""
1010805,"","","",1010805084,"",0.3,93,"","",0
1010806,-345,2,0,1010806001,70,11,5,dsb_idle_normal,-165,1
1010806,-345,2,1,1010806002,70,8,5,dsb_idle_relax,165,2
1010806,1,1,"",1010806003,0,1,31,"",0,1
1010806,1,1,"",1010806004,0,3,31,"",0,3
1010806,1,1,"",1010806005,0,4,31,"",0,4
1010806,1,1,"",1010806006,0,18,31,"",0,10
1010806,1,1,"",1010806007,0,28,31,"",0,20
1010806,1,1,"",1010806008,155,38,31,"",-168,30
1010806,1,1,"",1010806009,-155,38,31,"",-168,31
1010806,"","","",1010806010,"",1,13,"","",170
1010806,"","","",1010806011,"",2,13,"","",170
1010806,"","","",1010806012,"",0,91,"","",""
1010806,"","","",1010806013,1,se_10044200,23,"","",se_10044200_cmn_amb
1010806,"","","",1010806014,0,se_10044200,23,"","",se_10044200_cmn_steam
1010806,"","","",1010806015,"",6,93,"","",0
1010806,"","","",1010806016,1,se_10044200,23,"","",se_10044200_hotspring_08
1010806,"","","",1010806017,"",1.5,93,"","",0
1010806,"",0.5,"",1010806018,1,2,3,"","",dsb_talk_memory_nervous
1010806,"","","",1010806019,0,vo_dsb_1010806,21,"",0,vo_dsb_6001
1010806,1,0,0,1010806020,10,2,11,0.2,1,"아아아아앗~~!\n불탄다!\n제 지방이 불타고 있어요~!"
1010806,"","","",1010806021,"",0,91,"","",""
1010806,1,0.5,0.5,1010806022,0,2,3,"",dsb_talk_guts_pain_loop,dsb_talk_guts_pain
1010806,"","","",1010806023,0,vo_dsb_1010806,21,"",0,vo_dsb_6002
1010806,1,0,0,1010806024,10,2,11,0.2,1,"블랙 노동의 스트레스로부터 오는 식욕!\n식욕에서 오는 군살!\n이 사욕을 채우는 것은 기각이에요!\n깔끔하게 몽땅 청산하겠어요~!!"
1010806,"","","",1010806025,"",0,91,"","",""
1010806,"",0.5,"",1010806026,1,2,3,"","",dsb_idle_guts_pain
1010806,"",0.5,"",1010806027,1,1,3,"","",dsb_talk_normal_joy
1010806,"","","",1010806028,0,vo_dsb_1010806,21,"",0,vo_dsb_6003
1010806,1,0,0,1010806029,10,1,11,0.2,1,"입욕 시간에는 주의해야 한다?\n지방 연소 효과가 높으니까……\n너무 오래 들어가 있으면 큰일 나."
1010806,"","","",1010806030,"",0,91,"","",""
1010806,"",0.5,"",1010806031,1,1,3,"","",dsb_idle_normal
1010806,"",0.5,"",1010806032,1,2,3,"","",dsb_talk_normal
1010806,"","","",1010806033,0,vo_dsb_1010806,21,"",0,vo_dsb_6004
1010806,1,0,0,1010806034,10,2,11,0.2,1,"네, 그럼요! 물론이에요!\n그나저나…… 단시간에\n이 정도의 온천을 준비할 수 있다니.\n역시 『척안의 악마』네요?"
1010806,"","","",1010806035,"",0,91,"","",""
1010806,"",0.5,"",1010806036,1,2,3,"","",dsb_idle_normal
1010806,"",0.5,"",1010806037,1,1,3,"","",dsb_talk_sad2_surprise
1010806,"","","",1010806038,0,vo_dsb_1010806,21,"",0,vo_dsb_6005
1010806,1,0,0,1010806039,10,1,11,0.2,1,"칭찬의 말 고마워.\n그렇다고는 해도……\n나는 당신의 의뢰에 부응한 것뿐이지만."
1010806,"","","",1010806040,"",0,91,"","",""
1010806,"",0.5,"",1010806041,1,1,3,"","",dsb_idle_sad_talk1
1010806,"",0.5,"",1010806042,1,2,3,"","",dsb_talk_normal_dere2
1010806,"","","",1010806043,0,vo_dsb_1010806,21,"",0,vo_dsb_6006
1010806,1,0,0,1010806044,10,2,11,0.2,1,"어머 어머, 겸손하시기는.\n더 파고들 틈을 보여주면\n저도 편할 텐데."
1010806,"","","",1010806045,"",0,91,"","",""
1010806,"",0.5,"",1010806046,1,2,3,"","",dsb_idle_normal
1010806,"",0.5,"",1010806047,1,1,3,"","",dsb_talk_normal_suprise1
1010806,"","","",1010806048,0,vo_dsb_1010806,21,"",0,vo_dsb_6007
1010806,1,0,0,1010806049,10,1,11,0.2,1,"내가 편하게 해주는 건 환자뿐이야.\n장사의 거래 상대는 범위 밖."
1010806,"","","",1010806050,"",0,91,"","",""
1010806,"",0.5,"",1010806051,1,1,3,"","",dsb_idle_normal
1010806,"",0.5,"",1010806052,1,2,3,"","",dsb_talk_thinking_dere
1010806,"","","",1010806053,0,vo_dsb_1010806,21,"",0,vo_dsb_6008
1010806,1,0,0,1010806054,10,2,11,0.2,1,"어머 어머 어머, 엄하네요\n무섭네요.\n식은땀이 나겠어요~\n그야말로 줄줄…… 으응?"
1010806,"","","",1010806055,"",0,91,"","",""
1010806,"",0.3,"",1010806056,1,2,3,"","",dsb_talk_worry_anger
1010806,"","","",1010806057,0,vo_dsb_1010806,21,"",0,vo_dsb_6009
1010806,1,0,0,1010806058,10,2,11,0.2,1,"이 땀의 양……\n이상하지 않나요?\n아무리 발한 작용이 뛰어나다고\n해도, 이건……"
1010806,"","","",1010806059,"",0,91,"","",""
1010806,"",0.5,"",1010806060,1,2,3,"","",dsb_talk_surprise3
1010806,"","","",1010806061,0,vo_dsb_1010806,21,"",0,vo_dsb_6010
1010806,1,0,0,1010806062,10,2,11,0.2,1,"게다가……\n기분 탓일까요?\n어쩐지 피부가 따끔따끔하기 시작한 것 같은……"
1010806,"","","",1010806063,"",0,91,"","",""
1010806,"",0.5,"",1010806064,1,2,3,"","",dsb_idle_surprise1_sjhy2
1010806,"",0.5,"",1010806065,1,1,3,"","",dsb_talk_nerrvous
1010806,"","","",1010806066,"",0,22,"","",0
1010806,"","","",1010806067,0,vo_dsb_1010806,21,"",0.9,vo_dsb_6011
1010806,1,0,0,1010806068,10,1,11,0.2,1,"……저기, 크레짓타.\n당신, 비서에게 출장이라고 거짓말을\n하고 여기에 온 거지?"
1010806,"","","",1010806069,"",0,91,"","",""
1010806,"",0.5,"",1010806070,1,1,3,"","",dsb_idle_normal
1010806,1,0.5,0.5,1010806071,0,2,3,"",dsb_shock_credita_loop,dsb_shock_credita_in
1010806,"","","",1010806072,0,vo_dsb_1010806,21,"",0,vo_dsb_6012
1010806,1,0,0,1010806073,10,2,11,0.2,1,"까가가깜짝?\n어떻게 그걸!?"
1010806,"","","",1010806074,"",0,91,"","",""
1010806,"",0.5,"",1010806075,1,2,3,"","",dsb_idle_joy_sad
1010806,"",0.5,"",1010806076,1,1,3,"","",dsb_talk_normal_joy
1010806,"","","",1010806077,0,vo_dsb_1010806,21,"",0,vo_dsb_6013
1010806,1,0,0,1010806078,10,1,11,0.2,1,"비서로부터의 의뢰로 말이지?\n……허위 신청을 한 벌을\n내려달라고 부탁받았거든.\n그래서……"
1010806,"","","",1010806079,"",0,91,"","",""
1010806,"",0.5,"",1010806080,1,1,3,"","",dsb_talk_sad2_talkjoy2
1010806,"","","",1010806081,0,vo_dsb_1010806,21,"",0,vo_dsb_6014
1010806,1,0,0,1010806082,10,1,11,0.2,1,"이 온천……\n조금 자극적으로 해 두었어.\n고추를 듬~뿍 넣어서 말이지."
1010806,"","","",1010806083,"",0,91,"","",""
1010806,"",0.5,"",1010806084,1,1,3,"","",dsb_idle_sad_talkjoy2
1010806,1,0.5,0.5,1010806085,0,2,3,"",dsb_talk_surprise_credita,dsb_surprise_credita
1010806,"","","",1010806086,0,vo_dsb_1010806,21,"",0,vo_dsb_6015
1010806,1,0,0,1010806087,10,2,11,0.2,1,"뭣……!?\n대체 뭘 넣는 거예욧~!!"
1010806,"","","",1010806088,"",0,91,"","",""
1010806,"",0.5,"",1010806089,1,2,3,"","",dsb_idle_joy_sad
1010806,"",0.5,"",1010806090,1,1,3,"","",dsb_talk_surprise1_normal2
1010806,"","","",1010806091,0,vo_dsb_1010806,21,"",0,vo_dsb_6016
1010806,1,0,0,1010806092,10,1,11,0.2,1,"아아, 걱정 마.\n확실히 지방 연소 효과는 있으니까.\n참고로 나도 자주 들어가고.\n건강에 해는 없어."
1010806,"","","",1010806093,"",0,91,"","",""
1010806,"",0.5,"",1010806094,1,1,3,"","",dsb_idle_surprise1_sjhy
1010806,"",0.3,"",1010806095,1,2,3,"","",dsb_hot_dead
1010806,"","","",1010806096,0,vo_dsb_1010806,21,"",0,vo_dsb_6017
1010806,1,0,0,1010806097,10,2,11,0.2,1,"아무리 그렇다고…… 아앗!!\n눈! 자극이 눈에! 왔어요!\n크으으…… 하지만 보수를 지불한 이상\n최대한 이용하지 않으면~!!!"
1010806,"","","",1010806098,"",0,91,"","",""
1010806,"",0.3,"",1010806099,1,1,3,"","",dsb_talk_thinking_surprise
1010806,"","","",1010806100,0,vo_dsb_1010806,21,"",0,vo_dsb_6018
1010806,1,0,0,1010806101,10,1,11,0.2,1,"도중에 내던지지 않다니\n역시 장사꾼이네……\n이 각오가 선 손익 계산,\n허세가 아니야……!"
1010806,"","","",1010806102,"",0,91,"","",""
1010806,"","","",1010806103,"",0.3,93,"","",0
1010807,-345,2,0,1010807001,70,10,5,dsb_idle_normal,-165,1
1010807,-345,2,1,1010807002,70,1,5,dsb_idle_relax_dere2,165,2
1010807,-350,2,0,1010807003,70,10,5,dsb_lago,-215,99
1010807,1,1,"",1010807004,0,1,31,"",0,1
1010807,1,1,"",1010807005,0,3,31,"",0,3
1010807,1,1,"",1010807006,0,4,31,"",0,4
1010807,1,1,"",1010807007,0,11,31,"",0,10
1010807,1,1,"",1010807008,0,21,31,"",0,20
1010807,1,1,"",1010807009,155,31,31,"",-168,30
1010807,1,1,"",1010807010,-155,31,31,"",-168,31
1010807,1,1,"",1010807011,-222,41,31,"",-175,32
1010807,"","","",1010807012,"",1,13,"","",170
1010807,"","","",1010807013,"",2,13,"","",170
1010807,"","","",1010807014,"",0,91,"","",""
1010807,"","","",1010807015,1,se_10044200,23,"","",se_10044200_cmn_amb
1010807,"","","",1010807016,0,se_10044200,23,"","",se_10044200_cmn_steam
1010807,"","","",1010807017,"",6,93,"","",0
1010807,"","","",1010807018,1,se_10044200,23,"","",se_10044200_hotspring_01
1010807,"","","",1010807019,"",1.5,93,"","",0
1010807,"",0.5,"",1010807020,1,2,3,"","",dsb_talk_relax_nervous
1010807,"","","",1010807021,0,vo_dsb_1010807,21,"",0,vo_dsb_7001
1010807,1,0,0,1010807022,10,2,11,0.2,1,"하아~ 적당한 물 온도……♪\n몸이 풀린다아……\n가끔은 온천도 좋네~"
1010807,"","","",1010807023,"",0,91,"","",""
1010807,"",0.5,"",1010807024,1,2,3,"","",dsb_idle_relax_dere2
1010807,"",0.5,"",1010807025,1,1,3,"","",dsb_talk_joy3
1010807,"","","",1010807026,0,vo_dsb_1010807,21,"",0,vo_dsb_7002
1010807,1,0,0,1010807027,10,1,11,0.2,1,"고마워~☆\n그렇게 말해주면\n나도 젊은 여주인으로서 우쭐해져~♪"
1010807,"","","",1010807028,"",0,91,"","",""
1010807,"",0.5,"",1010807029,1,1,3,"","",dsb_idle_normal
1010807,"",0.5,"",1010807030,1,2,3,"","",dsb_talk_surprise1_joy2
1010807,"","","",1010807031,0,vo_dsb_1010807,21,"",0,vo_dsb_7003
1010807,1,0,0,1010807032,10,2,11,0.2,1,"안녕, 오에도 최고의 젊은 여주인!\n……읏, 【드래곤즈 네스트】!?\n왜 네가 여기에!?"
1010807,"","","",1010807033,"",3.2,93,"","",1
1010807,"",0.5,"",1010807034,1,2,3,"","",dsb_talk_surprise2
1010807,"","","",1010807035,"",1010807032,91,"","",""
1010807,"",0.5,"",1010807036,1,2,3,"","",dsb_idle_surprise2
1010807,"",0.5,"",1010807037,1,1,3,"","",dsb_talk_joy3
1010807,"","","",1010807038,0,vo_dsb_1010807,21,"",0,vo_dsb_7004
1010807,1,0,0,1010807039,10,1,11,0.2,1,"와아~♪\n캬루 개그 태클이다~\n소문대로 재능이 날카로운 명태클☆"
1010807,"","","",1010807040,"",0,91,"","",""
1010807,"",0.5,"",1010807041,1,1,3,"","",dsb_idle_normal
1010807,"",0.5,"",1010807042,1,2,3,"","",dsb_talk_sad_shy
1010807,"","","",1010807043,0,vo_dsb_1010807,21,"",0,vo_dsb_7005
1010807,1,0,0,1010807044,10,2,11,0.2,1,"누가 말했어, 그런 거!?\n정말이지……\n이왕이면 좀 더 괜찮은 소문이\n퍼졌으면 좋겠어."
1010807,"","","",1010807045,"",0,91,"","",""
1010807,"",0.5,"",1010807046,1,2,3,"","",dsb_idle_sad
1010807,"",0.5,"",1010807047,1,1,3,"","",dsb_talk_thinking_joy
1010807,"","","",1010807048,0,vo_dsb_1010807,21,"",0,vo_dsb_7006
1010807,1,0,0,1010807049,10,1,11,0.2,1,"사람의 입에 문을 세울 순 없는걸~\n……그러는 캬루도\n이곳의 소문을 듣고 왔지?"
1010807,"","","",1010807050,"",0,91,"","",""
1010807,"",0.5,"",1010807051,1,1,3,"","",dsb_idle_arm_crossed
1010807,1,0.3,0.5,1010807052,0,2,3,"",dsb_talk_arm_crossed_normal2_loop,dsb_talk_arm_crossed_normal2
1010807,"","","",1010807053,0,vo_dsb_1010807,21,"",0,vo_dsb_7007
1010807,1,0,0,1010807054,10,2,11,0.2,1,"뭐, 그렇지.\n마력이 회복되는 온천이 있다고 들었고,\n또…… 나는 별로 신경 쓰지 않지만\n겸사겸사 피부도 탄력이 생긴다는 것 같고?"
1010807,"","","",1010807055,"",5.9,93,"","",1
1010807,"",0.5,"",1010807056,1,2,3,"","",dsb_talk_arm_crossed_surprise_loop
1010807,"","","",1010807057,"",1010807054,91,"","",""
1010807,"",0.5,"",1010807058,1,2,3,"","",dsb_talk_arm_crossed_joy_loop
1010807,"","","",1010807059,0,vo_dsb_1010807,21,"",0,vo_dsb_7008
1010807,1,0,0,1010807060,10,2,11,0.2,1,"확실히 서서히\n마력은 회복되고 있고……\n이 미끈거리는 물의 느낌이\n피부에도 효과가 있을 것 같아."
1010807,"","","",1010807061,"",0,91,"","",""
1010807,"",0.5,"",1010807062,1,2,3,"","",dsb_idle_arm_joy_crossed
1010807,"",0.5,"",1010807063,1,1,3,"","",dsb_talk_joy3
1010807,"","","",1010807064,0,vo_dsb_1010807,21,"",0,vo_dsb_7009
